timestamp,SP 2[RPM],PV 2[RPM]
19:02:47.551,0,0
19:02:47.587,0,0
19:02:47.588,0,0
19:02:47.588,0,0
19:02:47.611,0,0
19:02:47.628,0,0
19:02:47.629,0,0
19:02:47.631,0,0
19:02:47.637,0,0
19:02:47.641,0,0
19:02:47.643,0,0
19:02:47.658,0,0
19:02:47.663,0,0
19:02:47.671,0,0
19:02:47.678,0,0
19:02:47.685,0,0
19:02:47.686,0,0
19:02:47.690,0,0
19:02:47.700,0,0
19:02:47.708,0,0
19:02:47.724,0,0
19:02:47.745,0,0
19:02:47.753,0,0
19:02:47.758,0,0
19:02:47.767,0,0
19:02:47.768,0,0
19:02:47.776,0,0
19:02:47.780,0,0
19:02:47.796,0,0
19:02:47.805,0,0
19:02:47.813,0,0
19:02:47.814,0,0
19:02:47.822,0,0
19:02:47.826,0,0
19:02:47.843,0,0
19:02:47.851,0,0
19:02:47.854,0,0
19:02:47.866,0,0
19:02:47.867,0,0
19:02:47.883,0,0
19:02:47.892,0,0
19:02:47.898,0,0
19:02:47.900,0,0
19:02:47.910,0,0
19:02:47.912,0,0
19:02:47.925,0,0
19:02:47.927,0,0
19:02:47.929,0,0
19:02:47.937,0,0
19:02:47.938,0,0
19:02:47.943,0,0
19:02:47.957,0,0
19:02:47.958,0,0
19:02:47.963,0,0
19:02:47.969,0,0
19:02:47.969,0,0
19:02:47.974,0,0
19:02:47.992,0,0
19:02:48.003,0,0
19:02:48.007,0,0
19:02:48.014,0,0
19:02:48.016,0,0
19:02:48.039,0,0
19:02:48.046,0,0
19:02:48.046,0,0
19:02:48.049,0,0
19:02:48.055,0,0
19:02:48.068,0,0
19:02:48.074,0,0
19:02:48.083,0,0
19:02:48.097,0,0
19:02:48.111,0,0
19:02:48.127,0,0
19:02:48.142,0,0
19:02:48.166,0,0
19:02:48.170,0,0
19:02:48.184,0,0
19:02:48.201,0,0
19:02:48.202,0,0
19:02:48.212,0,0
19:02:48.212,0,0
19:02:48.227,0,0
19:02:48.227,0,0
19:02:48.246,0,0
19:02:48.253,0,0
19:02:48.275,0,0
19:02:48.276,0,0
19:02:48.290,0,0
19:02:48.310,0,0
19:02:48.313,0,0
19:02:48.324,0,0
19:02:48.336,0,0
19:02:48.341,0,0
19:02:48.347,0,0
19:02:48.353,0,0
19:02:48.363,0,0
19:02:48.374,0,0
19:02:48.377,0,0
19:02:48.387,0,0
19:02:48.399,0,0
19:02:48.410,0,0
19:02:48.410,0,0
19:02:48.423,0,0
19:02:48.425,0,0
19:02:48.446,0,0
19:02:48.447,0,0
19:02:48.451,0,0
19:02:48.458,0,0
19:02:48.462,0,0
19:02:48.477,0,0
19:02:48.481,0,0
19:02:48.485,0,0
19:02:48.496,0,0
19:02:48.499,0,0
19:02:48.501,0,0
19:02:48.513,0,0
19:02:48.523,0,0
19:02:48.527,0,0
19:02:48.541,0,0
19:02:48.542,0,0
19:02:48.547,0,0
19:02:48.555,0,0
19:02:48.559,0,0
19:02:48.569,0,0
19:02:48.575,0,0
19:02:48.583,0,0
19:02:48.587,0,0
19:02:48.597,0,0
19:02:48.601,0,0
19:02:48.614,0,0
19:02:48.615,0,0
19:02:48.625,0,0
19:02:48.645,0,0
19:02:48.651,0,0
19:02:48.654,0,0
19:02:48.679,0,0
19:02:48.682,0,0
19:02:48.686,0,0
19:02:48.701,0,0
19:02:48.702,0,0
19:02:48.711,0,0
19:02:48.722,0,0
19:02:48.724,0,0
19:02:48.731,0,0
19:02:48.738,0,0
19:02:48.745,0,0
19:02:48.753,0,0
19:02:48.758,0,0
19:02:48.778,0,0
19:02:48.816,0,0
19:02:48.820,0,0
19:02:48.838,0,0
19:02:48.847,0,0
19:02:48.848,0,0
19:02:48.860,0,0
19:02:48.864,0,0
19:02:48.870,0,0
19:02:48.871,0,0
19:02:48.875,0,0
19:02:48.888,0,0
19:02:48.895,0,0
19:02:48.898,0,0
19:02:48.898,0,0
19:02:48.903,0,0
19:02:48.910,0,0
19:02:48.922,0,0
19:02:48.929,0,0
19:02:48.941,0,0
19:02:48.950,0,0
19:02:48.955,0,0
19:02:48.974,0,0
19:02:48.982,0,0
19:02:48.987,0,0
19:02:48.991,0,0
19:02:49.007,0,0
19:02:49.027,0,0
19:02:49.039,0,0
19:02:49.043,0,0
19:02:49.050,0,0
19:02:49.056,0,0
19:02:49.067,0,0
19:02:49.074,0,0
19:02:49.081,0,0
19:02:49.082,0,0
19:02:49.098,0,0
19:02:49.111,0,0
19:02:49.123,0,0
19:02:49.130,0,0
19:02:49.133,0,0
19:02:49.139,0,0
19:02:49.143,0,0
19:02:49.155,0,0
19:02:49.160,0,0
19:02:49.167,0,0
19:02:49.173,0,0
19:02:49.194,0,0
19:02:49.199,0,0
19:02:49.209,0,0
19:02:49.215,0,0
19:02:49.224,0,0
19:02:49.238,0,0
19:02:49.251,0,0
19:02:49.265,0,0
19:02:49.278,0,0
19:02:49.287,0,0
19:02:49.293,0,0
19:02:49.293,0,0
19:02:49.296,0,0
19:02:49.307,0,0
19:02:49.307,0,0
19:02:49.315,0,0
19:02:49.327,0,0
19:02:49.334,0,0
19:02:49.345,0,0
19:02:49.348,0,0
19:02:49.354,0,0
19:02:49.362,0,0
19:02:49.369,0,0
19:02:49.374,0,0
19:02:49.392,0,0
19:02:49.411,0,0
19:02:49.415,0,0
19:02:49.424,0,0
19:02:49.439,0,0
19:02:49.448,0,0
19:02:49.449,0,0
19:02:49.462,0,0
19:02:49.464,0,0
19:02:49.497,0,0
19:02:49.497,0,0
19:02:49.509,0,0
19:02:49.522,0,0
19:02:49.523,0,0
19:02:49.525,0,0
19:02:49.539,0,0
19:02:49.543,0,0
19:02:49.555,0,0
19:02:49.558,0,0
19:02:49.567,0,0
19:02:49.605,0,0
19:02:49.634,0,0
19:02:49.641,0,0
19:02:49.645,0,0
19:02:49.647,0,0
19:02:49.655,0,0
19:02:49.655,0,0
19:02:49.663,0,0
19:02:49.666,0,0
19:02:49.669,0,0
19:02:49.687,0,0
19:02:49.696,0,0
19:02:49.711,0,0
19:02:49.725,0,0
19:02:49.735,0,0
19:02:49.736,0,0
19:02:49.738,0,0
19:02:49.742,0,0
19:02:49.759,0,0
19:02:49.771,0,0
19:02:49.777,0,0
19:02:49.781,0,0
19:02:49.782,0,0
19:02:49.795,0,0
19:02:49.804,0,0
19:02:49.825,0,0
19:02:49.832,0,0
19:02:49.840,0,0
19:02:49.854,0,0
19:02:49.868,0,0
19:02:49.875,0,0
19:02:49.884,0,0
19:02:49.889,0,0
19:02:49.899,0,0
19:02:49.905,0,0
19:02:49.912,0,0
19:02:49.916,0,0
19:02:49.926,0,0
19:02:49.936,0,0
19:02:49.940,0,0
19:02:49.944,0,0
19:02:49.954,0,0
19:02:49.968,0,0
19:02:49.975,0,0
19:02:49.986,0,0
19:02:49.995,0,0
19:02:50.005,0,0
19:02:50.012,0,0
19:02:50.032,0,0
19:02:50.045,0,0
19:02:50.058,0,0
19:02:50.073,0,0
19:02:50.074,0,0
19:02:50.075,0,0
19:02:50.081,0,0
19:02:50.084,0,0
19:02:50.096,0,0
19:02:50.106,0,0
19:02:50.122,0,0
19:02:50.136,0,0
19:02:50.137,0,0
19:02:50.145,0,0
19:02:50.159,0,0
19:02:50.161,0,0
19:02:50.176,0,0
19:02:50.180,0,0
19:02:50.181,0,0
19:02:50.182,0,0
19:02:50.191,0,0
19:02:50.196,0,0
19:02:50.211,0,0
19:02:50.214,0,0
19:02:50.214,0,0
19:02:50.228,0,0
19:02:50.233,0,0
19:02:50.243,0,0
19:02:50.245,0,0
19:02:50.272,0,0
19:02:50.273,0,0
19:02:50.277,0,0
19:02:50.291,0,0
19:02:50.296,0,0
19:02:50.298,0,0
19:02:50.305,0,0
19:02:50.315,0,0
19:02:50.317,0,0
19:02:50.328,0,0
19:02:50.334,0,0
19:02:50.351,0,0
19:02:50.352,0,0
19:02:50.353,0,0
19:02:50.357,0,0
19:02:50.377,0,0
19:02:50.377,0,0
19:02:50.378,0,0
19:02:50.382,0,0
19:02:50.391,0,0
19:02:50.395,0,0
19:02:50.405,0,0
19:02:50.424,0,0
19:02:50.437,0,0
19:02:50.437,0,0
19:02:50.439,0,0
19:02:50.457,0,0
19:02:50.475,0,0
19:02:50.483,0,0
19:02:50.493,0,0
19:02:50.497,0,0
19:02:50.502,0,0
19:02:50.528,0,0
19:02:50.543,0,0
19:02:50.545,0,0
19:02:50.553,0,0
19:02:50.569,0,0
19:02:50.596,0,0
19:02:50.617,0,0
19:02:50.627,0,0
19:02:50.633,0,0
19:02:50.655,0,0
19:02:50.669,0,0
19:02:50.669,0,0
19:02:50.675,0,0
19:02:50.697,0,0
19:02:50.705,0,0
19:02:50.715,0,0
19:02:50.723,0,0
19:02:50.739,0,0
19:02:50.740,0,0
19:02:50.744,0,0
19:02:50.750,0,0
19:02:50.755,0,0
19:02:50.756,0,0
19:02:50.757,0,0
19:02:50.769,0,0
19:02:50.772,0,0
19:02:50.787,0,0
19:02:50.792,0,0
19:02:50.797,0,0
19:02:50.800,0,0
19:02:50.811,0,0
19:02:50.812,0,0
19:02:50.815,0,0
19:02:50.826,0,0
19:02:50.828,0,0
19:02:50.838,0,0
19:02:50.845,0,0
19:02:50.853,0,0
19:02:50.857,0,0
19:02:50.867,0,0
19:02:50.876,0,0
19:02:50.882,0,0
19:02:50.895,0,0
19:02:50.905,0,0
19:02:50.909,0,0
19:02:50.912,0,0
19:02:50.923,0,0
19:02:50.936,0,0
19:02:50.942,0,0
19:02:50.960,0,0
19:02:50.965,0,0
19:02:50.978,0,0
19:02:50.992,0,0
19:02:51.006,0,0
19:02:51.020,0,0
19:02:51.034,0,0
19:02:51.048,0,0
19:02:51.057,0,0
19:02:51.068,0,0
19:02:51.078,0,0
19:02:51.092,0,0
19:02:51.099,0,0
19:02:51.107,0,0
19:02:51.116,0,0
19:02:51.121,0,0
19:02:51.121,0,0
19:02:51.122,0,0
19:02:51.139,0,0
19:02:51.148,0,0
19:02:51.153,0,0
19:02:51.163,0,0
19:02:51.166,0,0
19:02:51.178,0,0
19:02:51.180,0,0
19:02:51.194,0,0
