timestamp,SP 2[RPM],PV 2[RPM]
23:32:16.050,0,0
23:32:16.061,0,0
23:32:16.082,0,0
23:32:16.104,0,0
23:32:16.107,0,0
23:32:16.108,0,0
23:32:16.117,0,0
23:32:16.124,0,0
23:32:16.125,0,0
23:32:16.129,0,0
23:32:16.137,0,0
23:32:16.140,0,0
23:32:16.156,0,0
23:32:16.160,0,0
23:32:16.162,0,0
23:32:16.177,0,0
23:32:16.182,0,0
23:32:16.182,0,0
23:32:16.185,0,0
23:32:16.195,0,0
23:32:16.201,0,0
23:32:16.213,0,0
23:32:16.219,0,0
23:32:16.229,0,0
23:32:16.242,0,0
23:32:16.256,0,0
23:32:16.261,0,0
23:32:16.268,0,0
23:32:16.269,0,0
23:32:16.281,0,0
23:32:16.281,0,0
23:32:16.284,0,0
23:32:16.295,0,0
23:32:16.296,0,0
23:32:16.315,0,0
23:32:16.318,0,0
23:32:16.327,0,0
23:32:16.330,0,0
23:32:16.340,0,0
23:32:16.350,0,0
23:32:16.361,0,0
23:32:16.371,0,0
23:32:16.380,0,0
23:32:16.380,0,0
23:32:16.388,0,0
23:32:16.404,0,0
23:32:16.404,0,0
23:32:16.406,0,0
23:32:16.408,0,0
23:32:16.412,0,0
23:32:16.423,0,0
23:32:16.423,0,0
23:32:16.434,0,0
23:32:16.440,0,0
23:32:16.450,0,0
23:32:16.477,0,0
23:32:16.490,0,0
23:32:16.495,0,0
23:32:16.502,0,0
23:32:16.508,0,0
23:32:16.517,0,0
23:32:16.521,0,0
23:32:16.533,0,0
23:32:16.538,0,0
23:32:16.539,0,0
23:32:16.546,0,0
23:32:16.569,0,0
23:32:16.583,0,0
23:32:16.610,0,0
23:32:16.638,0,0
23:32:16.660,0,0
23:32:16.680,0,0
23:32:16.684,0,0
23:32:16.684,0,0
23:32:16.690,0,0
23:32:16.707,0,0
23:32:16.710,0,0
23:32:16.717,0,0
23:32:16.720,0,0
23:32:16.724,0,0
23:32:16.730,0,0
23:32:16.756,0,0
23:32:16.761,0,0
23:32:16.777,0,0
23:32:16.779,0,0
23:32:16.779,0,0
23:32:16.780,0,0
23:32:16.783,0,0
23:32:16.786,0,0
23:32:16.790,0,0
23:32:16.802,0,0
23:32:16.822,0,0
23:32:16.837,0,0
23:32:16.841,0,0
23:32:16.848,0,0
23:32:16.864,0,0
23:32:16.865,0,0
23:32:16.871,0,0
23:32:16.879,0,0
23:32:16.886,0,0
23:32:16.893,0,0
23:32:16.896,0,0
23:32:16.897,0,0
23:32:16.900,0,0
23:32:16.909,0,0
23:32:16.921,0,0
23:32:16.926,0,0
23:32:16.939,0,0
23:32:16.944,0,0
23:32:16.959,0,0
23:32:16.959,0,0
23:32:16.965,0,0
23:32:16.975,0,0
23:32:16.975,0,0
23:32:16.981,0,0
23:32:16.988,0,0
23:32:16.998,0,0
23:32:16.998,0,0
23:32:17.010,0,0
23:32:17.029,0,0
23:32:17.030,0,0
23:32:17.033,0,0
23:32:17.038,0,0
23:32:17.044,0,0
23:32:17.056,0,0
23:32:17.060,0,0
23:32:17.072,0,0
23:32:17.078,0,0
23:32:17.093,0,0
23:32:17.143,0,0
