timestamp,SP 2[RPM],PV 2[RPM]
01:50:26.911,0,0
01:50:26.924,0,0
01:50:26.939,0,0
01:50:26.943,0,0
01:50:26.954,0,0
01:50:26.960,0,0
01:50:26.976,0,0
01:50:26.991,0,0
01:50:26.993,0,0
01:50:26.994,0,0
01:50:27.012,0,0
01:50:27.018,0,0
01:50:27.027,0,0
01:50:27.039,0,0
01:50:27.078,0,0
01:50:27.098,0,0
01:50:27.109,0,0
01:50:27.125,0,0
01:50:27.139,0,0
01:50:27.151,0,0
01:50:27.159,0,0
01:50:27.160,0,0
01:50:27.182,0,0
01:50:27.196,0,0
01:50:27.205,0,0
01:50:27.230,0,0
01:50:27.255,0,0
01:50:27.289,0,0
01:50:27.307,0,0
01:50:27.310,0,0
01:50:27.312,0,0
01:50:27.331,0,0
01:50:27.333,0,0
01:50:27.353,0,0
01:50:27.356,0,0
01:50:27.357,0,0
01:50:27.362,0,0
01:50:27.377,0,0
01:50:27.388,0,0
01:50:27.393,0,0
01:50:27.412,0,0
01:50:27.417,0,0
01:50:27.420,0,0
01:50:27.429,0,0
01:50:27.440,0,0
01:50:27.449,0,0
01:50:27.458,0,0
01:50:27.464,0,0
01:50:27.473,0,0
01:50:27.473,0,0
01:50:27.484,0,0
01:50:27.488,0,0
01:50:27.501,0,0
01:50:27.502,0,0
01:50:27.506,0,0
01:50:27.523,0,0
01:50:27.529,0,0
01:50:27.530,0,0
01:50:27.530,0,0
01:50:27.538,0,0
01:50:27.565,0,0
01:50:27.569,0,0
01:50:27.572,0,0
01:50:27.580,0,0
01:50:27.585,0,0
01:50:27.595,0,0
01:50:27.605,0,0
01:50:27.609,0,0
01:50:27.612,0,0
01:50:27.623,0,0
01:50:27.627,0,0
01:50:27.650,0,0
01:50:27.652,0,0
01:50:27.665,0,0
01:50:27.665,0,0
01:50:27.666,0,0
01:50:27.678,0,0
01:50:27.678,0,0
01:50:27.682,0,0
01:50:27.692,0,0
01:50:27.693,0,0
01:50:27.704,0,0
01:50:27.712,0,0
01:50:27.713,0,0
01:50:27.721,0,0
01:50:27.721,0,0
01:50:27.742,0,0
01:50:27.752,0,0
01:50:27.755,0,0
01:50:27.766,0,0
01:50:27.772,0,0
01:50:27.782,0,0
01:50:27.784,0,0
01:50:27.797,0,0
01:50:27.799,0,0
01:50:27.808,0,0
01:50:27.813,0,0
01:50:27.824,0,0
01:50:27.828,0,0
01:50:27.842,0,0
01:50:27.843,0,0
01:50:27.846,0,0
01:50:27.852,0,0
01:50:27.852,0,0
01:50:27.860,0,0
01:50:27.866,0,0
01:50:27.867,0,0
01:50:27.879,0,0
01:50:27.883,0,0
01:50:27.894,0,0
01:50:27.902,0,0
01:50:27.909,0,0
01:50:27.912,0,0
01:50:27.923,0,0
01:50:27.926,0,0
01:50:27.937,0,0
01:50:27.951,0,0
01:50:27.965,0,0
01:50:27.978,0,0
01:50:27.980,0,0
01:50:27.987,0,0
01:50:27.995,0,0
01:50:28.002,0,0
01:50:28.016,0,0
01:50:28.021,0,0
01:50:28.024,0,0
01:50:28.025,0,0
01:50:28.030,0,0
01:50:28.038,0,0
01:50:28.042,0,0
01:50:28.053,0,0
01:50:28.057,0,0
01:50:28.069,0,0
01:50:28.071,0,0
01:50:28.084,0,0
01:50:28.095,0,0
01:50:28.109,0,0
01:50:28.110,0,0
01:50:28.111,0,0
01:50:28.112,0,0
01:50:28.116,0,0
01:50:28.130,0,0
01:50:28.130,0,0
01:50:28.138,0,0
01:50:28.146,0,0
01:50:28.148,0,0
01:50:28.160,0,0
01:50:28.165,0,0
01:50:28.170,0,0
01:50:28.170,0,0
01:50:28.181,0,0
01:50:28.194,0,0
01:50:28.200,0,0
01:50:28.210,0,0
01:50:28.217,0,0
01:50:28.224,0,0
01:50:28.233,0,0
01:50:28.238,0,0
01:50:28.242,0,0
01:50:28.265,0,0
01:50:28.266,0,0
01:50:28.292,0,0
01:50:28.304,0,0
01:50:28.314,0,0
01:50:28.320,0,0
01:50:28.346,0,0
01:50:28.346,0,0
01:50:28.357,0,0
01:50:28.360,0,0
01:50:28.362,0,0
01:50:28.377,0,0
01:50:28.389,0,0
01:50:28.402,0,0
01:50:28.404,0,0
01:50:28.417,0,0
01:50:28.422,0,0
01:50:28.445,0,0
01:50:28.447,0,0
01:50:28.460,0,0
01:50:28.461,0,0
01:50:28.470,0,0
01:50:28.483,0,0
01:50:28.489,0,0
01:50:28.489,0,0
01:50:28.502,0,0
01:50:28.502,0,0
01:50:28.518,0,0
01:50:28.531,0,0
01:50:28.551,0,0
01:50:28.559,0,0
01:50:28.582,0,0
01:50:28.602,0,0
01:50:28.614,0,0
01:50:28.616,0,0
01:50:28.622,0,0
01:50:28.633,0,0
01:50:28.634,0,0
01:50:28.641,0,0
01:50:28.643,0,0
01:50:28.658,0,0
01:50:28.664,0,0
01:50:28.673,0,0
01:50:28.684,0,0
01:50:28.699,0,0
01:50:28.712,0,0
01:50:28.714,0,0
01:50:28.732,0,0
01:50:28.750,0,0
01:50:28.772,0,0
01:50:28.774,0,0
01:50:28.783,0,0
01:50:28.788,0,0
01:50:28.790,0,0
01:50:28.802,0,0
01:50:28.804,0,0
01:50:28.817,0,0
01:50:28.828,0,0
01:50:28.838,0,0
01:50:28.844,0,0
01:50:28.853,0,0
01:50:28.858,0,0
01:50:28.872,0,0
01:50:28.873,0,0
01:50:28.883,0,0
01:50:28.912,0,0
01:50:28.922,0,0
01:50:28.941,0,0
01:50:28.942,0,0
01:50:28.950,0,0
01:50:28.957,0,0
01:50:28.958,0,0
01:50:28.963,0,0
01:50:28.967,0,0
01:50:28.975,0,0
01:50:28.976,0,0
01:50:28.982,0,0
01:50:28.991,0,0
01:50:28.995,0,0
01:50:28.998,0,0
01:50:29.007,0,0
01:50:29.008,0,0
01:50:29.012,0,0
01:50:29.021,0,0
01:50:29.024,0,0
01:50:29.029,0,0
01:50:29.032,0,0
01:50:29.039,0,0
