timestamp,SP 2[RPM],PV 2[RPM]
23:05:05.890,0,0
23:05:05.904,0,0
23:05:05.916,0,0
23:05:05.920,0,0
23:05:05.921,0,0
23:05:05.924,0,0
23:05:05.934,0,0
23:05:05.936,0,0
23:05:05.955,0,0
23:05:05.972,0,0
23:05:05.981,0,0
23:05:05.996,0,0
23:05:06.007,0,0
23:05:06.007,0,0
23:05:06.012,0,0
23:05:06.023,0,0
23:05:06.045,0,0
23:05:06.049,0,0
23:05:06.052,0,0
23:05:06.062,0,0
23:05:06.064,0,0
23:05:06.065,0,0
23:05:06.068,0,0
23:05:06.095,0,0
23:05:06.096,0,0
23:05:06.105,0,0
23:05:06.113,0,0
23:05:06.119,0,0
23:05:06.123,0,0
23:05:06.135,0,0
23:05:06.173,0,0
23:05:06.182,0,0
23:05:06.189,0,0
23:05:06.196,0,0
23:05:06.199,0,0
23:05:06.201,0,0
23:05:06.222,0,0
23:05:06.227,0,0
23:05:06.233,0,0
23:05:06.235,0,0
23:05:06.243,0,0
23:05:06.263,0,0
23:05:06.268,0,0
23:05:06.271,0,0
23:05:06.275,0,0
23:05:06.287,0,0
23:05:06.295,0,0
23:05:06.296,0,0
23:05:06.311,0,0
23:05:06.339,0,0
23:05:06.345,0,0
23:05:06.356,0,0
23:05:06.358,0,0
23:05:06.359,0,0
23:05:06.375,0,0
23:05:06.389,0,0
23:05:06.395,0,0
23:05:06.402,0,0
23:05:06.412,0,0
23:05:06.424,0,0
23:05:06.428,0,0
23:05:06.428,0,0
23:05:06.431,0,0
23:05:06.440,0,0
23:05:06.441,0,0
23:05:06.444,0,0
23:05:06.456,0,0
23:05:06.457,0,0
23:05:06.471,0,0
23:05:06.477,0,0
23:05:06.483,0,0
23:05:06.487,0,0
23:05:06.496,0,0
23:05:06.505,0,0
23:05:06.510,0,0
23:05:06.519,0,0
23:05:06.525,0,0
23:05:06.526,0,0
23:05:06.555,0,0
23:05:06.564,0,0
23:05:06.567,0,0
23:05:06.570,0,0
23:05:06.576,0,0
23:05:06.585,0,0
23:05:06.597,0,0
23:05:06.605,0,0
23:05:06.609,0,0
23:05:06.611,0,0
23:05:06.612,0,0
23:05:06.623,0,0
23:05:06.639,0,0
23:05:06.644,0,0
23:05:06.654,0,0
23:05:06.656,0,0
23:05:06.677,0,0
23:05:06.680,0,0
23:05:06.686,0,0
23:05:06.696,0,0
23:05:06.706,0,0
23:05:06.708,0,0
23:05:06.710,0,0
23:05:06.716,0,0
23:05:06.717,0,0
23:05:06.724,0,0
23:05:06.738,0,0
23:05:06.746,0,0
23:05:06.749,0,0
23:05:06.766,0,0
23:05:06.776,0,0
23:05:06.796,0,0
23:05:06.805,0,0
23:05:06.817,0,0
23:05:06.822,0,0
23:05:06.847,0,0
23:05:06.850,0,0
23:05:06.857,0,0
23:05:06.865,0,0
23:05:06.877,0,0
23:05:06.879,0,0
23:05:06.880,0,0
23:05:06.885,0,0
23:05:06.894,0,0
23:05:06.898,0,0
23:05:06.908,0,0
23:05:06.911,0,0
23:05:06.922,0,0
23:05:06.923,0,0
23:05:06.945,0,0
23:05:06.957,0,0
23:05:06.958,0,0
23:05:06.964,0,0
23:05:06.979,0,0
23:05:06.980,0,0
23:05:06.985,0,0
23:05:07.000,0,0
23:05:07.005,0,0
23:05:07.008,0,0
23:05:07.013,0,0
23:05:07.022,0,0
23:05:07.025,0,0
23:05:07.040,0,0
23:05:07.042,0,0
23:05:07.045,0,0
23:05:07.058,0,0
23:05:07.066,0,0
23:05:07.080,0,0
23:05:07.091,0,0
23:05:07.105,0,0
23:05:07.121,0,0
23:05:07.134,0,0
23:05:07.147,0,0
23:05:07.149,0,0
23:05:07.151,0,0
23:05:07.151,0,0
23:05:07.156,0,0
23:05:07.171,0,0
23:05:07.180,0,0
23:05:07.194,0,0
23:05:07.197,0,0
23:05:07.208,0,0
23:05:07.223,0,0
23:05:07.223,0,0
23:05:07.233,0,0
23:05:07.235,0,0
23:05:07.237,0,0
23:05:07.255,0,0
23:05:07.273,0,0
23:05:07.289,0,0
23:05:07.299,0,0
23:05:07.311,0,0
23:05:07.315,0,0
23:05:07.327,0,0
23:05:07.332,0,0
23:05:07.338,0,0
23:05:07.346,0,0
23:05:07.353,0,0
23:05:07.354,0,0
23:05:07.365,0,0
23:05:07.377,0,0
23:05:07.395,0,0
23:05:07.411,0,0
23:05:07.424,0,0
23:05:07.432,0,0
23:05:07.440,0,0
23:05:07.461,0,0
23:05:07.469,0,0
23:05:07.485,0,0
23:05:07.503,0,0
23:05:07.515,0,0
