01:35:59.492,SP 1[RPM],PV 1[RPM],CV 1[µsec],R1[µsec],SP 2[RPM],PV 2[RPM],CV 2[µsec],R2[µsec],SP 3[RPM],PV 3[RPM],CV 3[µsec],R3[µsec],SP 4[RPM],PV 4[RPM],CV 4[µsec],R4[µsec]
01:35:59.493,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.502,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.512,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.512,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.514,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.524,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.524,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.526,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.546,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.549,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.560,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.563,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.584,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.594,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.597,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.601,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.610,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.616,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.617,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.632,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.634,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.661,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.667,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.680,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.681,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.701,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.703,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.703,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.710,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.728,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.740,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.745,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.757,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.764,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.782,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.790,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.790,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.793,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.800,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.806,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.806,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.810,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.818,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.818,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.833,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.840,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.852,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.856,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.863,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.863,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.873,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.884,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.884,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.887,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
01:35:59.890,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000,0.0,0.0,0,1000
