timestamp,SP 2[RPM],PV 2[RPM]
19:23:48.426,0,0
19:23:48.450,0,0
19:23:48.462,0,0
19:23:48.467,0,0
19:23:48.468,0,0
19:23:48.471,0,0
19:23:48.491,0,0
19:23:48.506,0,0
19:23:48.523,0,0
19:23:48.536,0,0
19:23:48.547,0,0
19:23:48.557,0,0
19:23:48.564,0,0
19:23:48.573,0,0
19:23:48.583,0,0
19:23:48.585,0,0
19:23:48.586,0,0
19:23:48.599,0,0
19:23:48.603,0,0
19:23:48.615,0,0
19:23:48.628,0,0
19:23:48.637,0,0
19:23:48.642,0,0
19:23:48.644,0,0
19:23:48.666,0,0
19:23:48.670,0,0
19:23:48.672,0,0
19:23:48.684,0,0
19:23:48.693,0,0
19:23:48.700,0,0
19:23:48.703,0,0
19:23:48.715,0,0
19:23:48.720,0,0
19:23:48.728,0,0
19:23:48.734,0,0
19:23:48.742,0,0
19:23:48.747,0,0
19:23:48.757,0,0
19:23:48.763,0,0
19:23:48.772,0,0
19:23:48.774,0,0
19:23:48.784,0,0
19:23:48.787,0,0
19:23:48.798,0,0
19:23:48.801,0,0
19:23:48.814,0,0
19:23:48.815,0,0
19:23:48.824,0,0
19:23:48.828,0,0
19:23:48.839,0,0
19:23:48.849,0,0
19:23:48.870,0,0
19:23:48.870,0,0
19:23:48.882,0,0
19:23:48.884,0,0
19:23:48.888,0,0
19:23:48.899,0,0
19:23:48.902,0,0
19:23:48.914,0,0
19:23:48.917,0,0
19:23:48.924,0,0
19:23:48.926,0,0
19:23:48.926,0,0
19:23:48.929,0,0
19:23:48.944,0,0
19:23:48.964,0,0
19:23:48.965,0,0
19:23:48.981,0,0
19:23:48.983,0,0
19:23:48.996,0,0
19:23:48.999,0,0
19:23:49.009,0,0
19:23:49.010,0,0
19:23:49.013,0,0
19:23:49.023,0,0
19:23:49.027,0,0
19:23:49.038,0,0
19:23:49.043,0,0
19:23:49.055,0,0
19:23:49.064,0,0
19:23:49.075,0,0
19:23:49.078,0,0
19:23:49.083,0,0
19:23:49.095,0,0
19:23:49.104,0,0
19:23:49.111,0,0
19:23:49.114,0,0
19:23:49.127,0,0
19:23:49.144,0,0
19:23:49.163,0,0
19:23:49.171,0,0
19:23:49.188,0,0
19:23:49.199,0,0
19:23:49.213,0,0
19:23:49.227,0,0
19:23:49.241,0,0
19:23:49.255,0,0
19:23:49.264,0,0
19:23:49.269,0,0
19:23:49.273,0,0
19:23:49.287,0,0
19:23:49.291,0,0
19:23:49.297,0,0
