timestamp,[°] Acce X,[°] Acce Y,[°] Gyro X,[°] Gyro Y
22:22:40.08,-5.240983,-2.8904824,-0.105354816,0.052049823
22:22:40.11,-5.2202854,-2.9606287,-0.1033456,0.05243253
22:22:40.14,-5.267278,-3.0221992,-0.10471807,0.05753639
22:22:40.16,-5.300293,-3.0147843,-0.10756362,0.060918067
22:22:40.19,-5.3169956,-2.9492753,-0.11528374,0.06443501
22:22:40.21,-5.281051,-3.0078042,-0.11508579,0.067681424
22:22:40.24,-5.301341,-2.9976301,-0.118045166,0.06961145
22:22:40.27,-5.2737637,-2.995375,-0.114787206,0.06994137
22:22:40.29,-5.183179,-2.9854105,-0.11610688,0.07179717
22:22:40.31,-5.169151,-3.0338063,-0.1217683,0.06918421
22:22:40.35,-5.1584506,-2.9649098,-0.12597972,0.06967249
22:22:40.37,-5.208396,-2.9123087,-0.13000144,0.06997602
22:22:40.41,-5.189576,-2.9215436,-0.13559687,0.06844519
22:22:40.43,-5.2379727,-2.9341648,-0.13867007,0.06880151
22:22:40.47,-5.1597676,-2.885432,-0.13596803,0.07407693
22:22:40.51,-5.204351,-2.8998103,-0.13568759,0.08075121
22:22:40.53,-5.239977,-2.911299,-0.13548964,0.085462466
22:22:40.56,-5.209962,-2.9180021,-0.13210136,0.084218666
22:22:40.59,-5.249578,-2.8748112,-0.13182917,0.08666832
22:22:40.61,-5.2808127,-2.9477918,-0.1362006,0.08547236
22:22:40.64,-5.2472415,-3.0036836,-0.13268201,0.087476626
22:22:40.67,-5.2789373,-3.0509543,-0.13410726,0.08948089
22:22:40.70,-5.245996,-3.0324163,-0.13820486,0.09215324
22:22:40.73,-5.2242937,-3.0742226,-0.14275116,0.09249636
22:22:40.76,-5.255657,-3.104529,-0.14582436,0.09450062
22:22:40.78,-5.2322907,-3.0781465,-0.14889756,0.09650489
22:22:40.81,-5.2086883,-3.0541556,-0.14709619,0.09208726
22:22:40.84,-5.2532787,-3.0404046,-0.14686523,0.085620835
22:22:40.87,-5.279121,-3.023702,-0.15005225,0.08257238
22:22:40.89,-5.2513094,-2.959588,-0.15301162,0.08608932
22:22:40.92,-5.180175,-2.9112277,-0.1510024,0.08470201
22:22:40.95,-5.1667376,-2.9745746,-0.15248044,0.08165355
22:22:40.98,-5.1610994,-2.9741158,-0.15555364,0.08036192
22:22:41.00,-5.156332,-3.0276477,-0.15533094,0.079022445
22:22:41.03,-5.1527715,-3.0165813,-0.15806268,0.07651836
22:22:41.05,-5.1448307,-3.0587673,-0.16113588,0.071930826
22:22:41.08,-5.192425,-3.0383844,-0.15912667,0.07231353
22:22:41.11,-5.1719556,-3.0195296,-0.15711746,0.07269624
22:22:41.14,-5.1113877,-3.0641475,-0.15691951,0.07447781
22:22:41.16,-5.116544,-3.0996294,-0.1567133,0.074807726
22:22:41.19,-5.1161313,-3.0713303,-0.15808576,0.07991158
22:22:41.22,-5.1208544,-2.9977436,-0.15784657,0.08560435
22:22:41.24,-5.124381,-2.9926593,-0.15763211,0.08277363
22:22:41.27,-5.112803,-2.9802094,-0.15596932,0.081625514
22:22:41.29,-5.171289,-3.0321324,-0.15574662,0.08527773
22:22:41.32,-5.155087,-3.0145526,-0.15387598,0.08233815
22:22:41.35,-5.1472163,-2.9496272,-0.15706299,0.080998674
22:22:41.38,-5.1406674,-2.9513805,-0.16265842,0.0833741
22:22:41.41,-5.140239,-2.9555442,-0.16825385,0.08574952
22:22:41.44,-5.1398954,-2.9588811,-0.17349957,0.09163859
22:22:41.47,-5.1345515,-3.0125477,-0.1750304,0.088481255
22:22:41.50,-5.179282,-2.9986484,-0.17975155,0.09048552
22:22:41.53,-5.2250075,-2.9393973,-0.1815463,0.093009405
22:22:41.56,-5.2026305,-2.996932,-0.18679202,0.08608109
22:22:41.60,-5.2434688,-2.9917614,-0.18650334,0.08440675
22:22:41.62,-5.168621,-3.041935,-0.18782301,0.08321079
22:22:41.65,-5.221194,-3.0306125,-0.18758382,0.07651342
22:22:41.69,-5.1997914,-3.0161297,-0.19457811,0.074599884
22:22:41.73,-5.138662,-3.0104494,-0.19653124,0.075088166
22:22:41.79,-5.0750566,-3.0512676,-0.20667297,0.06523346
22:22:41.82,-5.1317987,-3.0295672,-0.21736236,0.06351128
22:22:41.89,-5.186514,-3.071662,-0.20146187,0.0681879
22:22:41.94,-5.230598,-3.0515747,-0.20102471,0.08182678
22:22:41.96,-5.2122207,-3.0357487,-0.20645024,0.08493793
22:22:42.05,-5.202388,-3.0259109,-0.21703571,0.10319404
22:22:42.12,-5.2433815,-3.0149324,-0.22041409,0.11966364
22:22:42.15,-5.2709637,-3.0571876,-0.21833558,0.12005954
22:22:42.18,-5.2395897,-3.037382,-0.2180799,0.12046865
22:22:42.31,-5.2731047,-3.0241246,-0.2169994,0.13818865
22:22:42.34,-5.2464857,-2.959907,-0.2167602,0.13857135
22:22:42.46,-5.273691,-2.95935,-0.2085155,0.13287859
22:22:42.55,-5.2951665,-3.0126984,-0.20221072,0.1229711
22:22:42.58,-5.312324,-3.0553281,-0.20197153,0.12335381
22:22:42.67,-5.2677774,-3.0330875,-0.21267082,0.1073824
22:22:42.70,-5.2906566,-3.0178888,-0.20915222,0.112682566
22:22:42.72,-5.309215,-2.9520411,-0.21177013,0.112986095
22:22:42.81,-5.318823,-2.950303,-0.21103606,0.11416061
22:22:42.84,-5.336721,-2.9007258,-0.21540749,0.11601641
22:22:42.86,-5.2436333,-2.9152384,-0.21520129,0.11634633
22:22:42.95,-5.2765565,-2.8725724,-0.23111331,0.117547244
22:22:42.98,-5.3073974,-2.9487934,-0.23430033,0.11620777
22:22:43.01,-5.2150383,-2.9509752,-0.23222183,0.11660367
22:22:43.04,-5.1946287,-3.0062659,-0.22686392,0.116973184
22:22:43.09,-5.2270417,-3.047342,-0.22644326,0.11142064
22:22:43.12,-5.2142816,-3.035218,-0.22985792,0.11181654
22:22:43.15,-5.1406355,-3.0200813,-0.23492879,0.10865921
22:22:43.18,-5.1399565,-3.0643635,-0.23640682,0.11415567
22:22:43.20,-5.188758,-2.9890788,-0.23620062,0.11601147
22:22:43.23,-5.1738787,-2.982933,-0.24074692,0.116354585
22:22:43.31,-5.1134057,-2.9272435,-0.24006233,0.10731809
22:22:43.35,-5.171861,-2.9898214,-0.23974065,0.11021314
22:22:43.38,-5.2189093,-2.986064,-0.24127148,0.105285786
22:22:43.41,-5.1979723,-2.9805176,-0.24103229,0.10018852
22:22:43.46,-5.181241,-2.9760852,-0.24062814,0.097892284
22:22:43.64,-5.231295,-2.9778595,-0.22815715,0.012377083
22:22:43.67,-5.2034864,-2.8635955,-0.2278932,0.028424382
22:22:43.70,-5.1803045,-2.9873276,-0.22979353,0.015715875
22:22:43.73,-5.284392,-2.9328055,-0.22957908,0.0128851645
22:22:43.76,-5.2555304,-2.8868487,-0.23789304,0.008127723
22:22:43.79,-5.3833895,-2.8439727,-0.2298166,0.014409397
22:22:43.82,-5.2858896,-2.872499,-0.231453,0.026171036
22:22:43.85,-5.359079,-2.8354075,-0.2350953,0.02854646
22:22:43.89,-5.305106,-2.8573766,-0.23092511,0.034828134
22:22:43.92,-5.2718954,-2.8802857,-0.2326143,0.033297308
22:22:43.95,-5.294224,-2.841919,-0.23046651,0.02992223
22:22:43.98,-5.311826,-2.86499,-0.23422265,0.030357726
22:22:44.01,-5.2770195,-2.940165,-0.23786496,0.03273315
22:22:44.04,-5.2054925,-2.9523537,-0.231933,0.03881852
22:22:44.08,-5.1777544,-2.8942666,-0.23367497,0.041268174
22:22:44.11,-5.1160154,-2.963887,-0.23731728,0.047549848
22:22:44.14,-5.1741962,-2.9653115,-0.23895368,0.049851038
22:22:44.17,-5.216379,-2.8560634,-0.24080123,0.058857847
22:22:44.21,-5.2005925,-2.9330926,-0.23448656,0.05727918
22:22:44.23,-5.178225,-2.9891675,-0.23428862,0.061990436
22:22:44.27,-5.165715,-2.929268,-0.23861386,0.07176926
22:22:44.30,-5.096847,-2.9862869,-0.2507846,0.08881952
22:22:44.33,-5.1096816,-3.04007,-0.257317,0.08776707
22:22:44.35,-5.1642604,-3.0234585,-0.25405905,0.08962287
22:22:44.39,-5.2081456,-2.9564342,-0.26730368,0.08559455
22:22:44.42,-5.2965503,-2.9563196,-0.25915465,0.08911149
22:22:44.44,-5.206799,-2.903264,-0.26222783,0.09111576
22:22:44.47,-5.2468038,-2.9167726,-0.27368265,0.09544431
22:22:44.50,-5.2254543,-2.8740394,-0.27892837,0.09584021
22:22:44.54,-5.1007237,-2.8941364,-0.2973247,0.10043929
22:22:44.57,-5.166073,-3.073931,-0.30085316,0.09517212
22:22:44.60,-5.1608243,-2.999707,-0.30426782,0.09556802
22:22:44.63,-5.0879903,-3.0398395,-0.31436336,0.08979113
22:22:44.67,-5.1514697,-3.079902,-0.32048336,0.08384433
22:22:44.70,-5.1982,-2.9477592,-0.3182663,0.08621975
22:22:44.73,-5.1811805,-3.0036473,-0.340813,0.08044285
22:22:44.77,-5.2802057,-2.9430907,-0.34906924,0.083040975
22:22:44.80,-5.256865,-2.9516792,-0.34879705,0.09153311
22:22:44.83,-5.2283115,-2.9530272,-0.36394697,0.08677567
22:22:44.86,-5.259147,-2.95385,-0.3675893,0.09305734
22:22:44.89,-5.288222,-3.0649147,-0.37134543,0.099535316
22:22:44.92,-5.2968464,-3.0913084,-0.37993655,0.09252782
22:22:44.94,-5.3139067,-3.0644655,-0.38559797,0.08552033
22:22:44.99,-5.3325415,-3.045837,-0.39597726,0.088786535
22:22:45.01,-5.4008026,-3.0844016,-0.39893663,0.09071656
22:22:45.05,-5.3537765,-3.0110643,-0.40742877,0.08459985
22:22:45.08,-5.3060637,-2.9466891,-0.41745174,0.08667835
22:22:45.10,-5.3699017,-2.945767,-0.42311317,0.09431929
22:22:45.13,-5.318783,-2.948299,-0.4423805,0.09083534
22:22:45.16,-5.272705,-3.001237,-0.46854973,0.082363
22:22:45.18,-5.295097,-2.88507,-0.49325413,0.07975004
22:22:45.20,-5.3222036,-2.95868,-0.5179585,0.07860192
22:22:45.23,-5.338943,-3.0149357,-0.5352001,0.07259738
22:22:45.27,-5.342849,-2.946822,-0.5788155,0.08044947
22:22:45.30,-5.457526,-3.0020652,-0.60883325,0.071398124
22:22:45.34,-5.491087,-2.9363718,-0.64175594,0.06977162
22:22:45.37,-5.5817184,-2.8890417,-0.6888751,0.0770348
22:22:45.40,-5.5412474,-3.010036,-0.7374393,0.071597725
22:22:45.44,-5.67043,-2.8912935,-0.78548217,0.080861874
22:22:45.48,-5.719442,-2.957588,-0.84670866,0.094520554
22:22:45.51,-5.769698,-2.9624763,-0.90321565,0.09303757
22:22:45.54,-5.7937284,-2.9580963,-0.96726626,0.08726067
22:22:45.58,-5.9366198,-2.908555,-1.0333921,0.08355897
22:22:45.61,-5.9270754,-2.91502,-1.1034076,0.08842859
22:22:45.65,-5.8660517,-2.9204595,-1.2019876,0.09110094
22:22:45.67,-5.924051,-2.9242404,-1.2811271,0.080749705
22:22:45.71,-6.0712905,-2.923964,-1.4246125,0.06965451
22:22:45.73,-6.206276,-2.8783517,-1.522559,0.067041546
22:22:45.76,-6.4862475,-2.8998406,-1.6179008,0.053264096
22:22:45.79,-6.5854383,-2.963183,-1.6982692,0.033073008
22:22:45.81,-6.6529207,-2.901182,-1.7835122,0.015092382
22:22:45.85,-6.713237,-2.8009548,-1.9348959,0.002736888
22:22:45.87,-6.6016665,-2.7752352,-2.0782197,-0.0071475077
22:22:45.90,-6.7246904,-2.8068917,-2.24376,-0.013613934
22:22:45.93,-6.9882603,-2.8872428,-2.3974762,-0.027553044
22:22:45.96,-7.312951,-2.7931933,-2.565389,-0.036020435
22:22:45.99,-7.533975,-2.723169,-2.7560265,-0.04179733
22:22:46.03,-7.6822,-2.7639697,-3.029972,-0.06431435
22:22:46.07,-7.673364,-2.736181,-3.3241086,-0.06603653
22:22:46.10,-8.00412,-2.7727563,-3.6050947,-0.091004856
22:22:46.14,-8.442863,-2.6461616,-3.9186933,-0.117616184
22:22:46.18,-8.899596,-2.5439365,-4.2255173,-0.1261611
22:22:46.21,-9.395188,-2.628275,-4.4986663,-0.15774266
22:22:46.23,-9.794617,-2.535397,-4.6753564,-0.17428485
22:22:46.27,-10.033195,-2.6146986,-4.949002,-0.20288889
22:22:46.30,-10.444472,-2.5718267,-5.2453356,-0.22218919
22:22:46.35,-10.940653,-2.5384576,-5.54774,-0.24363397
22:22:46.38,-11.358036,-2.5697274,-5.8059354,-0.25598946
22:22:46.41,-11.725562,-2.375646,-6.0422273,-0.26799193
22:22:46.45,-12.123302,-2.273038,-6.2836294,-0.26312232
22:22:46.48,-12.289218,-2.3967428,-6.476217,-0.2726537
22:22:46.51,-12.571163,-2.449812,-6.777417,-0.29534557
22:22:46.55,-12.902964,-2.2253325,-7.076201,-0.30770108
22:22:46.58,-13.360994,-2.2545016,-7.3639536,-0.31330806
22:22:46.62,-13.661432,-2.3290272,-7.679103,-0.3419121
22:22:46.65,-14.030475,-2.2328544,-8.012929,-0.3850425
22:22:46.68,-14.361943,-2.3119602,-8.365432,-0.41364652
22:22:46.72,-14.743452,-2.2177086,-8.760345,-0.45377302
22:22:46.76,-15.308495,-2.0421674,-9.175193,-0.4695069
22:22:46.80,-15.731714,-2.0563192,-9.624082,-0.46897903
22:22:46.84,-16.053717,-2.2240784,-10.104709,-0.5197207
22:22:46.87,-16.662281,-2.096535,-10.5380745,-0.55130225
22:22:46.91,-17.449234,-1.9439768,-10.925856,-0.5612295
22:22:46.94,-18.128736,-1.9795719,-11.284453,-0.5714488
22:22:46.97,-18.488615,-2.0061321,-11.614504,-0.5931691
22:22:47.01,-18.725965,-1.9692947,-11.975637,-0.63060176
22:22:47.04,-19.249296,-1.7820797,-12.429251,-0.6526965
22:22:47.08,-19.71741,-1.7949567,-12.8941555,-0.6680163
22:22:47.11,-20.57415,-1.6979496,-13.278588,-0.6957791
22:22:47.15,-21.237642,-1.776284,-13.658548,-0.720952
22:22:47.18,-21.905706,-1.6305718,-14.044413,-0.7294969
22:22:47.22,-22.439705,-1.5139205,-14.364392,-0.72301894
22:22:47.26,-23.104784,-1.6797644,-14.709225,-0.7582098
22:22:47.29,-23.492746,-1.6568176,-15.045406,-0.79385436
22:22:47.33,-23.836874,-1.4768193,-15.432422,-0.8072689
22:22:47.37,-24.156424,-1.4371326,-15.822278,-0.83172256
22:22:47.40,-24.774624,-1.5137349,-16.262325,-0.86453307
22:22:47.44,-25.270605,-1.4710162,-16.66174,-0.8934027
22:22:47.48,-25.80844,-1.3831657,-17.071949,-0.9114559
22:22:47.53,-26.35232,-1.4655197,-17.63081,-0.9257629
22:22:47.57,-26.925137,-1.4288627,-18.109833,-0.9585338
22:22:47.61,-27.496758,-1.2937104,-18.535805,-0.9800314
22:22:47.64,-28.022318,-1.2919039,-19.020233,-0.99576527
22:22:47.68,-28.621061,-1.4422115,-19.543592,-1.0285758
22:22:47.73,-29.329874,-1.3566042,-20.104883,-1.0595025
22:22:47.75,-29.843271,-1.3373055,-20.363506,-1.0702249
22:22:47.79,-30.532045,-1.2215263,-20.896362,-1.0876149
22:22:47.83,-31.212397,-1.1274482,-21.347717,-1.105193
22:22:47.86,-31.850824,-1.0535175,-21.775862,-1.1427643
22:22:47.91,-32.54359,-0.9944683,-22.26068,-1.1543115
22:22:47.95,-32.99951,-0.89555544,-22.617544,-1.167726
22:22:47.99,-33.699997,-0.81605756,-22.958174,-1.1811405
22:22:48.02,-34.273197,-0.75410366,-23.23384,-1.1948042
22:22:48.07,-34.61679,-0.7024417,-23.577,-1.1814325
22:22:48.10,-35.017197,-0.76323855,-23.903713,-1.1902083
22:22:48.14,-35.448875,-0.7611718,-24.217625,-1.1941278
22:22:48.17,-35.84624,-0.707926,-24.439579,-1.1953716
22:22:48.20,-36.23233,-0.7157754,-24.793932,-1.1900963
22:22:48.24,-36.61843,-0.921351,-25.085712,-1.2118165
22:22:48.27,-37.087658,-0.93738246,-25.358292,-1.2169138
22:22:48.31,-37.512688,-0.8985523,-25.711966,-1.2212688
22:22:48.35,-37.951134,-0.96811914,-26.079523,-1.2502291
22:22:48.37,-38.372925,-0.92401063,-26.26183,-1.2653675
22:22:48.42,-38.928726,-0.8381203,-26.591047,-1.2894928
22:22:48.47,-39.340263,-0.81874806,-26.921967,-1.2832706
22:22:48.50,-39.761982,-0.95429224,-27.162865,-1.2943658
22:22:48.54,-40.17715,-0.9620776,-27.346142,-1.3090934
22:22:48.58,-40.509594,-0.9185171,-27.599949,-1.2905024
22:22:48.64,-40.956684,-0.98154056,-27.818953,-1.3145173
22:22:48.69,-41.352993,-0.8330151,-27.944786,-1.3167657
22:22:48.75,-41.690826,-0.91523415,-28.09423,-1.3043987
22:22:48.80,-41.89985,-0.92915535,-28.142317,-1.3134038
22:22:48.86,-42.031246,-0.84182876,-28.182146,-1.312678
22:22:48.91,-42.311855,-0.82112527,-28.19089,-1.3150699
22:22:48.97,-42.42654,-0.80598617,-28.20103,-1.3249246
22:22:49.03,-42.4522,-0.7433835,-28.189932,-1.313539
22:22:49.07,-42.37592,-0.6911841,-28.202997,-1.3156439
22:22:49.12,-42.412334,-0.84787613,-28.226519,-1.3149973
22:22:49.17,-42.37308,-0.8745703,-28.279015,-1.3298882
22:22:49.22,-42.449387,-0.7480066,-28.332443,-1.3322324
22:22:49.27,-42.57421,-0.8444101,-28.357874,-1.3144002
22:22:49.33,-42.70807,-0.87295634,-28.36889,-1.3212593
22:22:49.39,-42.81728,-0.74812037,-28.364803,-1.3168796
22:22:49.45,-42.940117,-0.69697493,-28.319107,-1.2987324
22:22:49.50,-42.899185,-0.65600044,-28.235142,-1.2910222
22:22:49.56,-42.831886,-0.7212293,-28.116386,-1.286791
22:22:49.62,-42.84871,-0.67503756,-28.006166,-1.2683253
22:22:49.67,-42.85639,-0.6889404,-27.872437,-1.2581176
22:22:49.72,-42.62627,-0.64867014,-27.761375,-1.2484988
22:22:49.77,-42.370075,-0.6172527,-27.635662,-1.2512256
22:22:49.84,-42.23415,-0.6413349,-27.496117,-1.250315
22:22:49.90,-42.228436,-0.6118403,-27.365772,-1.2393221
22:22:49.95,-42.0472,-0.6870114,-27.26151,-1.2527531
22:22:50.00,-42.009724,-0.59903896,-27.11227,-1.2552886
22:22:50.06,-41.699364,-0.72557735,-26.97373,-1.2297429
22:22:50.11,-41.58589,-0.8279018,-26.866507,-1.2382383
22:22:50.17,-41.43191,-0.71149045,-26.781393,-1.237407
22:22:50.21,-41.340183,-0.7174871,-26.729794,-1.2271135
22:22:50.26,-41.09501,-0.7217019,-26.665295,-1.2386607
22:22:50.30,-41.070545,-0.72565633,-26.590607,-1.2381064
22:22:50.34,-41.01424,-0.6798466,-26.506268,-1.2401634
22:22:50.39,-40.82967,-0.6430252,-26.37128,-1.2305447
22:22:50.45,-40.853657,-0.6140453,-26.196152,-1.2067608
22:22:50.50,-40.68887,-0.7405853,-26.004858,-1.2125311
22:22:50.55,-40.498386,-0.7409817,-25.808172,-1.2031085
22:22:50.60,-40.346123,-0.7412926,-25.56383,-1.1788841
22:22:50.66,-40.079254,-0.6926845,-25.283688,-1.1502999
22:22:50.71,-39.85814,-0.7539213,-24.996174,-1.1466626
22:22:50.76,-39.509445,-0.7526188,-24.693638,-1.155158
22:22:50.79,-39.23075,-0.7018183,-24.522028,-1.1498579
22:22:50.82,-38.967926,-0.761058,-24.271051,-1.1313032
22:22:50.86,-38.64841,-0.8088387,-24.019257,-1.1307753
22:22:50.91,-38.315624,-0.6982535,-23.735987,-1.1274348
22:22:50.95,-37.97726,-0.70936364,-23.495247,-1.1245399
22:22:50.98,-37.675323,-0.71775925,-23.270828,-1.1130785
22:22:51.02,-37.39434,-0.67479527,-23.029305,-1.112577
22:22:51.06,-37.038273,-0.6893712,-22.76238,-1.1001605
22:22:51.10,-36.834175,-0.65318894,-22.493025,-1.0973396
22:22:51.13,-36.46988,-0.62299985,-22.251053,-1.0807909
22:22:51.17,-36.207092,-0.69963205,-21.976847,-1.0637406
22:22:51.20,-35.88566,-0.7612659,-21.696415,-1.0612167
22:22:51.24,-35.55836,-0.760207,-21.32338,-1.0527757
22:22:51.29,-35.22661,-0.70889646,-20.944355,-1.0280252
22:22:51.33,-34.779755,-0.66785717,-20.60869,-1.009967
22:22:51.37,-34.323837,-0.63437873,-20.267742,-0.97641414
22:22:51.42,-33.903503,-0.7092626,-19.941948,-0.96534866
22:22:51.46,-33.58119,-0.6698616,-19.641674,-0.951977
22:22:51.50,-33.26621,-0.68771106,-19.31636,-0.92185533
22:22:51.55,-32.858818,-0.75302446,-18.969032,-0.9002736
22:22:51.59,-32.42008,-0.75492597,-18.662518,-0.8862652
22:22:51.63,-32.14878,-0.80887747,-18.37166,-0.87597173
22:22:51.68,-31.764502,-0.74950874,-18.027548,-0.8592778
22:22:51.72,-31.367798,-0.90617263,-17.66575,-0.83308876
22:22:51.76,-30.92775,-0.9330531,-17.296768,-0.82035387
22:22:51.80,-30.564674,-0.9527982,-16.905813,-0.7856463
22:22:51.83,-30.176804,-1.0188136,-16.55275,-0.76237047
22:22:51.89,-29.618103,-1.0731685,-16.004477,-0.7554718
22:22:51.93,-29.035513,-1.0666975,-15.488488,-0.70923686
22:22:51.96,-28.522484,-1.0102744,-15.101505,-0.67561144
22:22:52.00,-27.830147,-1.2757109,-14.632251,-0.6608145
22:22:52.03,-27.206396,-1.2810687,-14.225232,-0.64168906
22:22:52.08,-26.427517,-1.3349391,-13.719986,-0.5793408
22:22:52.11,-25.687057,-1.4323852,-13.352746,-0.5612876
22:22:52.15,-24.998531,-1.5634288,-13.031649,-0.5608125
22:22:52.19,-24.586393,-1.4617964,-12.720089,-0.5479126
22:22:52.23,-24.092785,-1.2240602,-12.285758,-0.5088666
22:22:52.27,-23.533758,-1.4483714,-11.898327,-0.48524106
22:22:52.31,-22.84868,-1.4216769,-11.522667,-0.47155103
22:22:52.36,-22.464586,-1.3475735,-11.144382,-0.42899138
22:22:52.40,-21.873516,-1.4450788,-10.808429,-0.39753187
22:22:52.44,-21.419704,-1.471992,-10.438018,-0.37859282
22:22:52.48,-20.840565,-1.5466331,-10.056307,-0.3404145
22:22:52.53,-20.44413,-1.5547215,-9.67191,-0.29955062
22:22:52.57,-19.928164,-1.5631245,-9.283128,-0.25699097
22:22:52.61,-19.512987,-1.6225562,-8.893133,-0.19747674
22:22:52.66,-18.945322,-1.6693087,-8.461549,-0.16667049
22:22:52.70,-18.256422,-1.7533677,-8.082523,-0.13923436
22:22:52.74,-17.639746,-1.8242955,-7.7843947,-0.121176206
22:22:52.79,-17.145918,-1.9335368,-7.4529443,-0.10296463
22:22:52.84,-16.666708,-1.8654786,-7.139463,-0.072158374
22:22:52.88,-16.295702,-1.9708922,-6.812049,-0.060063515
22:22:52.94,-15.816821,-2.0005074,-6.3687887,-0.032756053
22:22:52.99,-15.345917,-1.9739796,-6.0244513,-0.017155796
22:22:53.03,-14.814224,-1.9539915,-5.7293053,0.04492191
22:22:53.08,-14.307637,-2.1469402,-5.43505,0.05924868
22:22:53.12,-13.866508,-1.9851942,-5.1475945,0.11107248
22:22:53.19,-13.22604,-2.2788587,-4.728316,0.11626872
22:22:53.25,-12.641009,-2.244549,-4.4495006,0.1426953
22:22:54.64,-11.300911,-2.33243,-4.1842847,0.1609861
22:22:55.02,-10.243431,-2.3531988,-4.1351547,0.23499206
22:22:55.04,-9.383059,-2.4205728,-4.1364746,0.23227023
22:22:55.06,-8.701552,-2.3694584,-4.134881,0.22976613
22:22:55.09,-8.161215,-2.4376676,-4.136148,0.23301254
22:22:55.11,-7.7197876,-2.4900043,-4.1345544,0.23612368
22:22:55.14,-7.4193735,-2.5315356,-4.1375136,0.2364668
22:22:55.16,-7.1784573,-2.6185236,-4.1402454,0.23824836
22:22:55.18,-6.92592,-2.6321912,-4.1415124,0.24295962
22:22:55.21,-6.771124,-2.6403277,-4.13692,0.24474119
22:22:55.24,-6.6063285,-2.7057445,-4.131562,0.24169272
22:22:55.27,-6.474587,-2.7043881,-4.131282,0.2442166
22:22:55.30,-6.3093557,-2.754784,-4.1341276,0.24454653
22:22:55.32,-6.2307086,-2.7947764,-4.1353946,0.2463281
22:22:55.34,-6.120386,-2.7759182,-4.139416,0.24943924
22:22:55.37,-6.0852704,-2.814308,-4.1392183,0.25415048
22:22:55.39,-6.051761,-2.7886415,-4.14488,0.2544672
22:22:55.41,-5.982402,-2.8274086,-4.1417522,0.25917843
