timestamp,[°] X,[°] Acce X,[°] Gyro X
22:22:40.81,-3.9098375,-5.2086883,-0.14709619
22:22:40.84,-3.9239514,-5.2532787,-0.14686523
22:22:40.87,-3.9430707,-5.279121,-0.15005225
22:22:40.89,-3.9570436,-5.2513094,-0.15301162
22:22:40.92,-3.9566095,-5.180175,-0.1510024
22:22:40.95,-3.9631033,-5.1667376,-0.15248044
22:22:40.98,-3.9736273,-5.1610994,-0.15555364
22:22:41.00,-3.9787135,-5.156332,-0.15533094
22:22:41.03,-3.987517,-5.1527715,-0.15806268
22:22:41.05,-3.9970496,-5.1448307,-0.16113588
22:22:41.08,-4.0050035,-5.192425,-0.15912667
22:22:41.11,-4.00706,-5.1719556,-0.15711746
22:22:41.14,-4.009229,-5.1113877,-0.15691951
22:22:41.16,-4.0109386,-5.116544,-0.1567133
22:22:41.19,-4.016209,-5.1161313,-0.15808576
22:22:41.22,-4.014646,-5.1208544,-0.15784657
22:22:41.24,-4.011232,-5.124381,-0.15763211
22:22:41.27,-4.014388,-5.112803,-0.15596932
22:22:41.29,-4.018141,-5.171289,-0.15574662
22:22:41.32,-4.0162134,-5.155087,-0.15387598
22:22:41.35,-4.0251474,-5.1472163,-0.15706299
22:22:41.38,-4.0331473,-5.1406674,-0.16265842
22:22:41.41,-4.037288,-5.140239,-0.16825385
22:22:41.44,-4.0409975,-5.1398954,-0.17349957
22:22:41.47,-4.0375032,-5.1345515,-0.1750304
22:22:41.50,-4.047909,-5.179282,-0.17975155
22:22:41.53,-4.0507193,-5.2250075,-0.1815463
22:22:41.56,-4.0546923,-5.2026305,-0.18679202
22:22:41.60,-4.064107,-5.2434688,-0.18650334
22:22:41.62,-4.0680804,-5.168621,-0.18782301
22:22:41.65,-4.071944,-5.221194,-0.18758382
22:22:41.69,-4.087377,-5.1997914,-0.19457811
22:22:41.73,-4.0911584,-5.138662,-0.19653124
22:22:41.79,-4.0991244,-5.0750566,-0.20667297
22:22:41.82,-4.1191797,-5.1317987,-0.21736236
22:22:41.89,-4.1052413,-5.186514,-0.20146187
22:22:41.94,-4.10257,-5.230598,-0.20102471
22:22:41.96,-4.0963817,-5.2122207,-0.20645024
22:22:42.05,-4.1050987,-5.202388,-0.21703571
22:22:42.12,-4.09249,-5.2433815,-0.22041409
22:22:42.15,-4.0770855,-5.2709637,-0.21833558
22:22:42.18,-4.0797153,-5.2395897,-0.2180799
22:22:42.31,-4.0817013,-5.2731047,-0.2169994
22:22:42.34,-4.067015,-5.2464857,-0.2167602
22:22:42.46,-4.061002,-5.273691,-0.2085155
22:22:42.55,-4.0633817,-5.2951665,-0.20221072
22:22:42.58,-4.077048,-5.312324,-0.20197153
22:22:42.67,-4.0909543,-5.2677774,-0.21267082
22:22:42.70,-4.106105,-5.2906566,-0.20915222
22:22:42.72,-4.106313,-5.309215,-0.21177013
22:22:42.81,-4.1069283,-5.318823,-0.21103606
22:22:42.84,-4.1120105,-5.336721,-0.21540749
22:22:42.86,-4.1089177,-5.2436333,-0.21520129
22:22:42.95,-4.1241517,-5.2765565,-0.23111331
22:22:42.98,-4.1252556,-5.3073974,-0.23430033
22:22:43.01,-4.1232414,-5.2150383,-0.23222183
22:22:43.04,-4.1160617,-5.1946287,-0.22686392
22:22:43.09,-4.1157627,-5.2270417,-0.22644326
22:22:43.12,-4.1254716,-5.2142816,-0.22985792
22:22:43.15,-4.1289954,-5.1406355,-0.23492879
22:22:43.18,-4.1319604,-5.1399565,-0.23640682
22:22:43.20,-4.126691,-5.188758,-0.23620062
22:22:43.23,-4.1280103,-5.1738787,-0.24074692
22:22:43.31,-4.124274,-5.1134057,-0.24006233
22:22:43.35,-4.130127,-5.171861,-0.23974065
22:22:43.38,-4.1282725,-5.2189093,-0.24127148
22:22:43.41,-4.131777,-5.1979723,-0.24103229
22:22:43.46,-4.134701,-5.181241,-0.24062814
22:22:43.64,-4.1239076,-5.231295,-0.22815715
22:22:43.67,-4.204906,-5.2034864,-0.2278932
22:22:43.70,-4.184575,-5.1803045,-0.22979353
22:22:43.73,-4.1951,-5.284392,-0.22957908
22:22:43.76,-4.202434,-5.2555304,-0.23789304
22:22:43.79,-4.1969213,-5.3833895,-0.2298166
22:22:43.82,-4.1877537,-5.2858896,-0.231453
22:22:43.85,-4.1776743,-5.359079,-0.2350953
22:22:43.89,-4.1675453,-5.305106,-0.23092511
22:22:43.92,-4.159575,-5.2718954,-0.2326143
22:22:43.95,-4.1565595,-5.294224,-0.23046651
22:22:43.98,-4.1608205,-5.311826,-0.23422265
22:22:44.01,-4.1608973,-5.2770195,-0.23786496
22:22:44.04,-4.149768,-5.2054925,-0.231933
22:22:44.08,-4.1427217,-5.1777544,-0.23367497
22:22:44.11,-4.1389346,-5.1160154,-0.23731728
22:22:44.14,-4.1321793,-5.1741962,-0.23895368
22:22:44.17,-4.130594,-5.216379,-0.24080123
22:22:44.21,-4.112174,-5.2005925,-0.23448656
22:22:44.23,-4.1117077,-5.178225,-0.23428862
22:22:44.27,-4.110501,-5.165715,-0.23861386
22:22:44.30,-4.109611,-5.096847,-0.2507846
22:22:44.33,-4.097622,-5.1096816,-0.257317
22:22:44.35,-4.096045,-5.1642604,-0.25405905
22:22:44.39,-4.1084614,-5.2081456,-0.26730368
22:22:44.42,-4.1055264,-5.2965503,-0.25915465
22:22:44.44,-4.1046615,-5.206799,-0.26222783
22:22:44.47,-4.113258,-5.2468038,-0.27368265
22:22:44.50,-4.113034,-5.2254543,-0.27892837
22:22:44.54,-4.126152,-5.1007237,-0.2973247
22:22:44.57,-4.1218443,-5.166073,-0.30085316
22:22:44.60,-4.13049,-5.1608243,-0.30426782
22:22:44.63,-4.13699,-5.0879903,-0.31436336
22:22:44.67,-4.147321,-5.1514697,-0.32048336
22:22:44.70,-4.150955,-5.1982,-0.3182663
22:22:44.73,-4.1677914,-5.1811805,-0.340813
22:22:44.77,-4.180862,-5.2802057,-0.34906924
22:22:44.80,-4.1753597,-5.256865,-0.34879705
22:22:44.83,-4.179126,-5.2283115,-0.36394697
22:22:44.86,-4.1848326,-5.259147,-0.3675893
22:22:44.89,-4.180421,-5.288222,-0.37134543
22:22:44.92,-4.1830835,-5.2968464,-0.37993655
22:22:44.94,-4.1965795,-5.3139067,-0.38559797
22:22:44.99,-4.214011,-5.3325415,-0.39597726
22:22:45.01,-4.2146144,-5.4008026,-0.39893663
22:22:45.05,-4.2217135,-5.3537765,-0.40742877
22:22:45.08,-4.2353687,-5.3060637,-0.41745174
22:22:45.10,-4.2363534,-5.3699017,-0.42311317
22:22:45.13,-4.24425,-5.318783,-0.4423805
22:22:45.16,-4.2684097,-5.272705,-0.46854973
22:22:45.18,-4.2964544,-5.295097,-0.49325413
22:22:45.20,-4.3160257,-5.3222036,-0.5179585
22:22:45.23,-4.3278794,-5.338943,-0.5352001
22:22:45.27,-4.3709545,-5.342849,-0.5788155
22:22:45.30,-4.386649,-5.457526,-0.60883325
22:22:45.34,-4.4225574,-5.491087,-0.64175594
22:22:45.37,-4.4643497,-5.5817184,-0.6888751
22:22:45.40,-4.495629,-5.5412474,-0.7374393
22:22:45.44,-4.542311,-5.67043,-0.78548217
22:22:45.48,-4.584599,-5.719442,-0.84670866
22:22:45.51,-4.6186705,-5.769698,-0.90321565
22:22:45.54,-4.673904,-5.7937284,-0.96726626
22:22:45.58,-4.73588,-5.9366198,-1.0333921
22:22:45.61,-4.7960587,-5.9270754,-1.1034076
22:22:45.65,-4.872522,-5.8660517,-1.2019876
22:22:45.67,-4.9302826,-5.924051,-1.2811271
22:22:45.71,-5.064341,-6.0712905,-1.4246125
22:22:45.73,-5.151872,-6.206276,-1.522559
22:22:45.76,-5.2299433,-6.4862475,-1.6179008
22:22:45.79,-5.303376,-6.5854383,-1.6982692
22:22:45.81,-5.387429,-6.6529207,-1.7835122
22:22:45.85,-5.5308394,-6.713237,-1.9348959
22:22:45.87,-5.651074,-6.6016665,-2.0782197
22:22:45.90,-5.787903,-6.7246904,-2.24376
22:22:45.93,-5.9103346,-6.9882603,-2.3974762
22:22:45.96,-6.0570755,-7.312951,-2.565389
22:22:45.99,-6.2175984,-7.533975,-2.7560265
22:22:46.03,-6.4524145,-7.6822,-3.029972
22:22:46.07,-6.7144194,-7.673364,-3.3241086
22:22:46.10,-6.939261,-8.00412,-3.6050947
22:22:46.14,-7.2189755,-8.442863,-3.9186933
22:22:46.18,-7.489206,-8.899596,-4.2255173
22:22:46.21,-7.7062907,-9.395188,-4.4986663
22:22:46.23,-7.8520155,-9.794617,-4.6753564
22:22:46.27,-8.075493,-10.033195,-4.949002
22:22:46.30,-8.33372,-10.444472,-5.2453356
22:22:46.35,-8.587819,-10.940653,-5.54774
22:22:46.38,-8.798282,-11.358036,-5.8059354
22:22:46.41,-8.978181,-11.725562,-6.0422273
22:22:46.45,-9.159776,-12.123302,-6.2836294
22:22:46.48,-9.271443,-12.289218,-6.476217
22:22:46.51,-9.507023,-12.571163,-6.777417
22:22:46.55,-9.751221,-12.902964,-7.076201
22:22:46.58,-9.969773,-13.360994,-7.3639536
22:22:46.62,-10.206618,-13.661432,-7.679103
22:22:46.65,-10.483315,-14.030475,-8.012929
22:22:46.68,-10.786055,-14.361943,-8.365432
22:22:46.72,-11.113597,-14.743452,-8.760345
22:22:46.76,-11.468225,-15.308495,-9.175193
22:22:46.80,-11.823765,-15.731714,-9.624082
22:22:46.84,-12.187429,-16.053717,-10.104709
22:22:46.87,-12.555075,-16.662281,-10.5380745
22:22:46.91,-12.858327,-17.449234,-10.925856
22:22:46.94,-13.110774,-18.128736,-11.284453
22:22:46.97,-13.333424,-18.488615,-11.614504
22:22:47.01,-13.594031,-18.725965,-11.975637
22:22:47.04,-13.959784,-19.249296,-12.429251
22:22:47.08,-14.31308,-19.71741,-12.8941555
22:22:47.11,-14.584404,-20.57415,-13.278588
22:22:47.15,-14.863918,-21.237642,-13.658548
22:22:47.18,-15.150559,-21.905706,-14.044413
22:22:47.22,-15.353138,-22.439705,-14.364392
22:22:47.26,-15.568637,-23.104784,-14.709225
22:22:47.29,-15.818151,-23.492746,-15.045406
22:22:47.33,-16.114471,-23.836874,-15.432422
22:22:47.37,-16.383354,-24.156424,-15.822278
22:22:47.40,-16.712965,-24.774624,-16.262325
22:22:47.44,-17.00915,-25.270605,-16.66174
22:22:47.48,-17.310322,-25.80844,-17.071949
22:22:47.53,-17.744013,-26.35232,-17.63081
22:22:47.57,-18.09176,-26.925137,-18.109833
22:22:47.61,-18.402193,-27.496758,-18.535805
22:22:47.64,-18.754658,-28.022318,-19.020233
22:22:47.68,-19.137718,-28.621061,-19.543592
22:22:47.73,-19.576307,-29.329874,-20.104883
22:22:47.75,-19.707691,-29.843271,-20.363506
22:22:47.79,-20.096617,-30.532045,-20.896362
22:22:47.83,-20.40801,-31.212397,-21.347717
22:22:47.86,-20.69543,-31.850824,-21.775862
22:22:47.91,-21.058617,-32.54359,-22.26068
22:22:47.95,-21.264997,-32.99951,-22.617544
22:22:47.99,-21.461159,-33.699997,-22.958174
22:22:48.02,-21.595793,-34.273197,-23.23384
22:22:48.07,-21.797134,-34.61679,-23.577
22:22:48.10,-21.955418,-35.017197,-23.903713
22:22:48.14,-22.125982,-35.448875,-24.217625
22:22:48.17,-22.202915,-35.84624,-24.439579
22:22:48.20,-22.410662,-36.23233,-24.793932
22:22:48.24,-22.550476,-36.61843,-25.085712
22:22:48.27,-22.705278,-37.087658,-25.358292
22:22:48.31,-22.926271,-37.512688,-25.711966
22:22:48.35,-23.159414,-37.951134,-26.079523
22:22:48.37,-23.235209,-38.372925,-26.26183
22:22:48.42,-23.448954,-38.928726,-26.591047
22:22:48.47,-23.671078,-39.340263,-26.921967
22:22:48.50,-23.775093,-39.761982,-27.162865
22:22:48.54,-23.846113,-40.17715,-27.346142
22:22:48.58,-23.99373,-40.509594,-27.599949
22:22:48.64,-24.077486,-40.956684,-27.818953
22:22:48.69,-24.116697,-41.352993,-27.944786
22:22:48.75,-24.160437,-41.690826,-28.09423
22:22:48.80,-24.094864,-41.89985,-28.142317
22:22:48.86,-24.047224,-42.031246,-28.182146
22:22:48.91,-23.96556,-42.311855,-28.19089
22:22:48.97,-23.893385,-42.42654,-28.20103
22:22:49.03,-23.810637,-42.4522,-28.189932
22:22:49.07,-23.731693,-42.37592,-28.202997
22:22:49.12,-23.678785,-42.412334,-28.226519
22:22:49.17,-23.656012,-42.37308,-28.279015
22:22:49.22,-23.652025,-42.449387,-28.332443
22:22:49.27,-23.608723,-42.57421,-28.357874
22:22:49.33,-23.5382,-42.70807,-28.36889
22:22:49.39,-23.482124,-42.81728,-28.364803
22:22:49.45,-23.376709,-42.940117,-28.319107
22:22:49.50,-23.222921,-42.899185,-28.235142
22:22:49.56,-23.049004,-42.831886,-28.116386
22:22:49.62,-22.895296,-42.84871,-28.006166
22:22:49.67,-22.71021,-42.85639,-27.872437
22:22:49.72,-22.55827,-42.62627,-27.761375
22:22:49.77,-22.39264,-42.370075,-27.635662
22:22:49.84,-22.228537,-42.23415,-27.496117
22:22:49.90,-22.076815,-42.228436,-27.365772
22:22:49.95,-21.942776,-42.0472,-27.26151
22:22:50.00,-21.794146,-42.009724,-27.11227
22:22:50.06,-21.64349,-41.699364,-26.97373
22:22:50.11,-21.502733,-41.58589,-26.866507
22:22:50.17,-21.42084,-41.43191,-26.781393
22:22:50.21,-21.361958,-41.340183,-26.729794
22:22:50.26,-21.27889,-41.09501,-26.665295
22:22:50.30,-21.2097,-41.070545,-26.590607
22:22:50.34,-21.121117,-41.01424,-26.506268
22:22:50.39,-20.984327,-40.82967,-26.37128
22:22:50.45,-20.80216,-40.853657,-26.196152
22:22:50.50,-20.593897,-40.68887,-26.004858
22:22:50.55,-20.415651,-40.498386,-25.808172
22:22:50.60,-20.180132,-40.346123,-25.56383
22:22:50.66,-19.899307,-40.079254,-25.283688
22:22:50.71,-19.612818,-39.85814,-24.996174
22:22:50.76,-19.341137,-39.509445,-24.693638
22:22:50.79,-19.214577,-39.23075,-24.522028
22:22:50.82,-18.995745,-38.967926,-24.271051
22:22:50.86,-18.766819,-38.64841,-24.019257
22:22:50.91,-18.527706,-38.315624,-23.735987
22:22:50.95,-18.328108,-37.97726,-23.495247
22:22:50.98,-18.147013,-37.675323,-23.270828
22:22:51.02,-17.942644,-37.39434,-23.029305
22:22:51.06,-17.72404,-37.038273,-22.76238
22:22:51.10,-17.49647,-36.834175,-22.493025
22:22:51.13,-17.305967,-36.46988,-22.251053
22:22:51.17,-17.07239,-36.207092,-21.976847
22:22:51.20,-16.836552,-35.88566,-21.696415
22:22:51.24,-16.527914,-35.55836,-21.32338
22:22:51.29,-16.213287,-35.22661,-20.944355
22:22:51.33,-15.928009,-34.779755,-20.60869
22:22:51.37,-15.645355,-34.323837,-20.267742
22:22:51.42,-15.3647995,-33.903503,-19.941948
22:22:51.46,-15.136984,-33.58119,-19.641674
22:22:51.50,-14.884362,-33.26621,-19.31636
22:22:51.55,-14.596286,-32.858818,-18.969032
22:22:51.59,-14.360322,-32.42008,-18.662518
22:22:51.63,-14.150931,-32.14878,-18.37166
22:22:51.68,-13.894581,-31.764502,-18.027548
22:22:51.72,-13.6158085,-31.367798,-17.66575
22:22:51.76,-13.326183,-30.92775,-17.296768
22:22:51.80,-13.032681,-30.564674,-16.905813
22:22:51.83,-12.759462,-30.176804,-16.55275
22:22:51.89,-12.306858,-29.618103,-16.004477
22:22:51.93,-11.908956,-29.035513,-15.488488
22:22:51.96,-11.60507,-28.522484,-15.101505
22:22:52.00,-11.22975,-27.830147,-14.632251
22:22:52.03,-10.941094,-27.206396,-14.225232
22:22:52.08,-10.547977,-26.427517,-13.719986
22:22:52.11,-10.250409,-25.687057,-13.352746
22:22:52.15,-10.0405245,-24.998531,-13.031649
22:22:52.19,-9.859506,-24.586393,-12.720089
22:22:52.23,-9.541543,-24.092785,-12.285758
22:22:52.27,-9.241181,-23.533758,-11.898327
22:22:52.31,-8.969756,-22.84868,-11.522667
22:22:52.36,-8.707844,-22.464586,-11.144382
22:22:52.40,-8.456787,-21.873516,-10.808429
22:22:52.44,-8.185398,-21.419704,-10.438018
22:22:52.48,-7.9146533,-20.840565,-10.056307
22:22:52.53,-7.6270547,-20.44413,-9.67191
22:22:52.57,-7.3338065,-19.928164,-9.283128
22:22:52.61,-7.0412154,-19.512987,-8.893133
22:22:52.66,-6.6929817,-18.945322,-8.461549
22:22:52.70,-6.4247556,-18.256422,-8.082523
22:22:52.74,-6.2389803,-17.639746,-7.7843947
22:22:52.79,-6.028426,-17.145918,-7.4529443
22:22:52.84,-5.8362303,-16.666708,-7.139463
22:22:52.88,-5.6171412,-16.295702,-6.812049
22:22:52.94,-5.3036575,-15.816821,-6.3687887
22:22:52.99,-5.076084,-15.345917,-6.0244513
22:22:53.03,-4.90582,-14.814224,-5.7293053
22:22:53.08,-4.6880107,-14.307637,-5.43505
22:22:53.12,-4.5263095,-13.866508,-5.1475945
22:22:53.19,-4.1898336,-13.22604,-4.728316
22:22:53.25,-4.043173,-12.641009,-4.4495006
22:22:54.64,-3.867782,-11.300911,-4.1842847
22:22:55.02,-3.8994882,-10.243431,-4.1351547
22:22:55.04,-3.90907,-9.383059,-4.1364746
22:22:55.06,-3.976797,-8.701552,-4.134881
22:22:55.09,-4.032628,-8.161215,-4.136148
22:22:55.11,-4.0704303,-7.7197876,-4.1345544
22:22:55.14,-4.1063447,-7.4193735,-4.1375136
22:22:55.16,-4.139268,-7.1784573,-4.1402454
22:22:55.18,-4.164725,-6.92592,-4.1415124
22:22:55.21,-4.17779,-6.771124,-4.13692
22:22:55.24,-4.1892653,-6.6063285,-4.131562
22:22:55.27,-4.208548,-6.474587,-4.131282
22:22:55.30,-4.2214475,-6.3093557,-4.1341276
22:22:55.32,-4.2338114,-6.2307086,-4.1353946
22:22:55.34,-4.245568,-6.120386,-4.139416
22:22:55.37,-4.250375,-6.0852704,-4.1392183
22:22:55.39,-4.2592793,-6.051761,-4.14488
22:22:55.41,-4.261548,-5.982402,-4.1417522
22:22:55.44,-4.2644787,-5.9750977,-4.143072
22:22:55.46,-4.2788534,-6.0819025,-4.1487336
22:22:55.49,-4.284535,-6.000752,-4.1485357
22:22:55.51,-4.297609,-6.0010405,-4.1512675
22:22:55.53,-4.3054843,-5.9362373,-4.1525345
22:22:55.56,-4.309603,-5.9270167,-4.158196
22:22:55.58,-4.3104835,-5.876861,-4.1579814
22:22:55.61,-4.312377,-5.890379,-4.1547236
22:22:55.64,-4.319327,-5.89566,-4.1590953
22:22:55.66,-4.324753,-5.8943543,-4.163292
22:22:55.68,-4.3194284,-5.8510823,-4.1586995
22:22:55.71,-4.315466,-5.8700013,-4.1585016
22:22:55.74,-4.3164625,-5.8796353,-4.156423
22:22:55.76,-4.31906,-5.8335404,-4.1607947
22:22:55.79,-4.3191495,-5.802391,-4.1623254
22:22:55.81,-4.3131547,-5.831032,-4.159589
22:22:55.84,-4.307619,-5.84821,-4.15607
22:22:55.86,-4.310378,-5.856452,-4.1558723
22:22:55.89,-4.316626,-5.86851,-4.1572976
22:22:55.91,-4.3126907,-5.8839293,-4.1555657
22:22:55.94,-4.310355,-5.8904905,-4.156938
22:22:55.97,-4.3084426,-5.901255,-4.1519628
22:22:55.99,-4.3123484,-5.8563275,-4.151757
22:22:56.02,-4.319763,-5.868702,-4.154716
22:22:56.05,-4.3191133,-5.9318123,-4.1508064
22:22:56.07,-4.325387,-5.928783,-4.153652
22:22:56.10,-4.330826,-5.8839,-4.1534376
22:22:56.12,-4.3384404,-5.8959937,-4.1611576
22:22:56.15,-4.3484373,-5.953972,-4.1655293
22:22:56.17,-4.35106,-5.9523516,-4.166796
22:22:56.20,-4.3542323,-5.945201,-4.168063
22:22:56.22,-4.3534393,-5.9456058,-4.170681
22:22:56.25,-4.3537397,-5.940083,-4.1704664
22:22:56.27,-4.3495746,-5.8876653,-4.1718388
22:22:56.31,-4.3536167,-5.899282,-4.1736336
22:22:56.34,-4.3471274,-5.849219,-4.1733365
22:22:56.37,-4.3435707,-5.8685107,-4.174762
22:22:56.40,-4.3380857,-5.872941,-4.171504
22:22:56.44,-4.3333316,-5.8391466,-4.171174
22:22:56.46,-4.3363414,-5.8494873,-4.17223
22:22:56.48,-4.340091,-5.868709,-4.175189
22:22:56.51,-4.341327,-5.830534,-4.174958
22:22:56.54,-4.335232,-5.794528,-4.1747355
22:22:56.57,-4.327614,-5.7122045,-4.174488
22:22:56.59,-4.3238587,-5.7588315,-4.175702
22:22:56.62,-4.3222814,-5.7961693,-4.1723137
22:22:56.65,-4.31831,-5.8206034,-4.170166
22:22:56.67,-4.312532,-5.7920213,-4.1667776
22:22:56.70,-4.3173714,-5.7688727,-4.171324
22:22:56.72,-4.3174677,-5.799048,-4.171118
22:22:56.75,-4.313639,-5.8283587,-4.1677294
22:22:56.78,-4.3143077,-5.8943725,-4.170461
22:22:56.80,-4.3066926,-5.8513584,-4.168452
22:22:56.83,-4.2978716,-5.870217,-4.166512
22:22:56.86,-4.2906337,-5.826261,-4.1662893
22:22:56.89,-4.29466,-5.790868,-4.1711855
22:22:56.91,-4.298654,-5.8217916,-4.1709876
22:22:56.94,-4.2980175,-5.8465557,-4.170765
22:22:56.96,-4.2931805,-5.812519,-4.165407
22:22:56.99,-4.2921057,-5.7749553,-4.166727
22:22:57.02,-4.2879763,-5.755234,-4.1664963
22:22:57.04,-4.2921433,-5.788119,-4.1646256
22:22:57.07,-4.289321,-5.760627,-4.167585
22:22:57.10,-4.2857027,-5.786738,-4.1673703
22:22:57.13,-4.284207,-5.8127503,-4.167123
22:22:57.15,-4.2843575,-5.839274,-4.1669083
22:22:57.18,-4.2875466,-5.796141,-4.172329
22:22:57.21,-4.2898173,-5.879182,-4.1721144
22:22:57.25,-4.296131,-5.839221,-4.1792836
22:22:57.27,-4.295888,-5.860494,-4.1820154
22:22:57.31,-4.296998,-5.8665333,-4.1775846
22:22:57.34,-4.297456,-5.8231153,-4.177362
22:22:57.36,-4.2958055,-5.842115,-4.177131
22:22:57.39,-4.2959423,-5.8625264,-4.1785564
22:22:57.42,-4.2957377,-5.8788757,-4.176686
22:22:57.45,-4.3003507,-5.844155,-4.176455
22:22:57.47,-4.290085,-5.8589773,-4.1712885
22:22:57.50,-4.286101,-5.876055,-4.167118
22:22:57.53,-4.289756,-5.7773414,-4.1721888
22:22:57.56,-4.2892838,-5.7519946,-4.170526
22:22:57.58,-4.2858505,-5.785267,-4.1686554
22:22:57.61,-4.2865076,-5.7691517,-4.1700807
22:22:57.64,-4.295004,-5.7454314,-4.1753263
22:22:57.67,-4.2902846,-5.7851915,-4.173525
22:22:57.70,-4.289855,-5.811565,-4.1710305
22:22:57.73,-4.2921343,-5.8861613,-4.166438
22:22:57.75,-4.300372,-5.898072,-4.172807
22:22:57.78,-4.299734,-5.913151,-4.1709366
22:22:57.81,-4.3102517,-5.919684,-4.1742373
22:22:57.84,-4.3118076,-5.9138126,-4.1707187
22:22:57.87,-4.30967,-5.8073473,-4.1743608
22:22:57.89,-4.3085213,-5.829256,-4.1709723
22:22:57.92,-4.3067565,-5.8525147,-4.1707416
22:22:57.95,-4.3052354,-5.8175726,-4.170502
22:22:57.98,-4.3160667,-5.7841644,-4.171822
22:22:58.01,-4.3189707,-5.864513,-4.1715913
22:22:58.04,-4.3171964,-5.8752356,-4.173175
22:22:58.06,-4.324018,-5.8893185,-4.1747055
22:22:58.09,-4.326089,-5.847035,-4.179776
22:22:58.13,-4.3284388,-5.8557835,-4.1816764
22:22:58.16,-4.330338,-5.8682485,-4.184977
22:22:58.20,-4.319387,-5.9369607,-4.177323
