timestamp,X,Y,Z
22:25:15.406,-0.11382222,0.013196826,0.119595885
22:25:15.467,-0.35796285,0.1963023,-0.12454474
22:25:15.494,0.008248091,0.13526714,-0.24661505
22:25:15.526,-0.052787066,0.013196826,-0.06350958
22:25:15.564,-0.23589253,-0.2309438,-0.12454474
22:25:15.596,0.008248091,0.25733745,-0.06350958
22:25:15.630,-0.23589253,0.07423198,0.30270135
22:25:15.653,-0.17485738,0.013196826,-0.24661505
22:25:15.680,0.1303184,-0.16990864,0.05856073
22:25:15.702,-0.17485738,0.13526714,-0.0024744272
22:25:15.751,-0.23589253,0.13526714,-0.12454474
22:25:15.767,-0.35796285,0.013196826,-0.12454474
22:25:15.799,-0.052787066,-0.04783833,-0.06350958
22:25:15.828,-0.052787066,0.07423198,0.05856073
22:25:15.855,-0.23589253,-0.04783833,-0.06350958
22:25:15.881,-0.17485738,0.013196826,0.05856073
22:25:15.915,0.008248091,0.07423198,-0.0024744272
22:25:15.949,-0.11382222,-0.10887349,-0.1855799
22:25:15.978,0.008248091,0.07423198,0.05856073
22:25:16.003,-0.17485738,0.013196826,0.119595885
22:25:16.035,-0.11382222,0.07423198,0.18063104
22:25:16.063,-0.11382222,-0.04783833,-0.3076502
22:25:16.099,-0.11382222,-0.10887349,-0.06350958
22:25:16.134,-0.052787066,0.013196826,-0.1855799
22:25:16.164,0.06928325,0.13526714,-0.12454474
22:25:16.199,-0.23589253,0.07423198,-0.06350958
22:25:16.230,-0.052787066,0.013196826,-0.12454474
22:25:16.265,0.008248091,-0.10887349,0.18063104
22:25:16.299,-0.17485738,-0.16990864,0.119595885
22:25:16.331,-0.052787066,0.013196826,-0.0024744272
22:25:16.376,-0.23589253,0.07423198,-0.0024744272
22:25:16.419,-0.17485738,0.013196826,-0.12454474
22:25:16.450,-0.11382222,0.013196826,-0.0024744272
22:25:16.487,-0.052787066,0.13526714,0.05856073
22:25:16.568,0.008248091,0.13526714,-0.1855799
22:25:16.668,-0.17485738,0.13526714,-0.12454474
22:25:16.716,-0.11382222,0.013196826,-0.1855799
22:25:16.736,0.008248091,0.07423198,-0.1855799
22:25:16.767,-0.052787066,-0.10887349,0.05856073
22:25:16.798,-0.052787066,0.13526714,0.05856073
22:25:16.816,-0.052787066,0.07423198,-0.0024744272
22:25:16.849,0.008248091,0.13526714,-0.06350958
22:25:16.867,-0.052787066,0.1963023,-0.06350958
22:25:16.900,-0.17485738,0.13526714,-0.12454474
22:25:16.917,-0.11382222,0.07423198,-0.1855799
22:25:16.950,0.008248091,0.07423198,-0.06350958
22:25:16.981,-0.17485738,0.13526714,-0.12454474
22:25:17.001,0.008248091,0.013196826,0.119595885
22:25:17.028,-0.052787066,-0.04783833,-0.06350958
22:25:17.050,-0.17485738,0.1963023,-0.12454474
22:25:17.082,0.008248091,0.013196826,0.05856073
22:25:17.100,-0.11382222,0.13526714,-0.0024744272
22:25:17.131,-0.23589253,0.07423198,-0.06350958
22:25:17.151,-0.052787066,0.13526714,-0.06350958
22:25:17.181,-0.052787066,-0.16990864,0.119595885
22:25:17.202,-0.11382222,0.1963023,-0.06350958
22:25:17.230,-0.11382222,0.25733745,0.05856073
22:25:17.266,-0.052787066,-0.2309438,0.05856073
22:25:17.300,-0.17485738,-0.29197896,0.05856073
22:25:17.333,-0.11382222,0.13526714,-0.1855799
22:25:17.366,-0.17485738,-0.04783833,-0.0024744272
22:25:17.384,-0.17485738,0.13526714,0.2416662
22:25:17.415,-0.11382222,0.07423198,-0.0024744272
22:25:17.448,-0.23589253,0.37940776,0.05856073
22:25:17.482,-0.17485738,0.1963023,0.05856073
22:25:17.516,-0.11382222,-0.10887349,0.119595885
22:25:17.537,-0.11382222,0.13526714,-0.0024744272
22:25:17.567,-0.11382222,0.25733745,-0.12454474
22:25:17.611,-0.17485738,0.013196826,0.05856073
22:25:17.631,-0.052787066,-0.10887349,-0.06350958
22:25:17.666,-0.11382222,0.013196826,-0.06350958
22:25:17.696,-0.052787066,0.13526714,-0.24661505
22:25:17.720,0.008248091,0.07423198,-0.06350958
22:25:17.747,-0.23589253,0.07423198,-0.0024744272
22:25:17.777,0.008248091,0.013196826,-0.06350958
22:25:17.800,0.008248091,0.3183726,0.18063104
22:25:17.833,-0.17485738,0.13526714,-0.06350958
22:25:17.856,-0.052787066,-0.04783833,-0.0024744272
22:25:17.885,-0.17485738,0.13526714,-0.1855799
22:25:17.916,-0.17485738,0.013196826,-0.0024744272
22:25:17.947,-0.052787066,0.07423198,-0.06350958
22:25:17.967,-0.052787066,0.13526714,-0.1855799
22:25:17.999,-0.11382222,-0.10887349,-0.06350958
22:25:18.035,0.06928325,-0.04783833,-0.06350958
22:25:18.051,0.008248091,-0.04783833,-0.06350958
22:25:18.079,0.06928325,0.25733745,-0.12454474
22:25:18.114,-0.17485738,0.13526714,0.05856073
22:25:18.137,-0.052787066,0.013196826,-0.0024744272
22:25:18.165,0.06928325,0.25733745,-0.06350958
22:25:18.193,0.008248091,0.37940776,0.05856073
