18:36:57.845;[m/s²] X,[m/s²] Y,[m/s²] Z,[°/s] X,[°/s] Y,[°/s] Z,[µT] X,[µT] Y,[µT] Z,[µT] Direção,[RPM] 1,[RPM] 2,[RPM] 3,[RPM] 4,[hPa],[°C],[m] Baro ,[cm] Down,[m] Abs,[m] Rel,[°] X,[°] Y,[°] Z,[°] Acce X,[°] Acce Y,[°] Gyro X,[°] Gyro Y,[°] Gyro Z,[°] Mag Z
18:36:57.847;0.038307227,-0.038307227,8.0445175,0.19135356,-0.41404927,-0.24661505,-18.768002,-37.260002,9.016001,221.03053,0.0,0.0,0.0,0.0,1007.89996,29.5,44.635933,0.0,44.635933,0.0,-0.0054566325,-0.010804133,0.0,-0.2728319,-0.2728319,0.0,0.0,0.0,0.0
18:36:57.859;0.038307227,-0.053630117,8.052179,0.37445903,-0.16990864,0.05856073,-18.786402,-37.2784,9.016001,221.01933,0.0,0.0,0.0,0.0,1007.98,29.5,43.967438,9999999.0,43.967438,9999999.0,-0.011981524,-0.020023953,-0.0038846084,-0.38159844,-0.27256933,0.006365804,-0.0028884471,-0.004192456,0.011199951
18:36:57.883;0.045968674,-0.05056554,8.065969,0.43549418,-0.16990864,-0.06350958,-18.80112,-37.29312,9.016001,221.01039,0.0,0.0,0.0,0.0,1007.8,29.5,45.473534,9999999.0,45.473534,9999999.0,-0.01699096,-0.02701135,-0.0020841255,-0.35917655,-0.32652378,0.016382169,-0.006796346,-0.0028455593,0.020141602
18:36:57.907;0.05209783,-0.04811388,8.069341,0.31342387,-0.3530141,-0.0024744272,-18.812897,-37.2865,9.016001,220.99187,0.0,0.0,0.0,0.0,1007.86,29.5,44.9715,9999999.0,44.9715,9999999.0,-0.025624592,-0.041159045,-0.0028251132,-0.341618,-0.36990523,0.024217766,-0.015621699,-0.004433299,0.03866577
18:36:57.931;0.04933971,-0.046152547,8.064376,0.31342387,-0.29197896,0.119595885,-18.822317,-37.2812,9.016001,220.97707,0.0,0.0,0.0,0.0,1007.92,29.5,44.46947,9999999.0,44.46947,9999999.0,-0.03952203,-0.0526097,-0.0017574747,-0.3278949,-0.35053867,0.03173994,-0.022629194,-0.004492685,0.053466797
18:36:57.957;0.039471768,-0.044583485,8.060404,0.37445903,-0.3530141,-0.06350958,-18.829853,-37.276962,9.016001,220.96521,0.0,0.0,0.0,0.0,1007.92,29.5,44.46947,9999999.0,44.46947,9999999.0,-0.048354402,-0.061993524,0.0026314342,-0.31690583,-0.2805707,0.041475873,-0.03180756,-0.0013831921,0.065322876
18:36:57.981;0.031577416,-0.05098968,8.064888,0.25238872,-0.29197896,-0.0024744272,-18.835882,-37.29197,9.034401,220.96712,0.0,0.0,0.0,0.0,1007.95996,29.5,44.1339,9999999.0,44.1339,9999999.0,-0.062062282,-0.072175,0.0023533695,-0.36224088,-0.22433135,0.047533203,-0.038815055,-0.0029074221,0.06341553
18:36:58.005;0.032923378,-0.04845319,8.060814,0.25238872,-0.2309438,-0.0024744272,-18.840706,-37.303974,9.049121,220.96863,0.0,0.0,0.0,0.0,1007.86,29.5,44.9715,9999999.0,44.9715,9999999.0,-0.07168322,-0.08036159,0.0034862007,-0.34439534,-0.23401186,0.053590532,-0.044357706,-0.0029668084,0.061904907
18:36:58.036;0.034000147,-0.05408544,8.057554,0.43549418,-0.29197896,-0.06350958,-18.844564,-37.31358,9.060897,220.96985,0.0,0.0,0.0,0.0,1007.92,29.5,44.46947,9999999.0,44.46947,9999999.0,-0.073215686,-0.08545692,0.0045549865,-0.38458237,-0.24176188,0.067090854,-0.053409055,-0.0030435156,0.060684204
18:36:58.059;0.034861565,-0.066252686,8.062609,0.31342387,-0.47508442,-0.06350958,-18.847652,-37.321262,9.070317,220.97081,0.0,0.0,0.0,0.0,1007.89996,29.5,44.635933,9999999.0,44.635933,9999999.0,-0.08609921,-0.1000402,0.004226838,-0.47080028,-0.24772884,0.0742996,-0.064335994,-0.004504236,0.0597229
18:36:58.082;0.027889252,-0.060663596,8.0589905,0.31342387,-0.2309438,-0.0024744272,-18.850122,-37.32741,9.077854,220.97159,0.0,0.0,0.0,0.0,1007.86,29.5,44.9715,9999999.0,44.9715,9999999.0,-0.09960041,-0.106779344,0.0038896883,-0.43128002,-0.19827357,0.08150835,-0.0696477,-0.0059649562,0.058944702
18:36:58.110;0.03763429,-0.048530877,8.079081,0.31342387,-0.10887349,-0.06350958,-18.852098,-37.31393,9.083883,220.96085,0.0,0.0,0.0,0.0,1007.92,29.5,44.46947,9999999.0,44.46947,9999999.0,-0.10292674,-0.109193504,0.0051377327,-0.34416673,-0.2668907,0.09028422,-0.07269616,-0.00603424,0.06968689
18:36:58.135;0.045430325,-0.046486147,8.064507,0.37445903,-0.3530141,0.05856073,-18.85368,-37.303146,9.088707,220.95224,0.0,0.0,0.0,0.0,1007.98,29.5,43.967438,9999999.0,43.967438,9999999.0,-0.1044406,-0.11745582,0.0050448487,-0.33026055,-0.3227594,0.0996457,-0.08152151,-0.00762198,0.07829285
18:36:58.163;0.044005707,-0.044850364,8.060509,0.43549418,-0.41404927,-0.06350958,-18.854944,-37.294518,9.092566,220.94536,0.0,0.0,0.0,0.0,1007.86,29.5,44.9715,9999999.0,44.9715,9999999.0,-0.10953269,-0.124959424,0.008254347,-0.3187977,-0.3127938,0.11183953,-0.09311489,-0.0059822793,0.08517456
