timestamp,[µT] Direção,[RPM] 1,[RPM] 2,[RPM] 3,[RPM] 4
18:37:01.229,220.91753,0,0,0,0
18:37:01.260,220.92897,0,0,0,0
18:37:01.303,220.94922,0,0,0,0
18:37:01.408,220.95432,0,0,0,0
18:37:01.750,220.95839,0,0,0,0
18:37:01.802,220.96165,0,0,0,0
18:37:01.834,220.98676,0,0,0,0
18:37:01.850,221.00685,0,0,0,0
18:37:01.928,220.98906,0,0,0,0
18:37:01.962,220.97482,0,0,0,0
18:37:02.001,220.96342,0,0,0,0
18:37:02.030,220.95432,0,0,0,0
18:37:02.058,220.947,0,0,0,0
18:37:02.088,220.95255,0,0,0,0
18:37:02.116,220.95699,0,0,0,0
18:37:02.145,220.97166,0,0,0,0
18:37:02.174,220.98343,0,0,0,0
18:37:02.207,220.9703,0,0,0,0
18:37:02.237,220.95981,0,0,0,0
18:37:02.273,220.97394,0,0,0,0
18:37:02.307,220.98524,0,0,0,0
18:37:02.357,220.9943,0,0,0,0
18:37:02.368,220.95645,0,0,0,0
18:37:02.400,220.9262,0,0,0,0
18:37:02.430,220.92451,0,0,0,0
18:37:02.460,220.92317,0,0,0,0
18:37:02.495,220.9335,0,0,0,0
18:37:02.529,220.94174,0,0,0,0
18:37:02.567,220.94833,0,0,0,0
18:37:02.601,220.95361,0,0,0,0
18:37:02.632,220.95782,0,0,0,0
18:37:02.661,220.96121,0,0,0,0
18:37:02.688,220.9639,0,0,0,0
18:37:02.729,220.96606,0,0,0,0
18:37:02.776,220.9453,0,0,0,0
18:37:02.809,220.9287,0,0,0,0
18:37:02.842,220.9379,0,0,0,0
18:37:02.863,220.94525,0,0,0,0
18:37:02.987,220.97363,0,0,0,0
18:37:03.227,220.97385,0,0,0,0
18:37:03.868,220.97401,0,0,0,0
18:37:03.880,220.97415,0,0,0,0
18:37:03.926,220.99675,0,0,0,0
18:37:03.955,221.01485,0,0,0,0
18:37:03.988,221.02931,0,0,0,0
18:37:04.031,221.00703,0,0,0,0
18:37:04.065,221.00056,0,0,0,0
18:37:04.104,220.99539,0,0,0,0
18:37:04.166,221.0251,0,0,0,0
18:37:04.203,221.01501,0,0,0,0
18:37:04.245,221.00696,0,0,0,0
18:37:04.289,221.0005,0,0,0,0
18:37:04.332,220.97284,0,0,0,0
18:37:04.355,220.95073,0,0,0,0
18:37:04.390,220.93304,0,0,0,0
18:37:04.441,220.89644,0,0,0,0
18:37:04.470,220.92317,0,0,0,0
18:37:04.502,220.9446,0,0,0,0
18:37:04.537,220.95062,0,0,0,0
18:37:04.569,220.95543,0,0,0,0
18:37:04.613,220.98178,0,0,0,0
18:37:04.668,220.98036,0,0,0,0
18:37:04.741,220.99039,0,0,0,0
18:37:04.781,220.9984,0,0,0,0
18:37:05.275,220.97113,0,0,0,0
18:37:05.357,220.93797,0,0,0,0
18:37:05.365,220.91144,0,0,0,0
18:37:05.411,220.9466,0,0,0,0
18:37:05.481,220.97473,0,0,0,0
18:37:05.534,220.97472,0,0,0,0
18:37:05.558,220.97472,0,0,0,0
18:37:05.633,220.97472,0,0,0,0
18:37:05.993,220.96335,0,0,0,0
18:37:06.023,220.93173,0,0,0,0
18:37:06.066,220.96283,0,0,0,0
18:37:06.195,220.97635,0,0,0,0
18:37:06.250,220.98717,0,0,0,0
18:37:06.274,221.0072,0,0,0,0
18:37:06.325,220.98933,0,0,0,0
18:37:06.359,220.97502,0,0,0,0
18:37:06.394,220.97496,0,0,0,0
18:37:06.440,220.99742,0,0,0,0
18:37:06.481,221.0154,0,0,0,0
18:37:06.521,221.00725,0,0,0,0
18:37:06.552,221.00073,0,0,0,0
18:37:06.581,221.00668,0,0,0,0
18:37:06.620,221.01144,0,0,0,0
18:37:06.692,221.00409,0,0,0,0
18:37:06.815,220.9757,0,0,0,0
18:37:07.062,220.96413,0,0,0,0
18:37:07.093,220.96623,0,0,0,0
18:37:07.152,220.96793,0,0,0,0
18:37:07.254,220.96928,0,0,0,0
18:37:07.282,220.95923,0,0,0,0
18:37:07.320,220.96233,0,0,0,0
18:37:07.367,220.9648,0,0,0,0
18:37:07.406,220.98927,0,0,0,0
18:37:07.456,220.98636,0,0,0,0
18:37:07.489,220.98402,0,0,0,0
18:37:07.530,220.98216,0,0,0,0
18:37:07.912,221.00316,0,0,0,0
18:37:11.251,220.98611,0,0,0,0
18:37:11.311,220.96109,0,0,0,0
18:37:11.377,220.95244,0,0,0,0
18:37:11.903,220.9569,0,0,0,0
18:37:12.001,220.98297,0,0,0,0
18:37:12.101,221.00383,0,0,0,0
18:37:12.125,220.97548,0,0,0,0
18:37:12.214,220.96396,0,0,0,0
18:37:12.265,220.95474,0,0,0,0
18:37:12.332,220.98125,0,0,0,0
18:37:12.450,220.99109,0,0,0,0
18:37:12.481,220.98781,0,0,0,0
18:37:12.529,220.98518,0,0,0,0
18:37:12.576,220.98308,0,0,0,0
18:37:12.611,220.99255,0,0,0,0
18:37:14.169,220.98898,0,0,0,0
18:37:14.473,220.97475,0,0,0,0
18:37:14.512,220.98589,0,0,0,0
18:37:14.532,220.99481,0,0,0,0
18:37:14.867,220.99078,0,0,0,0
18:37:15.199,220.9762,0,0,0,0
18:37:15.242,220.99841,0,0,0,0
18:37:15.339,220.9823,0,0,0,0
18:37:15.401,221.0033,0,0,0,0
18:37:15.750,220.9862,0,0,0,0
18:37:15.811,220.97253,0,0,0,0
18:37:16.553,220.9616,0,0,0,0
18:37:16.717,220.95284,0,0,0,0
18:37:17.402,220.96835,0,0,0,0
18:37:17.449,221.00352,0,0,0,0
18:37:17.502,220.98639,0,0,0,0
18:37:18.330,220.97267,0,0,0,0
18:37:18.732,220.97308,0,0,0,0
18:37:18.786,220.96202,0,0,0,0
18:37:18.826,220.94205,0,0,0,0
18:37:18.859,220.92609,0,0,0,0
18:37:18.932,220.93582,0,0,0,0
18:37:19.070,220.94359,0,0,0,0
18:37:19.210,220.96094,0,0,0,0
18:37:19.265,220.97484,0,0,0,0
18:37:19.427,220.97481,0,0,0,0
18:37:19.500,220.97478,0,0,0,0
18:37:19.555,220.95227,0,0,0,0
18:37:19.605,220.95676,0,0,0,0
18:37:19.899,220.92648,0,0,0,0
18:37:21.257,220.92474,0,0,0,0
18:37:21.722,220.92336,0,0,0,0
18:37:21.754,220.92224,0,0,0,0
18:37:21.901,220.93275,0,0,0,0
18:37:22.010,220.94115,0,0,0,0
18:37:22.071,220.94786,0,0,0,0
18:37:22.137,220.94185,0,0,0,0
18:37:22.233,220.91455,0,0,0,0
18:37:22.252,220.92657,0,0,0,0
18:37:22.760,220.94733,0,0,0,0
18:37:23.298,220.9528,0,0,0,0
18:37:23.437,220.94582,0,0,0,0
18:37:24.019,220.94022,0,0,0,0
18:37:24.836,220.91322,0,0,0,0
18:37:24.925,220.94803,0,0,0,0
18:37:25.984,220.96474,0,0,0,0
18:37:26.042,220.95561,0,0,0,0
18:37:26.117,220.94806,0,0,0,0
18:37:26.154,220.95338,0,0,0,0
18:37:26.466,220.9349,0,0,0,0
18:37:26.475,220.94287,0,0,0,0
18:37:26.697,220.94923,0,0,0,0
18:37:26.702,220.95433,0,0,0,0
18:37:26.741,220.99226,0,0,0,0
18:37:27.379,221.02258,0,0,0,0
18:37:27.437,221.01302,0,0,0,0
18:37:27.601,221.02785,0,0,0,0
18:37:28.054,221.03972,0,0,0,0
18:37:30.361,221.03789,0,0,0,0
18:37:30.463,221.01389,0,0,0,0
18:37:30.492,220.99469,0,0,0,0
18:37:30.535,221.0132,0,0,0,0
18:37:30.560,221.02802,0,0,0,0
18:37:30.606,221.03987,0,0,0,0
18:37:30.672,221.01547,0,0,0,0
18:37:30.729,221.00731,0,0,0,0
18:37:30.881,221.01195,0,0,0,0
18:37:30.941,221.00449,0,0,0,0
18:37:30.982,220.99852,0,0,0,0
18:37:31.012,220.99376,0,0,0,0
18:37:31.057,221.01245,0,0,0,0
18:37:31.083,221.0274,0,0,0,0
18:37:31.115,221.00551,0,0,0,0
18:37:31.141,220.98798,0,0,0,0
18:37:31.175,220.95143,0,0,0,0
18:37:31.254,220.96722,0,0,0,0
18:37:31.287,220.97987,0,0,0,0
18:37:31.311,220.97884,0,0,0,0
18:37:31.339,220.97801,0,0,0,0
18:37:31.369,220.96597,0,0,0,0
18:37:31.401,220.95634,0,0,0,0
18:37:31.423,220.94864,0,0,0,0
18:37:31.458,220.94247,0,0,0,0
18:37:31.483,220.93753,0,0,0,0
18:37:31.518,220.94498,0,0,0,0
18:37:31.546,220.95093,0,0,0,0
18:37:31.574,220.9443,0,0,0,0
18:37:31.631,220.9504,0,0,0,0
18:37:31.683,220.95526,0,0,0,0
18:37:31.737,220.97028,0,0,0,0
18:37:31.782,220.9598,0,0,0,0
18:37:31.824,220.9514,0,0,0,0
18:37:31.936,220.95605,0,0,0,0
18:37:31.967,220.97093,0,0,0,0
18:37:32.250,220.98283,0,0,0,0
18:37:32.278,221.00374,0,0,0,0
18:37:32.312,220.99773,0,0,0,0
18:37:32.355,220.9929,0,0,0,0
18:37:32.395,220.98926,0,0,0,0
18:37:32.450,220.9975,0,0,0,0
18:37:32.500,221.01547,0,0,0,0
18:37:32.550,221.02985,0,0,0,0
18:37:32.585,221.04134,0,0,0,0
18:37:32.612,221.05052,0,0,0,0
18:37:32.685,221.05788,0,0,0,0
18:37:32.726,221.06375,0,0,0,0
18:37:32.761,221.06845,0,0,0,0
18:37:32.795,221.07222,0,0,0,0
18:37:32.850,221.05269,0,0,0,0
18:37:32.966,221.03708,0,0,0,0
18:37:32.994,221.04712,0,0,0,0
18:37:33.019,221.03262,0,0,0,0
18:37:33.055,221.02103,0,0,0,0
18:37:33.085,221.00041,0,0,0,0
18:37:33.121,220.9839,0,0,0,0
18:37:33.142,220.97069,0,0,0,0
18:37:33.179,220.9715,0,0,0,0
18:37:33.204,220.97214,0,0,0,0
18:37:33.240,220.99515,0,0,0,0
18:37:33.278,221.00221,0,0,0,0
18:37:33.315,221.00787,0,0,0,0
18:37:33.346,221.01239,0,0,0,0
18:37:33.390,221.02737,0,0,0,0
18:37:33.431,221.00546,0,0,0,0
18:37:33.473,220.98795,0,0,0,0
18:37:33.506,220.9739,0,0,0,0
18:37:33.533,220.96269,0,0,0,0
18:37:33.568,220.9651,0,0,0,0
18:37:33.605,220.96701,0,0,0,0
18:37:33.661,220.94604,0,0,0,0
18:37:33.694,220.92929,0,0,0,0
18:37:33.725,220.91588,0,0,0,0
18:37:33.781,220.92764,0,0,0,0
18:37:33.841,220.93706,0,0,0,0
18:37:33.901,220.9557,0,0,0,0
18:37:33.916,220.97064,0,0,0,0
18:37:33.956,220.97145,0,0,0,0
18:37:34.010,220.9721,0,0,0,0
18:37:34.068,220.96126,0,0,0,0
18:37:34.081,220.97531,0,0,0,0
18:37:34.173,220.97519,0,0,0,0
18:37:34.206,220.97508,0,0,0,0
18:37:34.324,220.96364,0,0,0,0
18:37:34.385,220.96585,0,0,0,0
18:37:34.568,220.9565,0,0,0,0
18:37:34.586,220.94876,0,0,0,0
18:37:34.601,220.97646,0,0,0,0
18:37:34.650,220.9761,0,0,0,0
18:37:34.721,220.99832,0,0,0,0
18:37:34.748,220.9711,0,0,0,0
18:37:34.804,220.93796,0,0,0,0
18:37:34.849,220.91144,0,0,0,0
18:37:34.887,220.90161,0,0,0,0
18:37:34.926,220.89375,0,0,0,0
18:37:34.961,220.89856,0,0,0,0
18:37:35.051,220.9024,0,0,0,0
18:37:35.084,220.91687,0,0,0,0
18:37:35.122,220.92844,0,0,0,0
18:37:35.155,220.9377,0,0,0,0
18:37:35.186,220.9451,0,0,0,0
18:37:35.218,220.95102,0,0,0,0
18:37:35.271,220.95575,0,0,0,0
18:37:35.320,220.97067,0,0,0,0
18:37:35.339,220.99399,0,0,0,0
18:37:35.390,221.01263,0,0,0,0
18:37:35.407,220.99368,0,0,0,0
18:37:35.467,220.98988,0,0,0,0
18:37:35.532,220.98685,0,0,0,0
18:37:35.579,220.97305,0,0,0,0
18:37:35.650,220.9957,0,0,0,0
18:37:35.746,220.99149,0,0,0,0
18:37:35.790,220.98811,0,0,0,0
18:37:36.171,220.99658,0,0,0,0
18:37:36.263,220.98083,0,0,0,0
18:37:36.276,220.96823,0,0,0,0
18:37:36.308,220.95815,0,0,0,0
18:37:36.367,220.95007,0,0,0,0
18:37:36.401,220.94362,0,0,0,0
18:37:36.700,220.93846,0,0,0,0
18:37:36.730,220.94572,0,0,0,0
18:37:36.841,220.95152,0,0,0,0
18:37:36.870,220.94478,0,0,0,0
18:37:36.896,220.93939,0,0,0,0
18:37:36.930,220.92395,0,0,0,0
18:37:37.000,220.9116,0,0,0,0
18:37:37.011,220.91284,0,0,0,0
18:37:37.050,220.91383,0,0,0,0
18:37:37.249,220.94852,0,0,0,0
18:37:37.257,220.95377,0,0,0,0
18:37:37.262,220.94658,0,0,0,0
18:37:37.264,220.94083,0,0,0,0
18:37:37.283,220.93622,0,0,0,0
18:37:37.342,220.91003,0,0,0,0
18:37:37.373,220.88908,0,0,0,0
18:37:37.416,220.90622,0,0,0,0
18:37:37.461,220.87463,0,0,0,0
18:37:37.489,220.84933,0,0,0,0
18:37:37.524,220.87444,0,0,0,0
18:37:37.550,220.89452,0,0,0,0
18:37:37.610,220.91057,0,0,0,0
18:37:37.645,220.9234,0,0,0,0
18:37:37.663,220.93367,0,0,0,0
18:37:37.710,220.953,0,0,0,0
18:37:37.769,220.96848,0,0,0,0
18:37:37.798,220.96973,0,0,0,0
18:37:37.840,220.97072,0,0,0,0
18:37:37.894,221.00519,0,0,0,0
18:37:37.952,220.99908,0,0,0,0
18:37:37.980,220.98283,0,0,0,0
18:37:38.020,220.96983,0,0,0,0
18:37:38.071,220.95943,0,0,0,0
18:37:38.109,220.95111,0,0,0,0
18:37:38.135,220.94444,0,0,0,0
18:37:38.159,220.93912,0,0,0,0
18:37:38.190,220.93486,0,0,0,0
18:37:38.221,220.93144,0,0,0,0
18:37:38.238,220.94011,0,0,0,0
18:37:38.303,220.94704,0,0,0,0
18:37:38.358,220.95258,0,0,0,0
18:37:38.392,220.94562,0,0,0,0
18:37:38.451,220.94006,0,0,0,0
18:37:38.741,220.94699,0,0,0,0
18:37:38.793,220.95255,0,0,0,0
18:37:38.850,220.93422,0,0,0,0
18:37:38.904,220.94232,0,0,0,0
18:37:38.924,220.95993,0,0,0,0
18:37:38.984,220.97403,0,0,0,0
18:37:39.027,220.96278,0,0,0,0
18:37:39.067,220.9877,0,0,0,0
18:37:39.100,220.98509,0,0,0,0
18:37:39.137,220.98302,0,0,0,0
18:37:39.168,220.98135,0,0,0,0
18:37:39.289,220.98001,0,0,0,0
18:37:39.345,220.95645,0,0,0,0
18:37:39.380,220.94873,0,0,0,0
18:37:39.408,220.94255,0,0,0,0
18:37:39.433,220.96011,0,0,0,0
18:37:39.474,220.97418,0,0,0,0
18:37:39.525,220.94038,0,0,0,0
18:37:39.587,220.94725,0,0,0,0
18:37:39.639,220.95274,0,0,0,0
18:37:39.671,220.97964,0,0,0,0
18:37:39.695,220.94478,0,0,0,0
18:37:39.725,220.91689,0,0,0,0
18:37:39.772,220.91707,0,0,0,0
18:37:39.822,220.91722,0,0,0,0
18:37:39.854,220.91733,0,0,0,0
18:37:39.919,220.96248,0,0,0,0
18:37:39.990,220.97607,0,0,0,0
18:37:40.037,220.98695,0,0,0,0
18:37:40.087,220.99567,0,0,0,0
18:37:40.124,220.99146,0,0,0,0
18:37:40.201,220.97673,0,0,0,0
18:37:40.301,220.96495,0,0,0,0
18:37:40.379,220.95552,0,0,0,0
18:37:40.452,220.98189,0,0,0,0
18:37:40.489,221.00298,0,0,0,0
18:37:40.535,220.98595,0,0,0,0
18:37:40.551,220.97232,0,0,0,0
18:37:40.590,220.99532,0,0,0,0
18:37:40.617,220.97981,0,0,0,0
18:37:40.677,220.96742,0,0,0,0
18:37:40.710,220.98024,0,0,0,0
18:37:40.748,221.00165,0,0,0,0
18:37:40.783,221.01877,0,0,0,0
18:37:40.836,221.00995,0,0,0,0
18:37:40.859,221.0029,0,0,0,0
18:37:40.923,220.98589,0,0,0,0
18:37:40.955,220.97229,0,0,0,0
18:37:41.003,220.99529,0,0,0,0
18:37:41.060,220.96864,0,0,0,0
18:37:41.081,220.94736,0,0,0,0
18:37:41.118,220.95284,0,0,0,0
18:37:41.164,220.9797,0,0,0,0
18:37:41.245,220.9787,0,0,0,0
18:37:41.290,220.96654,0,0,0,0
18:37:41.334,220.9568,0,0,0,0
18:37:41.370,220.949,0,0,0,0
18:37:41.431,220.95415,0,0,0,0
18:37:41.465,220.95825,0,0,0,0
18:37:41.902,220.95018,0,0,0,0
18:37:41.922,220.97758,0,0,0,0
18:37:41.970,220.96564,0,0,0,0
18:37:42.020,220.95609,0,0,0,0
18:37:42.064,220.94843,0,0,0,0
18:37:42.122,220.95369,0,0,0,0
18:37:42.186,220.98041,0,0,0,0
18:37:42.207,221.00177,0,0,0,0
18:37:42.382,220.97362,0,0,0,0
18:37:42.397,221.01889,0,0,0,0
18:37:42.453,221.05511,0,0,0,0
18:37:42.495,221.06155,0,0,0,0
18:37:42.523,221.0667,0,0,0,0
18:37:42.559,221.03693,0,0,0,0
18:37:42.659,221.02446,0,0,0,0
18:37:42.733,221.03702,0,0,0,0
18:37:42.782,221.04707,0,0,0,0
18:37:43.045,221.02122,0,0,0,0
18:37:43.062,221.00055,0,0,0,0
18:37:43.087,220.99538,0,0,0,0
18:37:43.105,220.97987,0,0,0,0
18:37:43.142,220.96747,0,0,0,0
18:37:43.220,220.98006,0,0,0,0
18:37:43.307,220.97899,0,0,0,0
18:37:43.342,220.97813,0,0,0,0
18:37:43.392,220.97745,0,0,0,0
18:37:43.474,220.96552,0,0,0,0
18:37:43.528,220.95598,0,0,0,0
18:37:43.722,220.95973,0,0,0,0
18:37:43.748,220.94022,0,0,0,0
18:37:43.863,220.92462,0,0,0,0
18:37:43.908,220.95714,0,0,0,0
18:37:43.964,220.96065,0,0,0,0
18:37:44.009,220.96346,0,0,0,0
18:37:44.061,220.96571,0,0,0,0
18:37:44.129,220.95613,0,0,0,0
18:37:44.187,220.971,0,0,0,0
18:37:44.379,220.97173,0,0,0,0
18:37:44.389,220.99483,0,0,0,0
18:37:44.405,221.01332,0,0,0,0
18:37:44.459,221.00558,0,0,0,0
18:37:44.533,221.01056,0,0,0,0
18:37:44.562,221.01456,0,0,0,0
18:37:44.614,221.01775,0,0,0,0
18:37:44.634,221.0203,0,0,0,0
18:37:44.670,221.02234,0,0,0,0
18:37:44.702,221.02397,0,0,0,0
18:37:44.766,221.00273,0,0,0,0
18:37:44.840,221.01965,0,0,0,0
18:37:44.893,221.01065,0,0,0,0
18:37:44.920,221.0148,0,0,0,0
18:37:44.992,220.99542,0,0,0,0
18:37:45.077,221.0138,0,0,0,0
18:37:45.135,221.00597,0,0,0,0
18:37:45.184,220.99971,0,0,0,0
18:37:45.203,221.00586,0,0,0,0
18:37:45.237,221.01079,0,0,0,0
18:37:45.309,221.00356,0,0,0,0
18:37:45.344,220.99779,0,0,0,0
18:37:45.391,220.99316,0,0,0,0
18:37:45.451,221.01198,0,0,0,0
18:37:45.504,221.02702,0,0,0,0
18:37:45.532,221.01656,0,0,0,0
18:37:45.613,220.99683,0,0,0,0
18:37:45.634,220.98103,0,0,0,0
18:37:45.704,220.9684,0,0,0,0
18:37:45.761,220.95828,0,0,0,0
18:37:45.829,220.9502,0,0,0,0
18:37:45.862,220.94371,0,0,0,0
18:37:45.910,220.93854,0,0,0,0
18:37:45.950,220.94577,0,0,0,0
18:37:45.980,220.95157,0,0,0,0
18:37:46.040,220.95619,0,0,0,0
18:37:46.130,220.9824,0,0,0,0
18:37:46.191,220.9695,0,0,0,0
18:37:46.469,220.98167,0,0,0,0
18:37:46.510,220.99144,0,0,0,0
18:37:46.572,221.01062,0,0,0,0
18:37:46.609,221.02596,0,0,0,0
18:37:46.776,221.01569,0,0,0,0
18:37:46.885,221.00748,0,0,0,0
18:37:46.933,220.98956,0,0,0,0
18:37:47.009,221.0091,0,0,0,0
18:37:47.060,221.02473,0,0,0,0
18:37:47.090,221.03723,0,0,0,0
18:37:47.142,221.02472,0,0,0,0
18:37:47.177,221.05975,0,0,0,0
18:37:47.221,221.0878,0,0,0,0
18:37:47.422,221.07635,0,0,0,0
18:37:47.498,221.04466,0,0,0,0
18:37:47.558,221.01929,0,0,0,0
18:37:47.597,221.01036,0,0,0,0
18:37:47.631,220.99207,0,0,0,0
18:37:47.673,220.97745,0,0,0,0
18:37:47.740,220.96553,0,0,0,0
18:37:47.780,220.95601,0,0,0,0
18:37:47.829,220.97089,0,0,0,0
18:37:47.921,220.97165,0,0,0,0
18:37:47.968,220.93839,0,0,0,0
18:37:48.006,220.91176,0,0,0,0
18:37:48.061,220.91296,0,0,0,0
18:37:48.180,220.92532,0,0,0,0
18:37:48.274,220.93521,0,0,0,0
18:37:48.325,220.93173,0,0,0,0
18:37:48.420,220.92894,0,0,0,0
18:37:48.443,220.9156,0,0,0,0
18:37:48.483,220.92743,0,0,0,0
18:37:48.562,220.93689,0,0,0,0
18:37:48.652,220.93307,0,0,0,0
18:37:48.724,220.91862,0,0,0,0
18:37:48.774,220.92986,0,0,0,0
18:37:48.828,220.92744,0,0,0,0
18:37:48.880,220.93665,0,0,0,0
18:37:48.938,220.94402,0,0,0,0
18:37:49.091,220.93877,0,0,0,0
18:37:49.284,220.9685,0,0,0,0
18:37:51.151,220.96974,0,0,0,0
18:37:51.168,220.97073,0,0,0,0
18:37:51.194,220.96014,0,0,0,0
18:37:51.270,220.95169,0,0,0,0
18:37:51.284,220.9563,0,0,0,0
18:37:51.329,220.93747,0,0,0,0
18:37:51.365,220.92242,0,0,0,0
18:37:51.404,220.9215,0,0,0,0
18:37:51.449,220.92076,0,0,0,0
18:37:51.554,220.97658,0,0,0,0
18:37:51.659,220.93092,0,0,0,0
18:37:51.749,220.9397,0,0,0,0
18:37:51.799,220.93532,0,0,0,0
18:37:51.833,220.93181,0,0,0,0
18:37:51.912,220.96292,0,0,0,0
18:37:51.934,220.9878,0,0,0,0
18:37:51.962,221.00769,0,0,0,0
18:37:52.029,221.01225,0,0,0,0
18:37:52.111,221.00473,0,0,0,0
18:37:52.124,220.96483,0,0,0,0
18:37:52.149,220.93292,0,0,0,0
18:37:52.201,220.9299,0,0,0,0
18:37:52.225,220.92747,0,0,0,0
18:37:52.251,220.93694,0,0,0,0
18:37:52.274,220.94449,0,0,0,0
18:37:52.305,220.95053,0,0,0,0
18:37:52.354,220.944,0,0,0,0
18:37:52.388,220.95013,0,0,0,0
18:37:52.426,220.95505,0,0,0,0
18:37:52.500,220.97012,0,0,0,0
18:37:52.533,220.97104,0,0,0,0
18:37:52.573,220.97177,0,0,0,0
