timestamp,R1[µsec],R1[RPM]
17:31:21.737,1100,5605.382
17:31:21.754,1100,5605.382
17:31:21.771,1100,5605.382
17:31:21.787,1100,5605.382
17:31:21.804,1100,5605.382
17:31:21.820,1100,5615.874
17:31:21.838,1100,5615.874
17:31:21.855,1100,5617.9775
17:31:21.874,1100,5617.9775
17:31:21.890,1100,5624.297
17:31:21.907,1100,5624.297
17:31:21.919,1100,5624.297
17:31:21.939,1100,5626.4067
17:31:21.957,1100,5626.4067
17:31:21.971,1100,5626.4067
17:31:21.987,1100,5626.4067
17:31:22.004,1100,5626.4067
17:31:22.021,1100,5624.297
17:31:22.036,1100,5624.297
17:31:22.058,1100,5634.8613
17:31:22.073,1100,5634.8613
17:31:22.089,1100,5636.9785
17:31:22.104,1100,5636.9785
17:31:22.120,1100,5636.9785
17:31:22.137,1100,5643.341
17:31:22.154,1100,5643.341
17:31:22.170,1100,5643.341
17:31:22.187,1100,5643.341
17:31:22.206,1100,5643.341
17:31:22.224,1100,5647.591
17:31:22.239,1100,5647.591
17:31:22.253,1100,5641.2188
17:31:22.271,1100,5641.2188
17:31:22.289,1100,5641.2188
17:31:22.310,1100,5647.591
17:31:22.322,1100,5647.591
17:31:22.337,1100,5651.8467
17:31:22.355,1100,5651.8467
17:31:22.370,1100,5651.8467
17:31:22.387,1100,5651.8467
17:31:22.406,1100,5651.8467
17:31:22.420,1100,5649.7173
17:31:22.437,1100,5649.7173
17:31:22.454,1100,5649.7173
17:31:22.470,1100,5653.977
17:31:22.487,1100,5653.977
17:31:22.504,1100,5658.242
17:31:22.528,1100,5658.242
17:31:22.541,1100,5656.109
17:31:22.558,1100,5656.109
17:31:22.569,1100,5656.109
17:31:22.590,1100,5660.3774
17:31:22.603,1100,5660.3774
17:31:22.620,1100,5662.514
17:31:22.640,1100,5662.514
17:31:22.656,1100,5662.514
17:31:22.670,1100,5660.3774
17:31:22.686,1100,5660.3774
17:31:22.706,1100,5664.653
17:31:22.721,1100,5664.653
17:31:22.737,1100,5664.653
17:31:22.754,1100,5664.653
17:31:22.772,1100,5664.653
17:31:22.787,1100,5660.3774
17:31:22.803,1100,5660.3774
17:31:22.821,1100,5660.3774
17:31:22.840,1100,5666.793
17:31:22.855,1100,5666.793
17:31:22.873,1100,5658.242
17:31:22.887,1100,5658.242
17:31:22.903,1100,5666.793
17:31:22.920,1100,5666.793
17:31:22.938,1100,5666.793
17:31:22.957,1100,5660.3774
17:31:22.974,1100,5660.3774
17:31:22.989,1100,5664.653
17:31:23.003,1100,5664.653
17:31:23.024,1100,5664.653
17:31:23.037,1100,5662.514
17:31:23.055,1100,5662.514
17:31:23.072,1100,5664.653
17:31:23.087,1100,5664.653
17:31:23.108,1100,5664.653
17:31:23.123,1100,5666.793
17:31:23.141,1100,5666.793
17:31:23.157,1100,5666.793
17:31:23.170,1100,5666.793
17:31:23.189,1100,5666.793
17:31:23.207,1100,5666.793
17:31:23.221,1100,5666.793
17:31:23.239,1100,5668.9346
17:31:23.256,1100,5668.9346
17:31:23.274,1100,5671.0776
17:31:23.289,1100,5671.0776
17:31:23.305,1100,5671.0776
17:31:23.323,1100,5666.793
17:31:23.340,1100,5666.793
17:31:23.357,1100,5666.793
17:31:23.370,1100,5666.793
17:31:23.397,1100,5666.793
17:31:23.410,1100,5668.9346
17:31:23.426,1100,5668.9346
17:31:23.438,1100,5668.9346
17:31:23.457,1100,5668.9346
17:31:23.473,1100,5668.9346
17:31:23.492,1100,5666.793
17:31:23.506,1100,5666.793
17:31:23.522,1100,5668.9346
17:31:23.539,1100,5668.9346
17:31:23.555,1100,5668.9346
17:31:23.573,1100,5668.9346
17:31:23.589,1100,5668.9346
17:31:23.604,1100,5668.9346
17:31:23.621,1100,5668.9346
17:31:23.638,1100,5666.793
17:31:23.654,1100,5666.793
17:31:23.671,1100,5666.793
17:31:23.689,1100,5658.242
17:31:23.708,1100,5658.242
17:31:23.724,1100,5666.793
17:31:23.737,1100,5666.793
17:31:23.754,1100,5666.793
17:31:23.775,1100,5666.793
17:31:23.790,1100,5666.793
17:31:23.808,1100,5666.793
17:31:23.824,1100,5666.793
17:31:23.839,1100,5666.793
17:31:23.857,1100,5666.793
17:31:23.874,1100,5666.793
17:31:23.890,1100,5660.3774
17:31:23.904,1100,5660.3774
17:31:23.924,1100,5666.793
17:31:23.941,1100,5666.793
17:31:23.958,1100,5666.793
17:31:23.973,1100,5666.793
17:31:23.987,1100,5666.793
17:31:24.007,1100,5666.793
17:31:24.024,1100,5666.793
17:31:24.037,1100,5666.793
17:31:24.054,1100,5666.793
17:31:24.074,1100,5666.793
17:31:24.089,1100,5664.653
17:31:24.105,1250,5664.653
17:31:24.124,1250,5664.653
17:31:24.141,1250,5664.653
17:31:24.157,1250,5664.653
17:31:24.174,1250,5660.3774
17:31:24.187,1250,5660.3774
17:31:24.207,1250,5666.793
17:31:24.221,1250,5666.793
17:31:24.241,1250,5666.793
17:31:24.256,1250,5658.242
17:31:24.271,1250,5658.242
17:31:24.288,1250,5664.653
17:31:24.308,1250,5664.653
17:31:24.322,1250,5664.653
17:31:24.343,1250,5664.653
17:31:24.357,1250,5664.653
17:31:24.377,1250,5660.3774
17:31:24.399,1250,5660.3774
17:31:24.407,1250,5666.793
17:31:24.422,1250,5666.793
17:31:24.439,1250,5666.793
17:31:24.456,1250,5664.653
17:31:24.470,1250,5664.653
17:31:24.487,1250,5664.653
17:31:24.504,1250,5664.653
17:31:24.523,1250,5664.653
17:31:24.538,1250,5662.514
17:31:24.554,1250,5662.514
17:31:24.574,1250,5664.653
17:31:24.588,1250,5664.653
17:31:24.604,1250,5664.653
17:31:24.621,1250,5664.653
17:31:24.639,1250,5664.653
17:31:24.655,1250,5668.9346
17:31:24.671,1250,5668.9346
17:31:24.689,1250,6973.5005
17:31:24.705,1250,6973.5005
17:31:24.721,1250,6973.5005
17:31:24.738,1250,7845.1885
17:31:24.757,1250,7845.1885
17:31:24.772,1250,8736.168
17:31:24.786,1250,8736.168
17:31:24.808,1250,8736.168
17:31:24.825,1250,9157.509
17:31:24.838,1250,9157.509
17:31:24.856,1250,9615.385
17:31:24.872,1250,9615.385
17:31:24.891,1250,9615.385
17:31:24.907,1250,9907.529
17:31:24.924,1250,9907.529
17:31:24.939,1250,10224.949
17:31:24.957,1250,10224.949
17:31:24.975,1250,10533.708
17:31:24.989,1250,10533.708
17:31:25.006,1250,10533.708
17:31:25.020,1250,10768.126
17:31:25.040,1250,10768.126
17:31:25.056,1250,10932.944
17:31:25.071,1250,10932.944
17:31:25.087,1250,10932.944
17:31:25.105,1250,11152.417
17:31:25.124,1250,11152.417
17:31:25.141,1250,11261.261
17:31:25.158,1250,11261.261
17:31:25.172,1250,11432.927
17:31:25.190,1250,11432.927
17:31:25.207,1250,11432.927
17:31:25.221,1250,11485.451
17:31:25.241,1250,11485.451
17:31:25.259,1250,11574.074
17:31:25.273,1250,11574.074
17:31:25.290,1250,11574.074
17:31:25.304,1250,11673.151
17:31:25.321,1250,11673.151
17:31:25.337,1250,11709.602
17:31:25.358,1250,11709.602
17:31:25.374,1250,11783.189
17:31:25.390,1250,11783.189
17:31:25.407,1250,11783.189
17:31:25.421,1250,11838.99
17:31:25.440,1250,11838.99
17:31:25.457,1250,11885.896
17:31:25.475,1250,11885.896
17:31:25.490,1250,11885.896
17:31:25.507,1250,11933.174
17:31:25.521,1250,11933.174
17:31:25.538,1250,11933.174
17:31:25.558,1250,11961.723
17:31:25.574,1250,11961.723
17:31:25.590,1250,11971.269
17:31:25.609,1250,11971.269
17:31:25.626,1250,12009.608
17:31:25.647,1250,12009.608
17:31:25.674,1250,12028.869
17:31:25.677,1250,12028.869
17:31:25.708,1250,12038.523
17:31:25.723,1250,12038.523
17:31:25.740,1250,12048.192
17:31:25.757,1250,12048.192
17:31:25.775,1250,12048.192
17:31:25.789,1250,12067.578
17:31:25.807,1250,12067.578
17:31:25.822,1250,12077.294
17:31:25.825,1250,12077.294
17:31:25.841,1250,12077.294
17:31:25.856,1250,12077.294
17:31:25.875,1250,12057.878
17:31:25.888,1250,12057.878
17:31:25.905,1250,12057.878
17:31:25.924,1250,12096.774
17:31:25.940,1250,12096.774
17:31:25.955,1250,12096.774
17:31:25.971,1250,12096.774
17:31:25.989,1250,12096.774
17:31:26.004,1250,12096.774
17:31:26.020,1250,12096.774
17:31:26.038,1250,12096.774
17:31:26.056,1250,12096.774
17:31:26.073,1250,12106.537
17:31:26.090,1250,12106.537
17:31:26.107,1250,12106.537
17:31:26.125,1250,12106.537
17:31:26.140,1250,12106.537
17:31:26.158,1250,12116.316
17:31:26.175,1250,12116.316
17:31:26.187,1250,12116.316
17:31:26.204,1250,12116.316
17:31:26.223,1250,12116.316
17:31:26.238,1250,12116.316
17:31:26.255,1250,12116.316
17:31:26.274,1250,12116.316
17:31:26.288,1250,12116.316
17:31:26.308,1250,12116.316
17:31:26.321,1250,12135.923
17:31:26.341,1250,12135.923
17:31:26.357,1250,12135.923
17:31:26.372,1250,12135.923
17:31:26.389,1250,12135.923
17:31:26.408,1250,12135.923
17:31:26.424,1250,12135.923
17:31:26.441,1250,12145.749
17:31:26.458,1250,12145.749
17:31:26.474,1250,12116.316
17:31:26.490,1250,12116.316
17:31:26.508,1250,12116.316
17:31:26.522,1250,12145.749
17:31:26.541,1250,12145.749
17:31:26.557,1250,12106.537
17:31:26.573,1250,12106.537
17:31:26.590,1250,12106.537
17:31:26.608,1250,12145.749
17:31:26.624,1250,12145.749
17:31:26.642,1250,12145.749
17:31:26.654,1250,12145.749
17:31:26.674,1250,12145.749
17:31:26.690,1250,12145.749
17:31:26.704,1250,12145.749
17:31:26.720,1250,12145.749
17:31:26.737,1250,12145.749
17:31:26.755,1250,12145.749
17:31:26.775,1250,12155.592
17:31:26.791,1250,12155.592
17:31:26.808,1250,12155.592
17:31:26.823,1250,12155.592
17:31:26.844,1250,12155.592
17:31:26.858,1250,12155.592
17:31:26.874,1250,12155.592
17:31:26.888,1250,12155.592
17:31:26.905,1250,12155.592
17:31:26.921,1250,12155.592
17:31:26.938,1250,12155.592
17:31:26.954,1250,12155.592
17:31:26.975,1250,12145.749
17:31:26.988,1250,12145.749
17:31:27.004,1250,12135.923
17:31:27.025,1250,12135.923
17:31:27.039,1250,12126.112
17:31:27.055,1250,12126.112
17:31:27.073,1250,12126.112
17:31:27.090,1250,12126.112
17:31:27.108,1250,12126.112
17:31:27.122,1250,12126.112
17:31:27.138,1250,12126.112
17:31:27.155,1250,12126.112
17:31:27.171,1250,12106.537
17:31:27.187,1250,12106.537
17:31:27.204,1250,12106.537
17:31:27.221,1250,12116.316
17:31:27.239,1250,12116.316
17:31:27.255,1250,12126.112
17:31:27.272,1250,12126.112
17:31:27.289,1250,12087.026
17:31:27.306,1250,12087.026
17:31:27.327,1250,12087.026
17:31:27.340,1250,12126.112
17:31:27.359,1250,12126.112
17:31:27.372,1250,12116.316
17:31:27.388,1250,12116.316
17:31:27.406,1250,12116.316
17:31:27.424,1250,12126.112
17:31:27.440,1250,12126.112
17:31:27.455,1250,12135.923
17:31:27.472,1250,12135.923
17:31:27.488,1250,12096.774
17:31:27.507,1250,12096.774
17:31:27.523,1250,12096.774
17:31:27.539,1250,12135.923
17:31:27.556,1250,12135.923
17:31:27.590,1250,12135.923
17:31:27.603,1250,12135.923
17:31:27.619,1250,12126.112
17:31:27.635,1250,12126.112
17:31:27.649,1250,12145.749
17:31:27.661,1250,12145.749
17:31:27.675,1250,12145.749
17:31:27.692,1250,12145.749
17:31:27.708,1250,12116.316
17:31:27.722,1250,12116.316
17:31:27.738,1250,12135.923
17:31:27.755,1250,12135.923
17:31:27.774,1250,12135.923
17:31:27.788,1250,12135.923
17:31:27.808,1250,12135.923
17:31:27.822,1250,12126.112
17:31:27.838,1250,12126.112
17:31:27.856,1250,12145.749
17:31:27.871,1250,12145.749
17:31:27.889,1250,12145.749
17:31:27.905,1250,12145.749
17:31:27.921,1250,12145.749
17:31:27.939,1250,12145.749
17:31:27.955,1250,12145.749
17:31:27.971,1250,12145.749
17:31:27.988,1250,12135.923
17:31:28.004,1250,12135.923
17:31:28.022,1250,12145.749
17:31:28.039,1250,12145.749
17:31:28.055,1250,12145.749
17:31:28.072,1250,12145.749
17:31:28.087,1250,12145.749
17:31:28.105,1250,12145.749
17:31:28.122,1250,12145.749
17:31:28.143,1250,12155.592
17:31:28.155,1250,12155.592
17:31:28.171,1250,12155.592
17:31:28.188,1250,12126.112
17:31:28.206,1250,12126.112
17:31:28.223,1250,12165.45
17:31:28.239,1250,12165.45
17:31:28.256,1250,12145.749
17:31:28.274,1250,12145.749
17:31:28.288,1250,12145.749
17:31:28.305,1250,12106.537
17:31:28.327,1250,12106.537
17:31:28.348,1250,12145.749
17:31:28.359,1250,12145.749
17:31:28.380,1250,12145.749
17:31:28.394,1250,12135.923
17:31:28.418,1250,12135.923
17:31:28.435,1250,12135.923
17:31:28.447,1250,12135.923
17:31:28.455,1250,12126.112
17:31:28.472,1250,12126.112
17:31:28.488,1250,12126.112
17:31:28.505,1250,12096.774
17:31:28.522,1250,12096.774
17:31:28.538,1250,12096.774
17:31:28.556,1250,12096.774
17:31:28.572,1250,12096.774
17:31:28.588,1250,12126.112
17:31:28.605,1250,12126.112
17:31:28.621,1250,12126.112
17:31:28.639,1250,12126.112
17:31:28.655,1250,12126.112
17:31:28.672,1250,12126.112
17:31:28.689,1250,12126.112
17:31:28.706,1250,12116.316
17:31:28.726,1250,12116.316
17:31:28.740,1250,12116.316
17:31:28.758,1250,12126.112
17:31:28.772,1250,12126.112
17:31:28.788,1250,12135.923
17:31:28.805,1250,12135.923
17:31:28.821,1250,12135.923
17:31:28.839,1250,12135.923
17:31:28.856,1250,12135.923
17:31:28.872,1250,12135.923
17:31:28.890,1250,12135.923
17:31:28.905,1250,12135.923
17:31:28.922,1250,12135.923
17:31:28.939,1250,12135.923
17:31:28.956,1250,12116.316
17:31:28.975,1250,12116.316
17:31:28.989,1250,12126.112
17:31:29.006,1250,12126.112
17:31:29.024,1250,12126.112
17:31:29.039,1250,12135.923
17:31:29.056,1250,12135.923
17:31:29.071,1250,12145.749
17:31:29.090,1250,12145.749
17:31:29.105,1250,12145.749
17:31:29.122,1250,12126.112
17:31:29.141,1250,12126.112
17:31:29.155,1250,12145.749
17:31:29.172,1250,12145.749
17:31:29.188,1250,12145.749
17:31:29.205,1250,12135.923
17:31:29.222,1250,12135.923
17:31:29.239,1250,12135.923
17:31:29.255,1250,12135.923
17:31:29.272,1250,12135.923
17:31:29.290,1250,12116.316
17:31:29.308,1250,12116.316
17:31:29.334,1250,12135.923
17:31:29.349,1250,12135.923
17:31:29.360,1250,12126.112
17:31:29.383,1250,12126.112
17:31:29.402,1250,12116.316
17:31:29.410,1250,12116.316
17:31:29.428,1250,12116.316
17:31:29.443,1250,12106.537
17:31:29.457,1250,12106.537
17:31:29.473,1250,12106.537
17:31:29.490,1250,12155.592
17:31:29.508,1250,12155.592
17:31:29.522,1250,12145.749
17:31:29.539,1250,12145.749
17:31:29.556,1250,12145.749
17:31:29.572,1250,12145.749
17:31:29.588,1250,12145.749
17:31:29.608,1250,12145.749
17:31:29.623,1250,12145.749
17:31:29.639,1250,12145.749
17:31:29.656,1250,12106.537
17:31:29.673,1250,12106.537
17:31:29.689,1250,12135.923
17:31:29.708,1250,12135.923
17:31:29.725,1250,12135.923
17:31:29.740,1250,12135.923
17:31:29.765,1250,12135.923
17:31:29.773,1250,12135.923
17:31:29.789,1250,12135.923
17:31:29.808,1250,12135.923
17:31:29.822,1250,12126.112
17:31:29.841,1250,12126.112
17:31:29.862,1250,12126.112
17:31:29.873,1250,12126.112
17:31:29.890,1250,12116.316
17:31:29.909,1250,12116.316
17:31:29.926,1250,12116.316
17:31:29.943,1250,12116.316
17:31:29.958,1250,12116.316
17:31:29.975,1250,12116.316
17:31:29.993,1250,12116.316
17:31:30.008,1250,12096.774
17:31:30.026,1250,12096.774
17:31:30.043,1250,12096.774
17:31:30.055,1250,12126.112
17:31:30.075,1250,12126.112
