timestamp, distanceCentimeters
16-06-29 22:01:00.485,18.23357
16-06-29 22:01:00.717,18.23357
16-06-29 22:01:00.858,18.232492
16-06-29 22:01:01.049,18.232492
16-06-29 22:01:01.214,18.230331
16-06-29 22:01:01.402,18.232492
16-06-29 22:01:01.570,18.232492
16-06-29 22:01:01.761,18.231413
16-06-29 22:01:01.930,18.23357
16-06-29 22:01:02.097,18.231413
16-06-29 22:01:02.293,18.231413
16-06-29 22:01:02.463,18.23357
16-06-29 22:01:02.657,18.231413
16-06-29 22:01:02.828,18.23357
16-06-29 22:01:02.997,18.23465
16-06-29 22:01:03.163,18.23357
16-06-29 22:01:03.367,18.23357
16-06-29 22:01:03.530,18.232492
16-06-29 22:01:03.699,18.23357
16-06-29 22:01:03.892,18.23357
16-06-29 22:01:04.054,18.231413
16-06-29 22:01:04.248,18.23357
16-06-29 22:01:04.408,18.232492
16-06-29 22:01:04.599,18.23357
16-06-29 22:01:04.788,18.232492
16-06-29 22:01:04.941,18.232492
16-06-29 22:01:05.123,18.231413
16-06-29 22:01:05.323,18.231413
16-06-29 22:01:05.500,18.230331
16-06-29 22:01:05.670,18.232492
16-06-29 22:01:05.837,18.23357
16-06-29 22:01:06.036,18.232492
16-06-29 22:01:06.201,18.231413
16-06-29 22:01:06.400,18.232492
16-06-29 22:01:06.572,18.232492
16-06-29 22:01:06.738,18.23357
16-06-29 22:01:06.915,18.23357
16-06-29 22:01:07.079,18.232492
16-06-29 22:01:07.277,18.23465
16-06-29 22:01:07.440,18.232492
16-06-29 22:01:07.637,18.23357
16-06-29 22:01:07.807,18.23357
16-06-29 22:01:07.978,18.232492
16-06-29 22:01:08.146,18.232492
16-06-29 22:01:08.343,18.231413
16-06-29 22:01:08.518,18.232492
16-06-29 22:01:08.682,18.23465
16-06-29 22:01:08.875,18.232492
16-06-29 22:01:09.055,18.232492
16-06-29 22:01:09.225,18.232492
16-06-29 22:01:09.399,18.231413
16-06-29 22:01:09.573,18.232492
16-06-29 22:01:09.763,18.23357
16-06-29 22:01:09.930,18.23357
16-06-29 22:01:10.126,18.23357
16-06-29 22:01:10.294,18.23465
16-06-29 22:01:10.462,18.232492
16-06-29 22:01:10.661,18.232492
16-06-29 22:01:10.825,18.23573
16-06-29 22:01:10.990,18.23465
16-06-29 22:01:11.181,18.232492
16-06-29 22:01:11.347,18.23573
16-06-29 22:01:11.542,18.23357
16-06-29 22:01:11.711,18.23357
16-06-29 22:01:11.877,18.23357
16-06-29 22:01:12.070,18.23357
16-06-29 22:01:12.233,18.232492
16-06-29 22:01:12.431,18.232492
16-06-29 22:01:12.600,18.23357
16-06-29 22:01:12.791,18.23357
16-06-29 22:01:12.956,18.23357
16-06-29 22:01:13.150,18.231413
16-06-29 22:01:13.316,18.23357
16-06-29 22:01:13.493,18.231413
16-06-29 22:01:13.661,18.231413
16-06-29 22:01:13.835,18.232492
16-06-29 22:01:14.032,18.23357
16-06-29 22:01:14.200,18.232492
16-06-29 22:01:14.365,18.231413
16-06-29 22:01:14.546,18.23357
16-06-29 22:01:14.746,18.23465
16-06-29 22:01:14.918,18.231413
16-06-29 22:01:15.098,18.232492
16-06-29 22:01:15.274,18.231413
16-06-29 22:01:15.444,18.232492
16-06-29 22:01:15.613,18.232492
16-06-29 22:01:15.812,18.23357
16-06-29 22:01:15.986,18.23357
16-06-29 22:01:16.157,18.231413
16-06-29 22:01:16.329,18.232492
16-06-29 22:01:16.505,18.232492
16-06-29 22:01:16.678,18.23357
16-06-29 22:01:16.854,18.23357
16-06-29 22:01:17.040,18.23465
16-06-29 22:01:17.213,18.23357
16-06-29 22:01:17.390,18.232492
16-06-29 22:01:17.567,18.23357
16-06-29 22:01:17.742,18.232492
16-06-29 22:01:17.916,18.232492
16-06-29 22:01:18.121,18.23357
16-06-29 22:01:18.295,18.232492
16-06-29 22:01:18.465,18.232492
16-06-29 22:01:18.645,18.232492
16-06-29 22:01:18.818,18.232492
16-06-29 22:01:18.998,18.23573
16-06-29 22:01:19.194,18.23465
16-06-29 22:01:19.363,18.23357
16-06-29 22:01:19.529,18.23465
16-06-29 22:01:19.721,18.23357
16-06-29 22:01:19.891,18.23357
16-06-29 22:01:20.069,18.23465
16-06-29 22:01:20.246,18.23681
16-06-29 22:01:20.425,18.23573
16-06-29 22:01:20.600,18.23357
16-06-29 22:01:20.773,18.23357
16-06-29 22:01:20.949,18.23357
16-06-29 22:01:21.133,18.232492
16-06-29 22:01:21.331,18.232492
16-06-29 22:01:21.504,18.232492
16-06-29 22:01:21.714,18.23357
16-06-29 22:01:21.860,18.23465
16-06-29 22:01:22.037,18.23465
16-06-29 22:01:22.232,18.23357
16-06-29 22:01:22.403,18.23465
16-06-29 22:01:22.570,18.23357
16-06-29 22:01:22.765,18.23465
16-06-29 22:01:22.941,18.23465
16-06-29 22:01:23.128,18.23357
16-06-29 22:01:23.298,18.232492
16-06-29 22:01:23.479,18.232492
16-06-29 22:01:23.656,18.232492
16-06-29 22:01:23.824,18.23357
16-06-29 22:01:23.990,18.23357
