timestamp, xMetersPerSecSquared, yMetersPerSecSquared, zMetersPerSecSquared
16-07-21 14:47:03.785,0.7661445, -0.45968673, 9.002198
16-07-21 14:47:03.850,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:03.914,0.7278373, -0.49799395, 9.002198
16-07-21 14:47:03.986,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:04.085,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:04.141,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:04.201,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:04.280,0.7661445, -0.45968673, 8.887277
16-07-21 14:47:04.382,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:04.384,0.7661445, -0.38307226, 8.925584
16-07-21 14:47:04.490,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:04.565,0.80445176, -0.4213795, 8.963891
16-07-21 14:47:04.671,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:04.673,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:04.776,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:04.852,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:04.967,0.7661445, -0.4213795, 9.002198
16-07-21 14:47:05.045,0.80445176, -0.45968673, 8.963891
16-07-21 14:47:05.114,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:05.216,0.7661445, -0.49799395, 8.963891
16-07-21 14:47:05.271,0.7661445, -0.38307226, 9.002198
16-07-21 14:47:05.351,0.80445176, -0.45968673, 8.963891
16-07-21 14:47:05.419,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:05.540,0.7661445, -0.4213795, 9.002198
16-07-21 14:47:05.543,0.80445176, -0.45968673, 8.963891
16-07-21 14:47:05.664,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:05.718,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:05.812,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:05.814,0.7278373, -0.38307226, 8.887277
16-07-21 14:47:05.923,0.80445176, -0.4213795, 9.002198
16-07-21 14:47:06.005,0.80445176, -0.45968673, 8.887277
16-07-21 14:47:06.104,0.7661445, -0.4213795, 9.002198
16-07-21 14:47:06.106,0.7278373, -0.45968673, 8.925584
16-07-21 14:47:06.214,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:06.306,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:06.371,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:06.452,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:06.510,0.7661445, -0.49799395, 8.963891
16-07-21 14:47:06.621,0.7661445, -0.49799395, 8.925584
16-07-21 14:47:06.623,0.7661445, -0.4213795, 9.040505
16-07-21 14:47:06.734,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:06.803,0.80445176, -0.45968673, 8.963891
16-07-21 14:47:06.891,0.7661445, -0.38307226, 8.963891
16-07-21 14:47:06.949,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:07.018,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:07.126,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:07.128,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:07.241,0.7278373, -0.4213795, 9.078813
16-07-21 14:47:07.312,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:07.413,0.7278373, -0.45968673, 9.002198
16-07-21 14:47:07.415,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:07.528,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:07.624,0.80445176, -0.45968673, 9.002198
16-07-21 14:47:07.687,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:07.758,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:07.827,0.7661445, -0.38307226, 8.963891
16-07-21 14:47:07.939,0.7278373, -0.49799395, 8.963891
16-07-21 14:47:07.941,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:08.055,0.80445176, -0.4213795, 8.963891
16-07-21 14:47:08.168,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:08.171,0.6895301, -0.38307226, 9.002198
16-07-21 14:47:08.288,0.7661445, -0.45968673, 9.002198
16-07-21 14:47:08.358,0.7661445, -0.4213795, 9.002198
16-07-21 14:47:08.458,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:08.460,0.7278373, -0.45968673, 8.925584
16-07-21 14:47:08.575,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:08.691,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:08.752,0.7661445, -0.45968673, 9.040505
16-07-21 14:47:08.816,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:08.894,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:08.972,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:09.044,0.7278373, -0.45968673, 8.925584
16-07-21 14:47:09.106,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:09.232,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:09.234,0.80445176, -0.4213795, 8.925584
16-07-21 14:47:09.357,0.7278373, -0.4213795, 9.002198
16-07-21 14:47:09.359,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:09.515,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:09.517,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:09.636,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:09.721,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:09.723,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:09.843,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:09.944,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:09.946,0.80445176, -0.4213795, 8.963891
16-07-21 14:47:10.063,0.7278373, -0.45968673, 8.925584
