timestamp,Z [°],Mag Z[°],Gyro Z[°]
15:17:16.722,0.0842902,0.32418823,-0.011842731
15:17:16.736,0.08674042,0.32418823,-0.011186828
15:17:16.750,0.08917226,0.32418823,-0.010530924
15:17:16.764,0.08988969,0.32418823,-0.011584006
15:17:16.778,0.09054819,0.31704712,-0.012637088
15:17:16.792,0.09035367,0.31704712,-0.014544662
15:17:16.806,0.0901606,0.31704712,-0.016452236
15:17:16.821,0.09675365,0.31704712,-0.011523873
15:17:16.836,0.103646636,0.31704712,-0.006243483
15:17:16.850,0.11118373,0.45640564,-0.0013151192
15:17:16.863,0.114423886,0.45640564,-6.59E-04
15:17:16.877,0.117639735,0.45640564,-3.31E-06
15:17:16.891,0.11659105,0.45640564,-0.003619871
15:17:16.906,0.1143022,0.32418823,-0.0074947546
15:17:16.919,0.11569332,0.32418823,-0.007679159
15:17:16.942,0.11693323,0.32418823,-0.008005412
15:17:16.951,0.11945132,0.32418823,-0.007034444
15:17:16.964,0.12237884,0.32418823,-0.005631934
15:17:16.979,0.120046586,0.32418823,-0.009506818
15:17:16.993,0.117988214,0.32418823,-0.013123376
15:17:17.008,0.12114085,0.32418823,-0.011505095
15:17:17.022,0.12416277,0.32418823,-0.0099947
15:17:17.036,0.12801011,0.32418823,-0.0076298118
15:17:17.050,0.13083205,0.1913147,-0.005264924
15:17:17.065,0.12743984,0.1913147,-0.009139808
15:17:17.078,0.12458585,0.1913147,-0.012498041
15:17:17.092,0.12912965,0.1913147,-0.008424168
15:17:17.106,0.13358797,0.1844635,-0.0043502967
15:17:17.120,0.13377243,0.1844635,-0.004548886
15:17:17.134,0.13395551,0.1844635,-0.004747475
15:17:17.148,0.1349853,0.1844635,-0.004091572
15:17:17.162,0.14409983,1.2634583,-0.003435669
15:17:17.176,0.15229791,1.2634583,-0.0036342582
15:17:17.190,0.16043451,1.2634583,-0.0038328473
15:17:17.204,0.16681392,1.2634583,-0.005740421
15:17:17.218,0.17314549,1.2634583,-0.0076479944
15:17:17.232,0.18112573,1.2634583,-0.007846584
15:17:17.247,0.18281218,0.43414307,-0.008059357
15:17:17.262,0.18704431,0.43414307,-0.0056944694
15:17:17.275,0.19124469,0.43414307,-0.0033295818
15:17:17.289,0.19286932,0.43414307,-0.003528171
15:17:17.303,0.19151227,0.038208008,-0.0037267602
15:17:17.317,0.1901654,0.038208008,-0.003925349
15:17:17.332,0.18881455,0.038208008,-0.0041381232
15:17:17.346,0.18748792,0.038208008,-0.0043367124
15:17:17.360,0.18626872,0.051208496,-0.0045353016
15:17:17.376,0.18504459,0.051208496,-0.0047480757
15:17:17.390,0.18384372,0.051208496,-0.004946665
15:17:17.405,0.18263778,0.051208496,-5.16E-03
15:17:17.417,0.18146904,0.051208496,-0.0053438433
15:17:17.431,0.18792774,0.051208496,0.0021479973
15:17:17.445,0.20116347,0.9612732,0.009639838
15:17:17.459,0.20497102,0.9612732,0.007732264
15:17:17.474,0.20861477,0.9612732,0.0056884354
15:17:17.487,0.2164392,0.9612732,0.007884402
15:17:17.501,0.22340557,0.8323364,0.01024929
15:17:17.515,0.22777544,0.8323364,0.010050701
15:17:17.529,0.23211254,0.8323364,0.009852112
15:17:17.543,0.23302478,0.8323364,0.006235554
15:17:17.558,0.22495916,-0.36380005,0.0026189957
15:17:17.571,0.22119446,-0.36380005,0.0032748987
15:17:17.585,0.217458,-0.36380005,0.003930802
15:17:17.600,0.21833935,-0.36380005,0.009211192
15:17:17.614,0.21851534,-0.36380005,0.01378753
15:17:17.628,0.20547004,-0.36380005,5.04E-03
15:17:17.642,0.1948695,0.0317688,-0.0043240283
15:17:17.656,0.19768958,0.0317688,-2.50E-04
15:17:17.671,0.2007773,0.0317688,0.004114706
15:17:17.685,0.20100881,0.0317688,0.0056251013
15:17:17.699,0.20705767,0.8076477,0.0071354965
15:17:17.714,0.20499028,0.8076477,5.14E-04
15:17:17.729,0.20293841,0.8076477,-0.0061074346
15:17:17.744,0.21634915,0.8076477,0.0028350642
15:17:17.759,0.22816125,0.6867981,0.011181397
15:17:17.772,0.22970775,0.6867981,0.009273823
15:17:17.785,0.23137788,0.6867981,0.007502505
15:17:17.799,0.23205218,0.6867981,0.0047404394
15:17:17.813,0.23272142,0.6867981,1.98E-03
15:17:17.827,0.24101838,0.6867981,0.0069067376
15:17:17.841,0.2423837,-0.22912598,0.011835102
15:17:17.856,0.23681888,-0.22912598,0.009791274
15:17:17.873,0.23116057,-0.22912598,7.61E-03
15:17:17.886,0.22437537,-0.22912598,0.004252957
15:17:17.899,0.21938969,0.038208008,6.36E-04
15:17:17.914,0.22508894,0.038208008,0.007747843
15:17:17.928,0.2302749,0.038208008,0.014385192
15:17:17.942,0.22392635,0.038208008,0.009440045
15:17:17.957,0.21853063,0.30992126,0.0033537103
15:17:17.971,0.2164747,0.30992126,5.92E-04
15:17:17.986,0.21423838,0.30992126,-0.0023677114
15:17:18.000,0.22239165,0.30992126,0.0051241294
15:17:18.014,0.23053722,0.31704712,0.012615969
15:17:18.028,0.22420429,0.31704712,0.0055814423
15:17:18.042,0.21791884,0.31704712,-0.0014530849
15:17:18.057,0.22208577,0.31704712,0.0019962504
15:17:18.072,0.22622146,0.31704712,0.0054455856
15:17:18.088,0.23152359,0.31704712,0.010101439
15:17:18.101,0.23591952,0.31704712,0.013884321
15:17:18.115,0.23209046,0.31704712,0.00941327
15:17:18.130,0.22797315,0.31704712,0.0046228594
15:17:18.143,0.23397073,0.31704712,0.009992654
15:17:18.157,0.24033329,0.31704712,0.015775511
15:17:18.172,0.2443321,0.31704712,0.019224847
15:17:18.185,0.24784447,0.31704712,0.022214271
15:17:18.199,0.24138173,0.31704712,0.015179744
15:17:18.213,0.23397307,0.1844635,0.008145217
15:17:18.227,0.23679698,0.1844635,0.011364597
15:17:18.241,0.2395997,0.1844635,0.014583977
15:17:18.256,0.238975,0.1844635,0.014371203
15:17:18.269,0.23838314,0.1844635,0.0141867995
15:17:18.284,0.2343893,0.1844635,0.010570241
15:17:18.298,0.23016903,0.1844635,0.0066953576
15:17:18.311,0.23515576,0.1844635,0.012065153
15:17:18.326,0.24092501,0.1844635,0.01826107
15:17:18.340,0.23691212,0.1844635,0.014644511
15:17:18.355,0.23298071,0.1913147,0.011027953
15:17:18.368,0.2341673,0.1913147,0.012538348
15:17:18.382,0.23534498,0.1913147,0.014048744
15:17:18.396,0.23821,0.1913147,0.017268123
15:17:18.411,0.24332611,0.4638977,0.020717459
15:17:18.426,0.23931725,0.4638977,0.015011521
15:17:18.440,0.235716,0.4638977,0.009685978
15:17:18.455,0.24175948,0.4638977,0.014050841
15:17:18.468,0.24718003,0.4638977,0.017833723
15:17:18.482,0.2486083,0.4638977,0.017635133
15:17:18.496,0.24793011,0.1844635,0.017436543
15:17:18.510,0.24471276,0.1844635,0.014674477
15:17:18.524,0.24151953,0.1844635,0.011912411
15:17:18.538,0.24683109,0.1844635,0.017695267
15:17:18.552,0.26787952,2.288025,0.023478122
15:17:18.567,0.28113732,2.288025,2.16E-02
15:17:18.581,0.2942957,2.288025,0.019662974
15:17:18.595,0.30989963,2.288025,0.020318877
15:17:18.608,0.32442808,2.1602325,0.02097478
15:17:18.623,0.34223992,2.1602325,0.02504865
15:17:18.638,0.3604958,2.1602325,0.029704504
15:17:18.651,0.36829826,2.1602325,0.023965899
15:17:18.665,0.37560406,2.1602325,0.017785864
15:17:18.684,0.3956271,2.1602325,0.024474356
15:17:18.698,0.41349143,2.171936,0.029050695
15:17:18.711,0.4281788,2.171936,0.03056109
15:17:18.727,0.4429702,2.171936,0.032287255
15:17:18.746,0.44991508,2.171936,0.026219402
15:17:18.760,0.45839268,2.171936,0.021748351
15:17:18.776,0.47295746,2.171936,0.023474516
15:17:18.789,0.48709178,2.171936,0.024877027
15:17:18.805,0.5040602,2.171936,0.02924189
15:17:18.817,0.5203238,2.171936,3.30E-02
15:17:18.831,0.5377147,2.300003,0.037098642
15:17:18.846,0.5479947,2.300003,0.034139287
15:17:18.859,0.55858916,2.300003,0.03157451
15:17:18.873,0.5680603,2.300003,0.027957952
15:17:18.888,0.577204,2.300003,0.024083069
15:17:18.902,0.59230447,2.300003,0.026279036
15:17:18.916,0.607627,2.300003,2.88E-02
15:17:18.930,0.6184265,2.300003,0.02690527
15:17:18.943,0.63317037,2.8186798,0.025133952
15:17:18.958,0.6476684,2.8186798,0.023226378
15:17:18.972,0.66205776,2.8186798,0.021318804
15:17:18.986,0.6807472,2.8186798,0.023852613
15:17:19.001,0.6992965,2.8186798,0.026386421
15:17:19.015,0.7124505,2.8186798,0.023624355
15:17:19.029,0.72314805,2.504303,0.020862289
15:17:19.043,0.7346134,2.504303,0.018954715
15:17:19.057,0.7459928,2.504303,1.70E-02
15:17:19.071,0.7632234,2.504303,0.021121012
15:17:19.086,0.7825799,2.7664795,0.025485875
15:17:19.104,0.7917537,2.7664795,0.019737381
15:17:19.115,0.80307746,2.7664795,0.016224414
15:17:19.130,0.8166831,2.7664795,0.015096113
15:17:19.148,0.82678497,2.3427734,1.37E-02
15:17:19.158,0.83801407,2.3427734,0.013600302
15:17:19.173,0.84908855,2.3427734,0.013387528
15:17:19.187,0.85774565,2.3427734,0.0108227525
15:17:19.200,0.866142,2.3427734,0.008060686
15:17:19.218,0.8813248,2.3427734,0.012199888
15:17:19.228,0.8946572,2.3546753,0.0144994445
15:17:19.242,0.9062583,2.3546753,0.015155348
15:17:19.257,0.91777235,2.3546753,0.015811251
15:17:19.270,0.928352,2.3546753,0.015612663
15:17:19.284,0.93713313,2.1254578,0.015414074
15:17:19.298,0.9475446,2.1254578,0.016924469
15:17:19.313,0.95787793,2.1254578,0.018434864
15:17:19.327,0.9655896,2.1254578,0.017381782
15:17:19.341,0.97341686,2.14859,0.0163287
15:17:19.356,0.98297465,2.14859,0.017078303
15:17:19.369,0.99227476,2.14859,0.017640505
15:17:19.383,0.99990195,2.14859,0.016587423
15:17:19.397,1.0073972,2.14859,0.015459122
15:17:19.411,1.0140628,2.14859,0.013551548
15:17:19.426,1.0195818,2.020401,0.01150772
15:17:19.440,1.0336756,2.020401,0.018145068
15:17:19.454,1.0476636,2.020401,0.024782415
15:17:19.469,1.052022,2.020401,2.18E-02
15:17:19.484,1.0562629,2.0090942,0.018863704
15:17:19.499,1.0641066,2.0090942,0.019566458
15:17:19.513,1.0718449,2.0090942,0.02022236
15:17:19.531,1.083784,2.0090942,0.025169205
15:17:19.554,1.0976552,2.0090942,0.032152984
15:17:19.574,1.1017863,2.0090942,0.029427879
15:17:19.615,1.102962,1.9978333,0.023841413
15:17:19.621,1.110209,1.9978333,0.02438084
15:17:19.636,1.1214871,1.9978333,0.029036693
15:17:19.649,1.1318142,1.9978333,0.032819573
15:17:19.664,1.1344635,1.9978333,0.02894469
15:17:19.673,1.1386313,1.9978333,2.66E-02
15:17:19.688,1.1439556,1.9978333,0.02549146
15:17:19.702,1.1518588,1.9978333,0.027001854
15:17:19.718,1.1599169,1.9978333,0.02872802
15:17:19.731,1.1616708,1.9978333,0.024163269
15:17:19.745,1.1634969,2.1602325,0.01845733
15:17:19.760,1.1743958,2.1602325,0.021906666
15:17:19.780,1.186126,2.1602325,0.026275825
15:17:19.789,1.1926852,2.1602325,0.025523623
15:17:19.801,1.1968658,1.8695374,0.024620982
15:17:19.816,1.198065,1.8695374,0.020746099
15:17:19.831,1.1995116,1.8695374,1.71E-02
15:17:19.846,1.2091577,1.8695374,2.18E-02
15:17:19.859,1.217865,1.8695374,0.025568275
15:17:19.873,1.2191631,1.8695374,0.021951716
15:17:19.886,1.2228006,2.14859,0.018593485
15:17:19.901,1.2295327,2.14859,0.01838071
15:17:19.916,1.2362285,2.14859,0.018182121
15:17:19.930,1.2483119,2.14859,0.023462512
15:17:19.945,1.2603047,2.14859,0.028742902
15:17:19.964,1.2726438,2.020401,0.035431396
15:17:19.975,1.2780972,2.020401,0.035275362
15:17:19.986,1.2835096,2.020401,0.03511933
15:17:20.001,1.2851905,2.020401,0.031244446
15:17:20.016,1.2880764,2.14859,0.027627887
15:17:20.051,1.2961111,2.14859,0.029220795
15:17:20.060,1.3029696,2.14859,0.029689297
15:17:20.075,1.3110249,2.14859,0.031415462
15:17:20.088,1.3176523,2.0090942,0.03281797
15:17:20.103,1.3235356,2.0090942,0.033520725
15:17:20.115,1.3299621,2.0090942,0.03481535
15:17:20.132,1.337046,2.0317688,0.0366494
15:17:20.146,1.3454517,2.0317688,0.03986878
15:17:20.161,1.3540226,2.0317688,0.043318115
15:17:20.176,1.3588946,2.0317688,0.04310534
15:17:20.189,1.3637581,2.0317688,0.042920936
15:17:20.204,1.3703743,2.0317688,0.044539217
15:17:20.220,1.376941,2.0317688,0.046157498
15:17:20.230,1.3841696,2.1837158,0.047344238
15:17:20.246,1.3889716,2.1837158,0.046140715
15:17:20.258,1.3940362,2.1837158,0.045238074
15:17:20.274,1.3979301,2.1837158,0.043194246
15:17:20.286,1.4008406,2.020401,4.14E-02
15:17:20.301,1.4052762,2.020401,0.041210152
15:17:20.324,1.4095658,2.020401,0.0408839
15:17:20.330,1.4147896,2.020401,0.041531213
15:17:20.345,1.4209378,2.020401,0.043149494
15:17:20.363,1.4283028,2.1602325,0.044983543
15:17:20.374,1.430972,2.1602325,0.042141963
15:17:20.389,1.4407736,2.1602325,0.046506826
15:17:20.403,1.4505894,2.171936,5.09E-02
15:17:20.417,1.4573915,2.171936,0.052274197
15:17:20.429,1.4641426,2.171936,0.053676706
15:17:20.444,1.4692398,2.171936,0.053463932
15:17:20.459,1.4742988,2.171936,0.05325116
15:17:20.476,1.4792917,2.171936,0.053010013
15:17:20.490,1.4833239,2.0431976,0.052811425
15:17:20.502,1.4866271,2.0431976,0.051908784
15:17:20.521,1.489383,2.0431976,0.050479602
15:17:20.533,1.4911869,2.0431976,0.048112117
15:17:20.550,1.4928759,2.1602325,0.04475818
15:17:20.595,1.4999735,2.1602325,0.04686644
15:17:20.607,1.4917132,0.32418823,0.04742864
15:17:20.622,1.4791108,0.32418823,0.04355376
15:17:20.635,1.4671159,0.32418823,0.040195525
15:17:20.649,1.4549545,0.32418823,0.03657897
15:17:20.664,1.4471712,0.32418823,0.03728172
15:17:20.681,1.4385235,0.32418823,0.037054762
15:17:20.693,1.429983,0.32418823,0.036870357
15:17:20.707,1.4214925,0.32418823,0.03667177
15:17:20.722,1.4103255,0.32418823,0.033712413
15:17:20.739,1.4019542,0.32418823,0.033485454
15:17:20.751,1.3936878,0.32418823,0.033301048
15:17:20.765,1.3846214,0.32418823,0.032247968
15:17:20.780,1.3755482,0.32418823,0.031119667
15:17:20.797,1.3674377,0.32418823,0.030892707
15:17:20.811,1.3583683,0.1844635,0.030694118
15:17:20.823,1.3517435,0.1844635,0.032890085
15:17:20.842,1.3460065,0.1844635,0.035930656
15:17:20.854,1.3356721,0.1844635,0.034295592
15:17:20.869,1.3248743,0.1844635,0.032115508
15:17:20.883,1.3134285,0.051208496,0.030207934
15:17:20.899,1.3027674,0.051208496,0.029004412
15:17:20.910,1.2925595,0.051208496,0.028176991
15:17:20.924,1.2847484,0.051208496,0.029687386
15:17:20.939,1.2781024,0.1844635,0.031305667
15:17:20.953,1.2697029,0.1844635,0.031107077
15:17:20.967,1.2613806,0.1844635,0.030922674
15:17:20.981,1.2540011,0.1844635,0.031625427
15:17:20.995,1.2477325,0.33139038,0.03228133
15:17:21.008,1.2406769,0.33139038,0.032096926
15:17:21.023,1.233646,0.33139038,0.031884152
15:17:21.037,1.2290586,0.33139038,0.034080118
15:17:21.055,1.2253438,0.33139038,0.03712069
15:17:21.065,1.2178179,0.33139038,0.03629327
15:17:21.079,1.2079257,0.038208008,0.03524019
15:17:21.093,1.2014999,0.038208008,0.037605077
15:17:21.107,1.1951224,0.038208008,0.039969966
15:17:21.123,1.185251,0.038208008,0.038766444
15:17:21.136,1.1768259,0.1913147,0.03778858
15:17:21.150,1.1692374,0.1913147,0.037589993
15:17:21.166,1.1616776,0.1913147,0.037363034
15:17:21.180,1.1534293,0.1913147,0.03638517
15:17:21.195,1.1450422,0.1844635,0.03525687
15:17:21.208,1.1367925,0.1844635,0.03420379
15:17:21.223,1.1285301,0.1844635,0.03307549
15:17:21.237,1.1221006,0.1844635,0.033731394
15:17:21.252,1.1168137,0.32418823,0.034434147
15:17:21.269,1.1116594,0.32418823,0.0352306
15:17:21.280,1.1062648,0.32418823,0.035745952
15:17:21.294,1.099354,0.32418823,0.034692872
15:17:21.308,1.0924951,0.32418823,0.033639792
15:17:21.323,1.0874302,0.32418823,0.034342546
15:17:21.336,1.0812113,0.17764282,0.034951597
15:17:21.351,1.0759336,0.17764282,0.036461994
15:17:21.366,1.0709096,0.17764282,0.03818816
15:17:21.380,1.0623168,0.17764282,0.036280587
15:17:21.393,1.0529265,0.044692993,0.034509268
15:17:21.407,1.047712,0.044692993,0.036874156
15:17:21.422,1.0427041,0.044692993,0.039407965
15:17:21.436,1.0350219,0.044692993,0.039209377
15:17:21.450,1.0283945,0.17764282,0.03901079
15:17:21.464,1.0192724,0.17764282,0.036248725
15:17:21.478,1.0102189,0.17764282,0.03348666
15:17:21.492,1.0063217,0.17764282,0.03585155
15:17:21.508,1.002789,0.17764282,0.038554277
15:17:21.522,0.9955553,0.17764282,0.037501197
15:17:21.538,0.989272,0.31704712,3.63E-02
15:17:21.551,0.98719734,0.31704712,0.039287098
15:17:21.565,0.98536646,0.31704712,0.04250648
15:17:21.580,0.9837775,0.31704712,0.045955814
15:17:21.593,0.9806985,0.17764282,0.048945237
15:17:21.607,0.9727824,0.17764282,0.047037665
15:17:21.621,0.9649256,0.17764282,0.045130093
15:17:21.635,0.96052,0.17764282,4.66E-02
15:17:21.649,0.9541019,-0.09510803,0.048150886
15:17:21.663,0.94858,-0.09510803,0.050515775
15:17:21.677,0.94309956,-0.09510803,0.052880663
15:17:21.691,0.9300274,-0.09510803,0.04755512
15:17:21.705,0.91705334,-0.09510803,0.042229578
15:17:21.719,0.9177459,-0.09510803,0.050575912
15:17:21.735,0.91902494,-0.09510803,0.05951841
15:17:21.750,0.92397726,0.31704712,0.06905708
15:17:21.764,0.9132916,0.31704712,0.062877044
15:17:21.777,0.91178674,0.31704712,0.06586647
15:17:21.792,0.9094759,0.17764282,6.91E-02
15:17:21.806,0.903776,0.17764282,0.06887308
15:17:21.820,0.8981329,0.17764282,0.06867449
15:17:21.834,0.88744366,0.17764282,0.06334895
15:17:21.848,0.8768857,0.1844635,0.058023408
15:17:21.864,0.8724365,0.1844635,0.05877301
15:17:21.877,0.86788124,0.1844635,0.059382062
15:17:21.892,0.86072713,0.1844635,0.057338234
15:17:21.905,0.8538971,0.1844635,0.055566914
15:17:21.920,0.85139114,0.1844635,0.058100723
15:17:21.935,0.84989834,0.31704712,0.06063453
15:17:21.948,0.84335643,0.31704712,0.058069754
15:17:21.963,0.8366678,0.31704712,0.05530769
15:17:21.976,0.8393582,0.31704712,0.06194504
15:17:21.990,0.84103405,0.1844635,0.068582386
15:17:22.004,0.83252037,0.1844635,0.06496583
15:17:22.018,0.8240705,0.1844635,0.061349273
15:17:22.032,0.8182283,0.1844635,0.060296193
15:17:22.046,0.8124299,0.1844635,0.059243113
15:17:22.060,0.80921924,0.1844635,0.06075351
15:17:22.074,0.80603266,0.1844635,0.062263906
15:17:22.089,0.7960853,0.1844635,0.056938365
15:17:22.103,0.7862125,0.1844635,0.051612824
15:17:22.116,0.78489465,0.1844635,0.054832205
15:17:22.131,0.7857389,0.47143555,0.058051586
15:17:22.145,0.7823364,0.47143555,0.056998506
15:17:22.159,0.77895945,0.47143555,0.055945426
15:17:22.173,0.7764418,0.47143555,0.055732653
15:17:22.187,0.7728528,0.32418823,0.055534065
15:17:22.201,0.77098686,0.32418823,0.05704446
15:17:22.217,0.769242,0.32418823,0.058662742
15:17:22.231,0.7623146,0.32418823,0.055046186
15:17:22.245,0.75523686,0.33139038,0.051171303
15:17:22.263,0.7594374,0.33139038,0.0586064
15:17:22.276,0.76155657,0.33139038,0.0639762
15:17:22.290,0.75389284,0.33139038,0.05950515
15:17:22.304,0.74660355,0.33139038,0.05535346
15:17:22.319,0.7326026,0.33139038,0.044384312
15:17:22.331,0.7203778,0.1913147,0.03615745
15:17:22.345,0.70433956,0.1913147,0.023995971
15:17:22.359,0.6884216,0.1913147,0.011834491
15:17:22.373,0.6861924,0.1913147,0.013344887
15:17:22.387,0.6849764,0.32418823,0.014855282
15:17:22.401,0.6735925,0.32418823,0.006111771
15:17:22.416,0.66229403,0.32418823,-0.0026317406
15:17:22.431,0.6178557,0.32418823,-0.044850886
15:17:22.443,0.582179,0.051208496,-0.07651524
15:17:22.458,0.5093049,0.051208496,-0.1459277
15:17:22.472,0.43205643,0.051208496,-0.22029819
15:17:22.486,0.34947893,0.051208496,-0.30062175
15:17:22.500,0.26138836,0.051208496,-0.38712406
15:17:22.514,0.1605568,0.051208496,-0.48712933
15:17:22.528,0.066093914,-0.082733154,-0.5804676
15:17:22.542,-0.036989413,-0.082733154,-0.68320525
15:17:22.556,-0.13929962,-0.082733154,-0.7859429
15:17:22.570,-0.25780416,-0.082733154,-0.9057704
15:17:22.585,-0.38496885,-0.2232666,-1.034157
15:17:22.599,-0.46960965,-0.2232666,-1.1206594
15:17:22.614,-0.559748,-0.2232666,-1.2133404
15:17:22.628,-0.6312047,-0.2232666,-1.2878798
15:17:22.642,-0.7041949,-0.49917603,-1.3624192
15:17:22.656,-0.800384,-0.49917603,-1.4608845
15:17:22.670,-0.8958517,-0.49917603,-1.5593497
15:17:22.684,-0.9592242,-0.49917603,-1.6261986
15:17:22.698,-1.0221214,-0.49917603,-1.6930476
15:17:22.712,-1.1735957,-0.49917603,-1.8496183
15:17:22.726,-1.3260483,-0.7810974,-2.0061889
15:17:22.740,-1.5324829,-0.7810974,-2.2183015
15:17:22.754,-1.7373693,-0.7810974,-2.4304142
15:17:22.768,-1.9551364,-0.7810974,-2.6570532
15:17:22.782,-2.175454,-1.3388824,-2.8836923
15:17:22.796,-2.4068403,-1.3388824,-3.1231487
15:17:22.811,-2.6364913,-1.3388824,-3.362605
15:17:22.825,-2.8915584,-1.3388824,-3.6294053
15:17:22.839,-3.1499975,-2.0435486,-3.8962054
15:17:22.854,-3.4090564,-2.0435486,-4.165583
15:17:22.870,-3.7018201,-2.0435486,-4.470878
15:17:22.882,-3.9148998,-2.0435486,-4.698099
15:17:22.896,-4.163967,-2.0435486,-4.96319
15:17:22.910,-4.4315205,-2.0435486,-5.248789
15:17:22.925,-4.7248397,-3.046936,-5.5547876
15:17:22.939,-5.0236993,-3.046936,-5.8685846
15:17:22.954,-5.342563,-3.046936,-6.204796
15:17:22.969,-5.6799345,-3.046936,-6.562064
15:17:22.983,-5.9988294,-4.0726624,-6.8955145
15:17:22.997,-6.3424716,-4.0726624,-7.2563086
15:17:23.011,-6.6835365,-4.0726624,-7.6171026
15:17:23.025,-7.023739,-4.0726624,-7.9796057
15:17:23.039,-7.3727612,-5.588791,-8.342109
15:17:23.053,-7.723407,-5.588791,-8.708884
15:17:23.067,-8.071422,-5.588791,-9.07566
15:17:23.081,-8.438028,-5.588791,-9.463798
15:17:23.095,-8.801886,-5.588791,-9.851935
15:17:23.110,-9.158773,-5.588791,-10.235801
15:17:23.124,-9.521244,-6.6899414,-10.619666
15:17:23.137,-9.908982,-6.6899414,-11.03173
15:17:23.152,-10.293813,-6.6899414,-11.443793
15:17:23.165,-10.741059,-6.6899414,-11.921653
15:17:23.179,-11.197104,-8.310364,-12.399512
15:17:23.194,-11.719044,-8.310364,-12.94721
15:17:23.208,-12.2008295,-8.310364,-13.458395
15:17:23.222,-12.702748,-8.310364,-13.9935055
15:17:23.236,-13.214992,-10.188904,-14.528616
15:17:23.250,-13.786152,-10.188904,-15.126959
15:17:23.264,-14.353028,-10.188904,-15.725302
15:17:23.278,-14.936007,-10.188904,-16.344152
15:17:23.292,-15.514613,-10.188904,-16.963003
15:17:23.307,-16.108217,-10.188904,-17.60134
15:17:23.322,-16.71094,-11.997955,-18.239676
15:17:23.337,-17.329132,-11.997955,-18.898153
15:17:23.350,-17.855549,-11.997955,-19.468834
15:17:23.364,-18.408016,-11.997955,-20.06974
15:17:23.379,-19.015104,-14.152985,-20.71357
15:17:23.392,-19.525352,-14.152985,-21.264414
15:17:23.414,-20.410267,-14.152985,-22.196611
15:17:23.420,-20.615667,-14.152985,-22.450848
