timestamp, airPressureHectoPascals, ambientTemperatureCelsius, absoluteAltituteMeters
16-07-21 13:07:54.824,1011.94995, 28.0, 10.828038
16-07-21 13:07:54.883,1012.02997, 28.0, 10.162186
16-07-21 13:07:54.963,1012.07, 28.0, 9.829259
16-07-21 13:07:55.021,1011.97, 28.0, 10.661575
16-07-21 13:07:55.107,1012.00995, 28.0, 10.328649
16-07-21 13:07:55.158,1011.97, 28.0, 10.661575
16-07-21 13:07:55.257,1011.94995, 28.0, 10.828038
16-07-21 13:07:55.340,1012.02997, 28.0, 10.162186
16-07-21 13:07:55.400,1011.94995, 28.0, 10.828038
16-07-21 13:07:55.490,1012.07, 28.0, 9.829259
16-07-21 13:07:55.541,1011.91, 28.0, 11.160965
16-07-21 13:07:55.629,1012.00995, 28.0, 10.328649
16-07-21 13:07:55.679,1011.97, 28.0, 10.661575
16-07-21 13:07:55.769,1011.97, 28.0, 10.661575
16-07-21 13:07:55.822,1012.00995, 28.0, 10.328649
16-07-21 13:07:55.911,1011.97, 28.0, 10.661575
16-07-21 13:07:55.992,1011.94995, 28.0, 10.828038
16-07-21 13:07:56.053,1011.94995, 28.0, 10.828038
16-07-21 13:07:56.132,1011.91, 28.0, 11.160965
16-07-21 13:07:56.194,1011.85, 28.0, 11.662997
16-07-21 13:07:56.296,1011.88995, 28.0, 11.3300705
16-07-21 13:07:56.349,1012.00995, 28.0, 10.328649
16-07-21 13:07:56.401,1011.91, 28.0, 11.160965
16-07-21 13:07:56.492,1011.97, 28.0, 10.661575
16-07-21 13:07:56.580,1011.94995, 28.0, 10.828038
16-07-21 13:07:56.639,1012.02997, 28.0, 10.162186
16-07-21 13:07:56.718,1012.00995, 28.0, 10.328649
16-07-21 13:07:56.777,1011.97, 28.0, 10.661575
16-07-21 13:07:56.855,1012.00995, 28.0, 10.328649
16-07-21 13:07:56.914,1011.94995, 28.0, 10.828038
16-07-21 13:07:57.002,1011.82996, 28.0, 11.82946
16-07-21 13:07:57.082,1011.91, 28.0, 11.160965
16-07-21 13:07:57.142,1012.00995, 28.0, 10.328649
16-07-21 13:07:57.220,1011.85, 28.0, 11.662997
16-07-21 13:07:57.301,1011.94995, 28.0, 10.828038
16-07-21 13:07:57.356,1011.88995, 28.0, 11.3300705
16-07-21 13:07:57.447,1012.02997, 28.0, 10.162186
16-07-21 13:07:57.499,1012.02997, 28.0, 10.162186
16-07-21 13:07:57.589,1011.91, 28.0, 11.160965
16-07-21 13:07:57.642,1012.02997, 28.0, 10.162186
16-07-21 13:07:57.741,1011.88995, 28.0, 11.3300705
16-07-21 13:07:57.795,1011.94995, 28.0, 10.828038
16-07-21 13:07:57.888,1011.88995, 28.0, 11.3300705
16-07-21 13:07:57.943,1011.97, 28.0, 10.661575
16-07-21 13:07:58.029,1012.02997, 28.0, 10.162186
16-07-21 13:07:58.093,1011.91, 28.0, 11.160965
16-07-21 13:07:58.178,1011.91, 28.0, 11.160965
16-07-21 13:07:58.244,1012.07, 28.0, 9.829259
16-07-21 13:07:58.303,1011.97, 28.0, 10.661575
16-07-21 13:07:58.397,1011.94995, 28.0, 10.828038
16-07-21 13:07:58.451,1012.08997, 28.0, 9.662796
16-07-21 13:07:58.536,1012.02997, 28.0, 10.162186
16-07-21 13:07:58.599,1011.97, 28.0, 10.661575
16-07-21 13:07:58.681,1011.94995, 28.0, 10.828038
16-07-21 13:07:58.744,1012.07, 28.0, 9.829259
16-07-21 13:07:58.826,1012.02997, 28.0, 10.162186
16-07-21 13:07:58.890,1011.97, 28.0, 10.661575
16-07-21 13:07:58.973,1011.97, 28.0, 10.661575
16-07-21 13:07:59.036,1011.94995, 28.0, 10.828038
16-07-21 13:07:59.120,1011.94995, 28.0, 10.828038
16-07-21 13:07:59.197,1012.02997, 28.0, 10.162186
16-07-21 13:07:59.255,1012.00995, 28.0, 10.328649
16-07-21 13:07:59.339,1012.02997, 28.0, 10.162186
16-07-21 13:07:59.402,1011.91, 28.0, 11.160965
16-07-21 13:07:59.455,1011.94995, 28.0, 10.828038
16-07-21 13:07:59.549,1011.97, 28.0, 10.661575
16-07-21 13:07:59.602,1011.97, 28.0, 10.661575
16-07-21 13:07:59.693,1011.97, 28.0, 10.661575
16-07-21 13:07:59.752,1012.02997, 28.0, 10.162186
16-07-21 13:07:59.841,1011.88995, 28.0, 11.3300705
16-07-21 13:07:59.895,1011.97, 28.0, 10.661575
16-07-21 13:07:59.989,1011.91, 28.0, 11.160965
16-07-21 13:08:00.054,1011.91, 28.0, 11.160965
16-07-21 13:08:00.109,1011.94995, 28.0, 10.828038
16-07-21 13:08:00.204,1011.97, 28.0, 10.661575
16-07-21 13:08:00.258,1012.00995, 28.0, 10.328649
16-07-21 13:08:00.348,1012.07, 28.0, 9.829259
16-07-21 13:08:00.400,1012.02997, 28.0, 10.162186
16-07-21 13:08:00.490,1011.94995, 28.0, 10.828038
16-07-21 13:08:00.542,1012.02997, 28.0, 10.162186
16-07-21 13:08:00.632,1011.97, 28.0, 10.661575
16-07-21 13:08:00.712,1011.88995, 28.0, 11.3300705
16-07-21 13:08:00.775,1011.91, 28.0, 11.160965
