15:20:18.994;[RPM] 2;0.0
15:20:19.031;[RPM] 2;0.0
15:20:19.046;[RPM] 2;0.0
15:20:19.076;[RPM] 2;0.0
15:20:19.109;[RPM] 2;0.0
15:20:19.134;[RPM] 2;0.0
15:20:19.173;[RPM] 2;0.0
15:20:19.251;[RPM] 2;0.0
15:20:19.269;[RPM] 2;0.0
15:20:19.314;[RPM] 2;0.0
15:20:19.345;[RPM] 2;0.0
15:20:19.388;[RPM] 2;0.0
15:20:19.414;[RPM] 2;0.0
15:20:19.453;[RPM] 2;0.0
15:20:19.483;[RPM] 2;0.0
15:20:19.517;[RPM] 2;0.0
15:20:19.565;[RPM] 2;0.0
15:20:19.603;[RPM] 2;0.0
15:20:19.640;[RPM] 2;0.0
15:20:19.682;[RPM] 2;0.0
15:20:19.726;[RPM] 2;0.0
15:20:19.753;[RPM] 2;0.0
15:20:19.789;[RPM] 2;0.0
15:20:19.835;[RPM] 2;0.0
15:20:19.853;[RPM] 2;0.0
15:20:19.885;[RPM] 2;0.0
15:20:19.922;[RPM] 2;0.0
15:20:19.953;[RPM] 2;0.0
15:20:19.984;[RPM] 2;0.0
15:20:20.018;[RPM] 2;0.0
15:20:20.048;[RPM] 2;0.0
15:20:20.084;[RPM] 2;0.0
15:20:20.118;[RPM] 2;0.0
15:20:20.156;[RPM] 2;0.0
15:20:20.197;[RPM] 2;0.0
15:20:20.232;[RPM] 2;0.0
15:20:20.265;[RPM] 2;0.0
15:20:20.301;[RPM] 2;0.0
15:20:20.339;[RPM] 2;0.0
15:20:20.385;[RPM] 2;0.0
15:20:20.419;[RPM] 2;0.0
15:20:20.467;[RPM] 2;0.0
15:20:20.500;[RPM] 2;0.0
15:20:20.522;[RPM] 2;0.0
15:20:20.555;[RPM] 2;0.0
15:20:20.586;[RPM] 2;0.0
15:20:20.632;[RPM] 2;0.0
15:20:20.669;[RPM] 2;0.0
15:20:20.689;[RPM] 2;0.0
15:20:20.731;[RPM] 2;0.0
15:20:20.766;[RPM] 2;0.0
15:20:20.801;[RPM] 2;0.0
15:20:20.838;[RPM] 2;0.0
15:20:20.883;[RPM] 2;0.0
15:20:20.919;[RPM] 2;0.0
15:20:20.950;[RPM] 2;0.0
15:20:20.986;[RPM] 2;0.0
15:20:21.019;[RPM] 2;0.0
15:20:21.064;[RPM] 2;0.0
15:20:21.100;[RPM] 2;0.0
15:20:21.137;[RPM] 2;0.0
15:20:21.182;[RPM] 2;0.0
15:20:21.222;[RPM] 2;0.0
15:20:21.264;[RPM] 2;0.0
15:20:21.305;[RPM] 2;0.0
15:20:21.348;[RPM] 2;0.0
15:20:21.384;[RPM] 2;0.0
15:20:21.430;[RPM] 2;0.0
15:20:21.467;[RPM] 2;0.0
15:20:21.500;[RPM] 2;0.0
15:20:21.535;[RPM] 2;0.0
15:20:21.566;[RPM] 2;0.0
15:20:21.604;[RPM] 2;0.0
15:20:21.648;[RPM] 2;0.0
15:20:21.687;[RPM] 2;0.0
15:20:21.717;[RPM] 2;0.0
15:20:21.767;[RPM] 2;0.0
15:20:21.805;[RPM] 2;0.0
15:20:21.848;[RPM] 2;0.0
