19:51:43.956;[RPM] 4;0.0
19:51:44.125;[RPM] 4;0.0
19:51:46.497;[RPM] 4;0.0
19:51:46.523;[RPM] 4;0.0
19:51:46.562;[RPM] 4;0.0
19:51:46.580;[RPM] 4;0.0
19:51:46.609;[RPM] 4;0.0
19:51:46.644;[RPM] 4;0.0
19:51:46.678;[RPM] 4;0.0
19:51:46.710;[RPM] 4;0.0
19:51:46.745;[RPM] 4;0.0
19:51:46.797;[RPM] 4;0.0
19:51:46.829;[RPM] 4;0.0
19:51:46.849;[RPM] 4;0.0
19:51:46.880;[RPM] 4;0.0
19:51:46.913;[RPM] 4;1.7037668
19:51:46.946;[RPM] 4;0.0
19:51:46.979;[RPM] 4;1722.3561
19:51:47.014;[RPM] 4;2157.0317
19:51:47.046;[RPM] 4;2394.2537
19:51:47.078;[RPM] 4;2412.3513
19:51:47.098;[RPM] 4;2428.3633
19:51:47.146;[RPM] 4;2453.3857
19:51:47.177;[RPM] 4;2464.673
19:51:47.196;[RPM] 4;2482.2107
19:51:47.228;[RPM] 4;2491.2805
19:51:47.265;[RPM] 4;2502.9202
19:51:47.299;[RPM] 4;2515.9343
19:51:47.332;[RPM] 4;2529.9375
19:51:47.361;[RPM] 4;2541.0808
19:51:47.396;[RPM] 4;2551.0203
19:51:47.428;[RPM] 4;2553.6262
19:51:47.460;[RPM] 4;2561.038
19:51:47.491;[RPM] 4;2576.4343
19:51:47.527;[RPM] 4;2585.3154
19:51:47.557;[RPM] 4;2592.0166
19:51:47.595;[RPM] 4;2594.7068
19:51:47.627;[RPM] 4;2607.7886
19:51:47.647;[RPM] 4;2614.607
19:51:47.680;[RPM] 4;2622.3777
19:51:47.713;[RPM] 4;2622.8362
19:51:47.760;[RPM] 4;2630.1948
19:51:47.794;[RPM] 4;2630.1948
19:51:47.815;[RPM] 4;2639.451
19:51:47.850;[RPM] 4;2650.645
19:51:47.893;[RPM] 4;2650.1768
19:51:47.914;[RPM] 4;2661.9343
19:51:47.960;[RPM] 4;2660.5178
19:51:47.992;[RPM] 4;2672.8438
19:51:48.013;[RPM] 4;2677.6152
19:51:48.057;[RPM] 4;2680.965
19:51:48.089;[RPM] 4;2685.2844
19:51:48.112;[RPM] 4;2690.583
19:51:48.145;[RPM] 4;2693.9656
19:51:48.178;[RPM] 4;2697.3564
19:51:48.210;[RPM] 4;2701.7292
19:51:48.243;[RPM] 4;2703.1897
19:51:48.291;[RPM] 4;2704.652
19:51:48.325;[RPM] 4;2709.048
19:51:48.348;[RPM] 4;2713.9497
19:51:48.379;[RPM] 4;2715.4233
19:51:48.412;[RPM] 4;2715.9153
19:51:48.442;[RPM] 4;2717.3914
19:51:48.474;[RPM] 4;2724.7957
19:51:48.508;[RPM] 4;2724.7957
19:51:48.541;[RPM] 4;2723.8062
19:51:48.563;[RPM] 4;2725.2908
19:51:48.594;[RPM] 4;2729.7542
19:51:48.626;[RPM] 4;2735.2297
19:51:48.666;[RPM] 4;2729.2578
19:51:48.696;[RPM] 4;2738.7256
19:51:48.729;[RPM] 4;2739.2258
19:51:48.760;[RPM] 4;2738.7256
19:51:48.794;[RPM] 4;2740.7273
19:51:48.828;[RPM] 4;2744.2368
19:51:48.862;[RPM] 4;2746.7498
19:51:48.892;[RPM] 4;2740.7273
19:51:48.927;[RPM] 4;2748.2593
19:51:48.959;[RPM] 4;2742.2302
19:51:48.992;[RPM] 4;2749.7708
19:51:49.025;[RPM] 4;2748.2593
19:51:49.056;[RPM] 4;2744.7393
19:51:49.091;[RPM] 4;2750.2751
19:51:49.115;[RPM] 4;2753.8093
19:51:49.145;[RPM] 4;2754.315
19:51:49.176;[RPM] 4;2754.821
19:51:49.212;[RPM] 4;2755.327
19:51:49.244;[RPM] 4;2756.3396
19:51:49.276;[RPM] 4;2757.353
