timestamp,rotationsPerMinute
16-08-29 22:58:00.823,0.0
16-08-29 22:58:00.883,0.0
16-08-29 22:58:00.907,0.0
16-08-29 22:58:00.955,0.0
16-08-29 22:58:01.031,0.0
16-08-29 22:58:01.114,0.0
16-08-29 22:58:01.196,0.0
16-08-29 22:58:01.285,0.0
16-08-29 22:58:01.363,0.0
16-08-29 22:58:01.442,0.0
16-08-29 22:58:01.529,0.0
16-08-29 22:58:01.610,0.0
16-08-29 22:58:01.671,0.0
16-08-29 22:58:01.752,0.0
16-08-29 22:58:01.832,0.0
16-08-29 22:58:01.940,0.0
16-08-29 22:58:02.030,0.0
16-08-29 22:58:02.107,0.0
16-08-29 22:58:02.189,0.0
16-08-29 22:58:02.270,0.0
16-08-29 22:58:02.364,0.0
16-08-29 22:58:02.432,0.0
16-08-29 22:58:02.519,0.0
16-08-29 22:58:02.610,0.0
16-08-29 22:58:02.686,0.0
16-08-29 22:58:02.878,0.0
16-08-29 22:58:02.891,0.0
16-08-29 22:58:03.025,0.0
16-08-29 22:58:03.271,0.0
16-08-29 22:58:03.350,0.0
16-08-29 22:58:03.431,0.0
16-08-29 22:58:03.785,0.0
16-08-29 22:58:03.786,0.0
16-08-29 22:58:03.903,0.0
16-08-29 22:58:03.972,0.0
16-08-29 22:58:04.113,0.0
16-08-29 22:58:04.198,0.0
16-08-29 22:58:04.443,5134.4863
16-08-29 22:58:04.534,5547.7544
16-08-29 22:58:04.609,5766.181
16-08-29 22:58:04.689,6152.545
16-08-29 22:58:04.782,6268.406
16-08-29 22:58:04.854,6430.696
16-08-29 22:58:04.944,6520.9414
16-08-29 22:58:05.019,6595.082
16-08-29 22:58:05.099,6625.3506
16-08-29 22:58:05.173,6707.752
16-08-29 22:58:05.254,6751.387
16-08-29 22:58:05.320,6796.9414
16-08-29 22:58:05.399,6797.5186
16-08-29 22:58:05.470,6886.114
16-08-29 22:58:05.560,6831.573
16-08-29 22:58:05.621,6894.521
16-08-29 22:58:05.699,6911.298
16-08-29 22:58:05.791,6916.6753
16-08-29 22:58:05.853,6960.759
16-08-29 22:58:05.925,6937.368
16-08-29 22:58:05.992,6939.8765
16-08-29 22:58:06.083,6957.631
16-08-29 22:58:06.185,6994.892
16-08-29 22:58:06.258,6993.262
16-08-29 22:58:06.330,6994.7905
16-08-29 22:58:06.408,6974.717
16-08-29 22:58:06.492,6981.158
16-08-29 22:58:06.552,6935.9653
16-08-29 22:58:06.626,6975.2236
16-08-29 22:58:06.700,6973.956
16-08-29 22:58:06.771,6967.4272
16-08-29 22:58:06.849,6928.0063
16-08-29 22:58:06.919,6932.96
16-08-29 22:58:06.991,6979.7876
16-08-29 22:58:07.070,6995.4014
16-08-29 22:58:07.136,6995.1475
16-08-29 22:58:07.220,6993.313
16-08-29 22:58:07.287,6986.8994
16-08-29 22:58:07.371,6986.188
16-08-29 22:58:07.437,6988.883
16-08-29 22:58:07.518,6994.383
16-08-29 22:58:07.591,6979.737
16-08-29 22:58:07.668,6985.9336
16-08-29 22:58:07.736,6984.358
16-08-29 22:58:07.821,6994.1787
16-08-29 22:58:07.908,6994.128
16-08-29 22:58:07.972,6993.567
16-08-29 22:58:08.051,6991.9375
16-08-29 22:58:08.123,6994.383
16-08-29 22:58:08.202,6993.262
16-08-29 22:58:08.268,6977.606
16-08-29 22:58:08.340,6982.0215
16-08-29 22:58:08.418,6966.062
16-08-29 22:58:08.487,6963.8896
16-08-29 22:58:08.596,6935.464
16-08-29 22:58:08.663,6993.7715
16-08-29 22:58:08.738,6974.6665
16-08-29 22:58:08.810,6934.312
16-08-29 22:58:09.035,6979.0264
16-08-29 22:58:09.083,6994.332
16-08-29 22:58:09.151,6980.9546
16-08-29 22:58:09.235,6986.0854
16-08-29 22:58:09.303,6993.364
16-08-29 22:58:09.386,6989.0366
16-08-29 22:58:09.452,6985.3745
16-08-29 22:58:09.523,6993.262
16-08-29 22:58:09.603,6994.128
16-08-29 22:58:09.670,6986.6455
16-08-29 22:58:09.752,6994.6885
16-08-29 22:58:09.819,6992.854
16-08-29 22:58:09.889,6984.205
16-08-29 22:58:09.973,6986.0347
16-08-29 22:58:10.138,6993.873
16-08-29 22:58:10.140,6994.128
16-08-29 22:58:10.191,6991.2754
16-08-29 22:58:10.261,6993.7715
16-08-29 22:58:10.344,7013.0835
16-08-29 22:58:10.410,6990.97
16-08-29 22:58:10.490,6991.9375
16-08-29 22:58:10.557,6989.8496
16-08-29 22:58:10.639,6945.248
16-08-29 22:58:10.704,6988.273
16-08-29 22:58:10.793,6993.364
16-08-29 22:58:10.854,6995.096
16-08-29 22:58:10.920,6987.205
16-08-29 22:58:11.003,6993.873
16-08-29 22:58:11.069,6994.383
16-08-29 22:58:11.143,6993.7715
16-08-29 22:58:11.218,6994.8413
16-08-29 22:58:11.289,6993.924
16-08-29 22:58:11.370,6993.8223
16-08-29 22:58:11.437,6987.612
16-08-29 22:58:11.519,6979.1274
16-08-29 22:58:11.586,6989.29
16-08-29 22:58:11.656,6993.7715
16-08-29 22:58:11.735,6994.4844
16-08-29 22:58:11.806,6993.72
16-08-29 22:58:11.875,6994.4844
