timestamp,R1[µsec],R1[RPM]
22:12:39.568,1000,0
22:12:39.574,1000,0
22:12:39.586,1000,0
22:12:39.596,1000,0
22:12:39.607,1000,0
22:12:39.619,1000,0
22:12:39.628,1000,0
22:12:39.639,1000,0
22:12:39.648,1000,0
22:12:39.658,1000,0
22:12:39.670,1000,0
22:12:39.680,1000,0
22:12:39.688,1000,0
22:12:39.699,1000,0
22:12:39.710,1000,0
22:12:39.719,1000,0
22:12:39.729,1000,0
22:12:39.739,1000,0
22:12:39.749,1000,0
22:12:39.759,1000,0
22:12:39.769,1000,0
22:12:39.779,1000,0
22:12:39.792,1000,0
22:12:39.799,1000,0
22:12:39.811,1000,0
22:12:39.822,1000,0
22:12:39.831,1000,0
22:12:39.841,1000,0
22:12:39.863,1000,0
22:12:39.875,1000,0
22:12:39.885,1000,0
22:12:39.896,1000,0
22:12:39.906,1000,0
22:12:39.917,1000,0
22:12:39.926,1000,0
22:12:39.936,1000,0
22:12:39.946,1000,0
22:12:39.958,1000,0
22:12:39.967,1000,0
22:12:39.977,1000,0
22:12:39.987,1000,0
22:12:39.998,1000,0
22:12:40.007,1000,0
22:12:40.017,1000,0
22:12:40.027,1000,0
22:12:40.037,1000,0
22:12:40.049,1000,0
22:12:40.057,1000,0
22:12:40.068,1000,0
22:12:40.078,1000,0
22:12:40.088,1000,0
22:12:40.098,1000,0
22:12:40.108,1000,0
22:12:40.118,1000,0
22:12:40.128,1000,0
22:12:40.138,1000,0
22:12:40.148,1000,0
22:12:40.158,1000,0
22:12:40.168,1000,0
22:12:40.178,1000,0
22:12:40.190,1000,0
22:12:40.202,1000,0
22:12:40.210,1000,0
22:12:40.221,1000,0
22:12:40.231,1000,0
22:12:40.247,1000,0
22:12:40.254,1000,0
22:12:40.264,1000,0
22:12:40.273,1000,0
22:12:40.284,1000,0
22:12:40.297,1000,0
22:12:40.305,1000,0
22:12:40.314,1000,0
22:12:40.323,1000,0
22:12:40.334,1000,0
22:12:40.348,1000,0
22:12:40.353,1000,0
22:12:40.363,1000,0
22:12:40.375,1000,0
22:12:40.384,1000,0
22:12:40.394,1000,0
22:12:40.405,1000,0
22:12:40.413,1000,0
22:12:40.424,1000,0
22:12:40.435,1000,0
22:12:40.445,1000,0
22:12:40.456,1000,0
22:12:40.466,1000,0
22:12:40.476,1000,0
22:12:40.487,1000,0
22:12:40.497,1000,0
22:12:40.507,1000,0
22:12:40.517,1000,0
22:12:40.527,1000,0
22:12:40.537,1000,0
22:12:40.548,1000,0
22:12:40.559,1000,0
22:12:40.568,1000,0
22:12:40.579,1000,0
22:12:40.590,1000,0
22:12:40.599,1000,0
22:12:40.611,1000,0
22:12:40.620,1000,0
22:12:40.630,1000,0
22:12:40.642,1000,0
22:12:40.651,1000,0
22:12:40.661,1000,0
22:12:40.675,1000,0
22:12:40.683,1000,0
22:12:40.693,1000,0
22:12:40.702,1000,0
