timestamp,R1[µsec],R1[RPM]
19:38:20.477,1000,0
19:38:20.487,1000,0
19:38:20.497,1000,0
19:38:20.508,1000,0
19:38:20.517,1000,0
19:38:20.527,1000,0
19:38:20.540,1000,0
19:38:20.547,1000,0
19:38:20.557,1000,0
19:38:20.568,1000,0
19:38:20.578,1000,0
19:38:20.588,1000,0
19:38:20.598,1000,0
19:38:20.608,1000,0
19:38:20.618,1000,0
19:38:20.628,1000,0
19:38:20.638,1000,0
19:38:20.648,1000,0
19:38:20.658,1000,0
19:38:20.668,1000,0
19:38:20.679,1000,0
19:38:20.689,1000,0
19:38:20.699,1000,0
19:38:20.710,1000,0
19:38:20.721,1000,0
19:38:20.731,1000,0
19:38:20.742,1000,0
19:38:20.753,1000,0
19:38:20.762,1000,0
19:38:20.772,1000,0
19:38:20.782,1000,0
19:38:20.792,1000,0
19:38:20.802,1000,0
19:38:20.813,1000,0
19:38:20.822,1000,0
19:38:20.833,1000,0
19:38:20.843,1000,0
19:38:20.852,1000,0
19:38:20.862,1000,0
19:38:20.872,1000,0
19:38:20.883,1000,0
19:38:20.893,1000,0
19:38:20.902,1000,0
19:38:20.913,1000,0
19:38:20.924,1000,0
19:38:20.933,1000,0
19:38:20.942,1000,0
19:38:20.953,1000,0
19:38:20.963,1000,0
19:38:20.973,1000,0
19:38:20.984,1000,0
19:38:20.994,1000,0
19:38:21.004,1000,0
19:38:21.014,1000,0
19:38:21.030,1000,0
19:38:21.036,1000,0
19:38:21.045,1000,0
19:38:21.058,1000,0
19:38:21.066,1000,0
19:38:21.077,1000,0
19:38:21.088,1000,0
19:38:21.099,1000,0
19:38:21.108,1000,0
19:38:21.122,1000,0
19:38:21.128,1000,0
19:38:21.140,1000,0
19:38:21.150,1000,0
19:38:21.159,1000,0
19:38:21.168,1000,0
19:38:21.181,1000,0
19:38:21.188,1000,0
19:38:21.199,1000,0
19:38:21.209,1000,0
19:38:21.218,1000,0
19:38:21.229,1000,0
19:38:21.239,1000,0
19:38:21.249,1000,0
19:38:21.259,1000,0
19:38:21.269,1000,0
19:38:21.278,1000,0
19:38:21.289,1000,0
19:38:21.299,1000,0
19:38:21.309,1000,0
19:38:21.319,1000,0
19:38:21.329,1000,0
19:38:21.339,1000,0
19:38:21.349,1000,0
19:38:21.359,1000,0
19:38:21.370,1000,0
19:38:21.381,1000,0
19:38:21.391,1000,0
19:38:21.402,1000,0
19:38:21.414,1000,0
19:38:21.423,1000,0
19:38:21.434,1000,0
19:38:21.445,1000,0
19:38:21.453,1000,0
19:38:21.463,1000,0
19:38:21.474,1000,0
19:38:21.483,1000,0
19:38:21.494,1000,0
19:38:21.504,1000,0
19:38:21.513,1000,0
19:38:21.523,1000,0
19:38:21.534,1000,0
19:38:21.543,1000,0
19:38:21.553,1000,0
19:38:21.563,1000,0
19:38:21.574,1000,0
19:38:21.583,1000,0
19:38:21.594,1000,0
19:38:21.603,1000,0
19:38:21.614,1000,0
19:38:21.624,1000,0
19:38:21.634,1000,0
19:38:21.644,1000,0
19:38:21.654,1000,0
19:38:21.664,1000,0
19:38:21.674,1000,0
19:38:21.684,1000,0
19:38:21.694,1000,0
19:38:21.704,1000,0
19:38:21.715,1000,0
19:38:21.725,1000,0
19:38:21.737,1000,0
19:38:21.747,1000,0
19:38:21.757,1000,0
19:38:21.768,1000,0
19:38:21.779,1000,0
19:38:21.789,1000,0
19:38:21.799,1000,0
19:38:21.809,1000,0
19:38:21.819,1000,0
19:38:21.829,1000,0
19:38:21.839,1000,0
19:38:21.849,1000,0
19:38:21.860,1000,0
19:38:21.869,1000,0
19:38:21.879,1000,0
19:38:21.890,1000,0
19:38:21.899,1000,0
19:38:21.909,1000,0
19:38:21.919,1000,0
19:38:21.930,1000,0
19:38:21.939,1000,0
19:38:21.949,1000,0
19:38:21.986,1000,0
19:38:22.127,1000,0
19:38:22.137,1000,0
19:38:22.154,1000,0
19:38:22.174,1000,0
19:38:22.193,1000,0
19:38:22.208,1000,0
19:38:22.226,1000,0
19:38:22.246,1000,0
19:38:22.263,1000,0
19:38:22.280,1000,0
19:38:22.297,1000,0
19:38:22.313,1000,0
19:38:22.331,1000,0
19:38:22.347,1000,0
19:38:22.364,1000,0
19:38:22.381,1000,0
19:38:22.397,1000,0
19:38:22.414,1000,0
19:38:22.429,1000,0
19:38:22.445,1000,0
19:38:22.461,1000,0
19:38:22.480,1000,0
19:38:22.495,1000,0
19:38:22.514,1000,0
19:38:22.535,1000,0
19:38:22.545,1000,0
19:38:22.562,1000,0
19:38:22.579,1000,0
19:38:22.595,1000,0
19:38:22.611,1000,0
19:38:22.628,1000,0
19:38:22.645,1000,0
19:38:22.662,1000,0
19:38:22.678,1000,0
19:38:22.695,1000,0
19:38:22.712,1000,0
19:38:22.728,1000,0
19:38:22.745,1000,0
19:38:22.763,1000,0
19:38:22.780,1000,0
19:38:22.792,1000,0
19:38:22.806,1000,0
19:38:22.822,1000,0
19:38:22.839,1000,0
19:38:22.856,1000,0
19:38:22.875,1000,0
19:38:22.892,1000,0
19:38:22.907,1000,0
19:38:22.922,1000,0
19:38:22.939,1000,0
19:38:22.958,1000,0
19:38:22.972,1000,0
19:38:22.991,1000,0
19:38:23.008,1250,0
19:38:23.024,1250,0
19:38:23.040,1250,0
19:38:23.058,1250,0
19:38:23.072,1250,0
19:38:23.093,1250,0
19:38:23.107,1250,0
19:38:23.124,1250,0
19:38:23.141,1250,0
19:38:23.156,1250,0
19:38:23.178,1250,0
19:38:23.193,1250,0
19:38:23.208,1250,0
19:38:23.226,1250,0
19:38:23.242,1250,0
19:38:23.257,1250,0
19:38:23.272,1250,0
19:38:23.290,1250,1619.6954
19:38:23.309,1250,1619.6954
19:38:23.326,1250,2619.6296
19:38:23.340,1250,2619.6296
19:38:23.355,1250,2619.6296
19:38:23.374,1250,3361.7212
19:38:23.390,1250,3361.7212
19:38:23.406,1250,3847.1401
19:38:23.424,1250,3847.1401
19:38:23.441,1250,3847.1401
19:38:23.455,1250,4306.6323
19:38:23.473,1250,4306.6323
19:38:23.489,1250,4754.3584
19:38:23.506,1250,4754.3584
19:38:23.522,1250,4754.3584
19:38:23.541,1250,5188.5166
19:38:23.557,1250,5188.5166
19:38:23.573,1250,5605.382
19:38:23.588,1250,5605.382
19:38:23.610,1250,6004.804
19:38:23.626,1250,6004.804
19:38:23.640,1250,6004.804
19:38:23.657,1250,6666.667
19:38:23.679,1250,6666.667
19:38:23.691,1250,7194.2446
19:38:23.707,1250,7194.2446
19:38:23.723,1250,7194.2446
19:38:23.741,1250,7418.3975
19:38:23.758,1250,7418.3975
19:38:23.776,1250,7808.433
19:38:23.793,1250,7808.433
19:38:23.808,1250,8138.9043
19:38:23.826,1250,8138.9043
19:38:23.843,1250,8138.9043
19:38:23.858,1250,8273.58
19:38:23.874,1250,8273.58
19:38:23.889,1250,8422.235
19:38:23.908,1250,8422.235
19:38:23.924,1250,8422.235
19:38:23.941,1250,8670.52
19:38:23.957,1250,8670.52
19:38:23.975,1250,8896.797
19:38:23.989,1250,8896.797
19:38:24.008,1250,8896.797
19:38:24.025,1250,9090.909
19:38:24.040,1250,9090.909
19:38:24.058,1250,9363.296
19:38:24.075,1250,9363.296
19:38:24.089,1250,9746.589
19:38:24.108,1250,9746.589
19:38:24.123,1250,9746.589
19:38:24.139,1250,9940.358
19:38:24.157,1250,9940.358
19:38:24.175,1250,10155.722
19:38:24.193,1250,10155.722
19:38:24.210,1250,10155.722
19:38:24.223,1250,10387.812
19:38:24.238,1250,10387.812
19:38:24.258,1250,10630.759
19:38:24.275,1250,10630.759
