X,Y
8.648,-26.864
8.648,-26.864
7.8200006,-28.428
7.8200006,-28.428
7.8200006,-28.428
6.808,-29.716
6.808,-29.716
6.808,-29.716
6.808,-29.716
5.796,-31.004
5.796,-31.004
5.796,-31.004
5.796,-31.004
5.796,-31.004
4.6920004,-32.016
4.6920004,-32.016
4.6920004,-32.016
4.6920004,-32.016
3.68,-33.304
3.68,-33.304
3.68,-33.304
2.392,-34.316
2.392,-34.316
2.392,-34.316
1.288,-35.236
1.288,-35.236
1.288,-35.236
1.288,-35.236
1.288,-35.236
0.092,-35.972004
0.092,-35.972004
0.092,-35.972004
0.092,-35.972004
-1.104,-36.708
-1.104,-36.708
-1.104,-36.708
-1.104,-36.708
-1.932,-37.168003
-1.932,-37.168003
-1.932,-37.168003
-1.932,-37.168003
-1.932,-37.168003
-2.944,-37.536003
-2.944,-37.536003
-2.944,-37.536003
-2.944,-37.536003
-3.956,-37.904
-3.956,-37.904
-3.956,-37.904
-4.6920004,-38.272
-4.6920004,-38.272
-4.6920004,-38.272
-4.6920004,-38.272
-4.6920004,-38.272
-5.5200005,-38.456
-5.5200005,-38.456
-5.5200005,-38.456
-5.612,-38.364002
-5.612,-38.364002
-5.612,-38.364002
-5.612,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.704,-38.456
-5.796,-38.456
-5.796,-38.456
-5.796,-38.456
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.704,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.272
-5.796,-38.272
-5.796,-38.272
-5.888,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.796,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-5.888,-38.364002
-6.256,-38.548
-6.256,-38.548
-6.256,-38.548
-6.256,-38.548
-6.256,-38.548
-6.716,-38.732002
-6.716,-38.732002
-6.716,-38.732002
-7.636,-38.824
-7.636,-38.824
-7.636,-38.824
-7.636,-38.824
-8.740001,-39.1
-8.740001,-39.1
-8.740001,-39.1
-8.740001,-39.1
-8.740001,-39.1
-9.844,-39.376
-9.844,-39.376
-9.844,-39.376
-11.316,-39.468002
-11.316,-39.468002
-11.316,-39.468002
-12.788001,-39.468002
-12.788001,-39.468002
-12.788001,-39.468002
-12.788001,-39.468002
-14.444001,-39.468002
-14.444001,-39.468002
-14.444001,-39.468002
-16.008,-39.376
-16.008,-39.376
-16.008,-39.376
-17.94,-39.1
-17.94,-39.1
-17.94,-39.1
-17.94,-39.1
-19.504,-38.548
-19.504,-38.548
-19.504,-38.548
-19.504,-38.548
-19.504,-38.548
-19.504,-38.548
-20.976002,-38.088
-20.976002,-38.088
-22.54,-37.628002
-22.54,-37.628002
-22.54,-37.628002
-24.012001,-36.892
-24.012001,-36.892
-24.012001,-36.892
-24.012001,-36.892
-24.012001,-36.892
-25.392002,-36.156002
-25.392002,-36.156002
-25.392002,-36.156002
-26.680002,-35.328
-26.680002,-35.328
-26.680002,-35.328
-28.060001,-34.224
-28.060001,-34.224
-28.060001,-34.224
-28.060001,-34.224
-28.060001,-34.224
-29.256,-33.212

