X[µT],Y[µT]
10.58,-21.021997
10.58,-21.021997
10.58,-21.021997
10.672,-21.113997
10.672,-21.113997
10.672,-21.113997
10.672,-21.113997
10.764,-21.021997
10.764,-21.021997
10.764,-21.021997
10.764,-21.021997
10.856,-21.021997
10.856,-21.021997
10.856,-21.021997
10.856,-21.021997
10.856,-21.021997
10.856,-21.021997
10.856,-20.746
10.856,-20.746
10.856,-20.746
10.856,-20.746
11.132,-20.653997
11.132,-20.653997
11.132,-20.653997
11.132,-20.653997
11.408,-20.653997
11.408,-20.653997
11.408,-20.653997
11.408,-20.653997
11.408,-20.653997
11.408,-20.653997
11.5,-20.653997
11.5,-20.653997
11.5,-20.653997
11.5,-20.653997
11.776,-20.378
11.776,-20.378
11.776,-20.378
11.776,-20.378
12.144,-20.194002
12.144,-20.194002
12.144,-20.194002
12.144,-20.194002
12.144,-20.194002
12.144,-20.194002
12.696,-19.917997
12.696,-19.917997
12.696,-19.917997
12.696,-19.917997
13.064,-19.642
13.064,-19.642
13.064,-19.642
13.064,-19.642
13.708,-19.366
13.708,-19.366
13.708,-19.366
13.708,-19.366
13.708,-19.366
13.708,-19.366
14.26,-18.906
14.26,-18.906
14.26,-18.906
14.26,-18.906
14.812,-18.445997
14.812,-18.445997
14.812,-18.445997
14.812,-18.445997
15.548,-17.894
15.548,-17.894
15.548,-17.894
15.548,-17.894
15.548,-17.894
15.548,-17.894
16.192,-17.434
16.192,-17.434
16.192,-17.434
16.192,-17.434
16.836,-16.789999
16.836,-16.789999
16.836,-16.789999
16.836,-16.789999
17.572,-16.145998
17.572,-16.145998
17.572,-16.145998
17.572,-16.145998
17.572,-16.145998
17.572,-16.145998
18.032,-15.594
18.032,-15.594
18.032,-15.594
18.032,-15.594
18.492,-14.857998
18.492,-14.857998
18.492,-14.857998
18.492,-14.857998
19.136,-14.398001
19.136,-14.398001
19.136,-14.398001
19.136,-14.398001
19.136,-14.398001
19.136,-14.398001
19.596,-13.753998
19.596,-13.753998
19.596,-13.753998
19.596,-13.753998
20.056,-13.110001
20.056,-13.110001
20.056,-13.110001
20.056,-13.110001
20.608,-12.466
20.608,-12.466
20.608,-12.466
20.608,-12.466
20.608,-12.466
20.608,-12.466
21.068,-11.637999
21.068,-11.637999
21.068,-11.637999
21.068,-11.637999
21.344002,-10.902
21.344002,-10.902
21.344002,-10.902
21.344002,-10.902
21.896,-10.165998
21.896,-10.165998
21.896,-10.165998
21.896,-10.165998
22.172,-9.337999
22.172,-9.337999
22.172,-9.337999
22.172,-9.337999
22.172,-9.337999
22.172,-9.337999
22.632,-8.785999
22.632,-8.785999
22.632,-8.785999
22.632,-8.785999
22.908,-7.9579983
22.908,-7.9579983
22.908,-7.9579983
22.908,-7.9579983
23.184,-7.313999
23.184,-7.313999
23.184,-7.313999
23.184,-7.313999
23.184,-7.313999
23.184,-7.313999
23.644001,-6.302
23.644001,-6.302
23.644001,-6.302
23.644001,-6.302
23.828,-5.289999
23.828,-5.289999
23.828,-5.289999
23.828,-5.289999
23.828,-5.289999
23.828,-5.289999
24.104,-4.461998
24.104,-4.461998
24.104,-4.461998
24.104,-4.461998
24.288,-3.4499989
24.288,-3.4499989
24.288,-3.4499989
24.288,-3.4499989
24.472,-2.6219978
24.472,-2.6219978
24.472,-2.6219978
24.472,-2.6219978
24.472,-2.6219978
24.472,-2.6219978
24.656,-1.7019997
24.656,-1.7019997
24.656,-1.7019997
24.656,-1.7019997
24.748001,-0.78199863
24.748001,-0.78199863
24.748001,-0.78199863
24.748001,-0.78199863
24.748001,-0.045998573
24.748001,-0.045998573
24.748001,-0.045998573
24.748001,-0.045998573
24.748001,-0.045998573
24.748001,-0.045998573
24.84,0.78200054
24.84,0.78200054
24.84,0.78200054
24.84,0.78200054
24.748001,1.7020016
24.748001,1.7020016
24.748001,1.7020016
24.748001,1.7020016
24.748001,1.7020016
24.748001,1.7020016
24.748001,2.7140007
24.748001,2.7140007
24.656,3.7260017
24.656,3.7260017
24.656,3.7260017
24.656,3.7260017
24.656,3.7260017
24.656,3.7260017
24.564,4.462001
24.564,4.462001
24.564,4.462001
24.564,4.462001
24.564,4.922002
24.564,4.922002
24.564,4.922002
24.564,4.922002
24.380001,5.474002
24.380001,5.474002
24.380001,5.474002
24.380001,5.474002
24.380001,5.474002
24.380001,6.026002
24.380001,6.026002
24.380001,6.026002
24.380001,6.486001
24.380001,6.486001
24.380001,6.486001
24.380001,6.486001
24.288,7.0380015
24.288,7.0380015
24.288,7.0380015
24.288,7.0380015
24.104,7.5900016
24.104,7.5900016
24.104,7.5900016
24.104,7.5900016
24.104,7.5900016
24.104,7.5900016
24.012001,8.326001
24.012001,8.326001
24.012001,8.326001
23.828,8.786001
23.828,8.786001
23.828,8.786001
23.828,8.786001
23.552,9.246002
23.552,9.246002
23.552,9.246002
23.552,9.246002
23.46,9.890001
23.46,9.890001
23.46,9.890001
23.276001,10.166001
23.184,10.534002
23.184,10.534002
23.184,10.534002
23.184,10.534002
23.184,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.184,10.626001
23.184,10.626001
23.184,10.626001
23.184,10.626001
23.184,10.626001
23.184,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.276001,10.534002
23.276001,10.534002
23.276001,10.534002
23.276001,10.534002
23.276001,10.626001
23.276001,10.626001
23.276001,10.626001
23.276001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23,10.534002
23,10.534002
23,10.534002
23,10.534002
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.184,10.626001
23.184,10.626001
23.184,10.626001
23.184,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.442001
23.092001,10.442001
23.092001,10.442001
23.092001,10.442001
23.092001,10.442001
23.092001,10.442001
23.092001,10.442001
23.092001,10.534002
23.092001,10.534002
23.092001,10.534002
23.184,10.626001
23.184,10.626001
23.184,10.626001
23.092001,10.442001
23.092001,10.442001
23.092001,10.442001
23.092001,10.442001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.092001,10.626001
23.184,10.810001
23.184,10.810001
23.184,10.810001
23.184,10.810001
22.908,10.902001
22.908,10.902001
22.908,10.902001
22.908,10.902001
22.908,11.270001
22.908,11.270001
22.908,11.270001
22.908,11.270001
22.908,11.270001
22.908,11.270001
22.908,11.362001
22.908,11.362001
22.908,11.362001
22.908,11.362001
22.632,11.638001
22.632,11.638001
22.632,11.638001
22.632,11.638001
22.632,11.914001
22.632,11.914001
22.632,11.914001
22.632,11.914001
22.632,11.914001
22.632,11.914001
22.54,12.2820015
22.54,12.2820015
22.54,12.2820015
22.54,12.2820015
22.448,12.4660015
22.448,12.4660015
22.448,12.4660015
22.448,12.4660015
22.264,12.650002
22.264,12.650002
22.264,12.650002
22.264,12.650002
22.264,12.650002
22.264,12.650002
22.08,12.926002
22.08,12.926002
22.08,12.926002
22.08,12.926002
21.987999,13.202002
21.987999,13.202002
21.987999,13.202002
21.987999,13.202002
21.712,13.478002
21.712,13.478002
21.712,13.478002
21.712,13.478002
21.712,13.478002
21.712,13.478002
21.712,13.754002
21.712,13.754002
21.712,13.754002
21.712,13.754002
21.436,14.030002
21.436,14.030002
21.436,14.030002
21.436,14.030002
21.344002,14.306002
21.344002,14.306002
21.344002,14.306002
21.344002,14.306002
21.344002,14.306002
21.344002,14.306002
21.16,14.582002
21.16,14.582002
21.16,14.582002
21.16,14.582002
21.068,14.766002
21.068,14.766002
21.068,14.766002
21.068,14.766002
20.792,14.950002
20.792,14.950002
20.792,14.950002
20.792,14.950002
20.792,14.950002
20.792,14.950002
20.792,14.950002
20.608,15.410002
20.608,15.410002
20.608,15.410002
20.424,15.686002
20.424,15.686002
20.424,15.686002
20.424,15.686002
19.964,16.238
19.964,16.238
19.964,16.238
19.964,16.238
19.964,16.238
19.964,16.238
19.596,16.79
19.596,16.79
19.596,16.79
19.596,16.79
19.136,17.158
19.136,17.158
19.136,17.158
19.136,17.158
18.768,17.802002
18.768,17.802002
18.768,17.802002
18.768,17.802002
18.216,18.446003
18.216,18.446003
18.216,18.446003
18.216,18.446003
18.216,18.446003
18.216,18.446003
17.756,18.906002
17.756,18.906002
17.756,18.906002
17.756,18.906002
17.296,19.366001
17.296,19.366001
17.296,19.366001
17.296,19.366001
16.836,19.826002
16.836,19.826002
16.836,19.826002
16.836,19.826002
16.836,19.826002
16.836,19.826002
16.468,20.286001
16.468,20.286001
16.468,20.286001
16.468,20.286001
16.192,20.562002
16.192,20.562002
16.192,20.562002
16.192,20.562002
15.732,20.838001
15.732,20.838001
15.732,20.838001
15.732,20.838001
15.732,20.838001
15.732,20.838001
15.364,21.114002
15.364,21.114002
15.364,21.114002
15.364,21.114002
14.996,21.390001
14.996,21.390001
14.996,21.390001
14.996,21.390001
14.536,21.850002
14.536,21.850002
14.536,21.850002
14.536,21.850002
14.536,21.850002
14.536,21.850002
13.892,22.034002
13.892,22.034002
13.892,22.034002
13.892,22.034002
13.432,22.586002
13.432,22.586002
13.432,22.586002
13.432,22.586002
12.88,22.862003
12.88,22.862003
12.88,22.862003
12.88,22.862003
12.88,22.862003
12.88,22.862003
12.144,23.414001
12.144,23.414001
12.144,23.414001
12.144,23.414001
11.408,23.782001
11.408,23.782001
11.408,23.782001
11.408,23.782001
10.764,24.150002
10.764,24.150002
10.764,24.150002
10.764,24.150002
10.764,24.150002
9.844,24.518002
9.844,24.518002
9.844,24.518002
9.844,24.518002
9.844,24.518002
9.108,24.794003
9.108,24.794003
9.108,24.794003
9.108,24.794003
8.004,25.254002
8.004,25.254002
8.004,25.254002
8.004,25.254002
8.004,25.254002
8.004,25.254002
7.176,25.438004
7.176,25.438004
7.176,25.438004
7.176,25.438004
6.072,25.806002
6.072,25.806002
6.072,25.806002
6.072,25.806002
4.968,26.082
4.968,26.082
4.968,26.082
4.968,26.082
4.0480003,26.266003
4.0480003,26.266003
4.0480003,26.266003
4.0480003,26.266003
4.0480003,26.266003
4.0480003,26.266003
2.7600002,26.358002
2.7600002,26.358002
2.7600002,26.358002
2.7600002,26.358002
1.6560001,26.45
1.6560001,26.45
1.6560001,26.45
1.6560001,26.45
1.6560001,26.45
1.6560001,26.45
0.46000004,26.634003
0.46000004,26.634003
0.46000004,26.634003
0.46000004,26.634003
-0.55200005,26.634003
-0.55200005,26.634003
-0.55200005,26.634003
-0.55200005,26.634003
-1.7480001,26.634003
-1.7480001,26.634003
-1.7480001,26.634003
-1.7480001,26.634003
-1.7480001,26.634003
-1.7480001,26.634003
-2.5760002,26.542002
-2.5760002,26.542002
-2.5760002,26.542002
-2.5760002,26.542002
-3.7720003,26.358002
-3.7720003,26.358002
-3.7720003,26.358002
-3.7720003,26.358002
-4.7839994,26.082
-4.7839994,26.082
-4.7839994,26.082
-4.7839994,26.082
-4.7839994,26.082
-4.7839994,26.082
-5.8880014,25.806002
-5.8880014,25.806002
-5.8880014,25.806002
-5.8880014,25.806002
-7.0840006,25.622002
-7.0840006,25.622002
-7.0840006,25.622002
-7.0840006,25.622002
-8.003999,25.346
-8.003999,25.346
-8.003999,25.346
-8.003999,25.346
-8.003999,25.346
-8.003999,25.346
-9.016,24.978
-9.016,24.978
-9.016,24.978
-9.016,24.978
-10.028001,24.610003
-10.028001,24.610003
-10.028001,24.610003
-10.028001,24.610003
-10.947999,24.150002
-10.947999,24.150002
-10.947999,24.150002
-10.947999,24.150002
-11.408,23.966003
-11.408,23.966003
-11.408,23.966003
-11.408,23.966003
-11.408,23.966003
-11.408,23.966003
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.776,23.874
-11.776,23.874
-11.776,23.874
-11.776,23.874
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.782001
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.874
-11.776,23.874
-11.776,23.874
-11.776,23.874
-11.96,23.782001
-11.96,23.782001
-11.96,23.782001
-11.96,23.782001
-11.96,23.782001
-11.96,23.782001
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.776,23.782001
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.684001,23.690002
-11.684001,23.690002
-11.684001,23.690002
-11.684001,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.776,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.690002
-11.868001,23.598001
-11.868001,23.598001
-11.868001,23.598001
-11.868001,23.598001
-11.868001,23.598001
-11.868001,23.598001
-11.96,23.598001
-11.96,23.598001
-11.96,23.598001
-11.96,23.598001
-12.235999,23.414001
-12.235999,23.414001
-12.235999,23.414001
-12.235999,23.414001
-12.328,23.506
-12.328,23.506
-12.328,23.506
-12.328,23.506
-12.328,23.506
-12.328,23.506
-12.604001,23.322002
-12.604001,23.322002
-12.604001,23.322002
-12.604001,23.322002
-12.88,23.138002
-12.88,23.138002
-12.88,23.138002
-12.88,23.138002
-12.88,23.138002
-12.88,23.138002
-13.155999,22.862003
-13.155999,22.862003
-13.155999,22.862003
-13.155999,22.862003
-13.708001,22.678001
-13.708001,22.678001
-13.708001,22.678001
-13.708001,22.678001
-14.168,22.402002
-14.168,22.402002
-14.168,22.402002
-14.168,22.402002
-14.627999,22.034002
-14.627999,22.034002
-14.627999,22.034002
-14.627999,22.034002
-14.627999,22.034002
-14.627999,22.034002
-15.180001,21.666002
-15.180001,21.666002
-15.180001,21.666002
-15.180001,21.666002
-16.008003,21.114002
-16.008003,21.114002
-16.008003,21.114002
-16.008003,21.114002
-16.008003,20.654003
-16.008003,20.654003
-16.468002,20.654003
-16.468002,20.654003
-16.468002,20.654003
-16.468002,20.654003
-17.112,20.010002
-17.112,20.010002
-17.112,20.010002
-17.112,20.010002
-17.756,19.458002
-17.756,19.458002
-17.756,19.458002
-17.756,19.458002
-17.756,19.458002
-17.756,19.458002
-18.400002,18.814001
-18.400002,18.814001
-18.400002,18.814001
-18.400002,18.814001
-18.952,18.354002
-18.952,18.354002
-18.952,18.354002
-18.952,18.354002
-19.596,17.526001
-19.596,17.526001
-19.596,17.526001
-19.596,17.526001
-20.147999,16.882002
-20.147999,16.882002
-20.147999,16.882002
-20.147999,16.882002
-20.147999,16.882002
-20.147999,16.882002
-20.7,16.146002
-20.7,16.146002
-20.7,16.146002
-20.7,16.146002
-21.251999,15.410002
-21.251999,15.410002
-21.251999,15.410002
-21.251999,15.410002
-21.619999,14.490002
-21.619999,14.490002
-21.619999,14.490002
-21.619999,14.490002
-21.619999,14.490002
-21.619999,14.490002
-22.172,13.754002
-22.172,13.754002
-22.172,13.754002
-22.172,13.754002
-22.632,12.742002
-22.632,12.742002
-22.632,12.742002
-22.632,12.742002
-22.632,12.742002
-22.632,12.742002
-23.092003,11.730001
-23.092003,11.730001
-23.092003,11.730001
-23.092003,11.730001
-23.551998,10.718001
-23.551998,10.718001
-23.551998,10.718001
-23.551998,10.718001
-23.919998,9.706001
-23.919998,9.706001
-23.919998,9.706001
-23.919998,9.706001
-24.288002,8.786001
-24.288002,8.786001
-24.288002,8.786001
-24.288002,8.786001
-24.288002,8.786001
-24.288002,8.786001
-24.472,7.774002
-24.472,7.774002
-24.472,7.774002
-24.472,7.774002
-24.84,6.578001
-24.84,6.578001
-24.84,6.578001
-24.84,6.578001
-25.023998,5.474002
-25.023998,5.474002
-25.023998,5.474002
-25.023998,5.474002
-25.023998,5.474002
-25.023998,5.474002
-25.115997,4.370002
-25.115997,4.370002
-25.115997,4.370002
-25.115997,4.370002
-25.3,3.3580017
-25.3,3.3580017
-25.3,3.3580017
-25.3,3.3580017
-25.3,2.2540016
-25.3,2.2540016
-25.3,2.2540016
-25.3,2.2540016
-25.3,2.2540016
-25.3,2.2540016
-25.391998,1.2420015
-25.391998,1.2420015
-25.391998,1.2420015
-25.391998,1.2420015
-25.484001,0.046001434
-25.484001,0.046001434
-25.484001,0.046001434
-25.484001,0.046001434
-25.208,-0.9659996
-25.208,-0.9659996
-25.208,-0.9659996
-25.208,-0.9659996
-25.208,-0.9659996
-25.208,-0.9659996
-24.932,-1.9779987
-24.932,-1.9779987
-24.932,-1.9779987
-24.932,-1.9779987
-25.023998,-2.8059998
-25.023998,-2.8059998
-25.023998,-2.8059998
-25.023998,-2.8059998
-24.84,-3.817999
-24.84,-3.817999
-24.84,-3.817999
-24.84,-3.817999
-24.84,-3.817999
-24.84,-3.817999
-24.472,-4.646
-24.472,-4.646
-24.472,-4.646
-24.472,-4.646
-24.380001,-5.565998
-24.380001,-5.565998
-24.380001,-5.565998
-24.380001,-5.565998
-24.104,-6.577999
-24.104,-6.577999
-24.104,-6.577999
-24.104,-6.577999
-24.104,-6.577999
-24.104,-6.577999
-23.644001,-7.313999
-23.644001,-7.313999
-23.644001,-7.313999
-23.644001,-7.313999
-23.46,-8.233999
-23.46,-8.233999
-23.46,-8.233999
-23.46,-8.233999
-23.092003,-8.969999
-23.092003,-8.969999
-23.092003,-8.969999
-23.092003,-8.969999
-23.092003,-8.969999
-23.092003,-8.969999
-22.815998,-9.613998
-22.815998,-9.613998
-22.815998,-9.613998
-22.815998,-9.613998
-22.447998,-10.2579975
-22.447998,-10.2579975
-22.447998,-10.2579975
-22.447998,-10.2579975
-22.172,-10.625998
-22.172,-10.625998
-22.172,-10.625998
-22.172,-10.625998
-22.172,-10.625998
-22.172,-10.625998
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.803997,-11.1779995
-21.803997,-11.1779995
-21.803997,-11.1779995
-21.803997,-11.1779995
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-21.988003,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-21.896,-11.085999
-21.896,-11.085999
-21.896,-11.085999
-21.896,-11.085999
-21.896,-11.085999
-21.896,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-21.988003,-10.9939995
-22.080002,-10.9939995
-22.080002,-10.9939995
-22.080002,-10.9939995
-22.080002,-10.9939995
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
-22.080002,-11.085999
